,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk
2876,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,155280,161.75,480,4.0_40.0
2877,4.0,,,,,,38.0,,,,,240,note_off,,80.0,38.0,80.0,155520,162.0,480,4.0_40.0
2878,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,155520,162.0,480,4.0_40.0
2879,4.0,,,,,,36.0,,,,,960,note_off,,80.0,36.0,80.0,156480,163.0,480,4.0_40.0
2880,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,156480,163.0,480,4.0_40.0
2881,4.0,,,,,,35.0,,,,,960,note_off,,80.0,35.0,80.0,157440,164.0,480,4.0_41.0
2882,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,157440,164.0,480,4.0_41.0
2883,4.0,,,,,,40.0,,,,,720,note_off,,80.0,40.0,80.0,158160,164.75,480,4.0_41.0
2884,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,158160,164.75,480,4.0_41.0
2885,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,158280,164.875,480,4.0_41.0
2886,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,158400,165.0,480,4.0_41.0
2887,4.0,,,,,,43.0,,,,,120,note_off,,80.0,43.0,80.0,158520,165.125,480,4.0_41.0
2888,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,158760,165.375,480,4.0_41.0
2889,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,158880,165.5,480,4.0_41.0
2890,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,159120,165.75,480,4.0_41.0
2891,4.0,,,,,,38.0,,,,,240,note_off,,80.0,38.0,80.0,159360,166.0,480,4.0_41.0
2892,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,159360,166.0,480,4.0_41.0
2893,4.0,,,,,,36.0,,,,,960,note_off,,80.0,36.0,80.0,160320,167.0,480,4.0_41.0
2894,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,160320,167.0,480,4.0_41.0
2895,4.0,,,,,,35.0,,,,,960,note_off,,80.0,35.0,80.0,161280,168.0,480,4.0_42.0
2896,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,161280,168.0,480,4.0_42.0
2897,4.0,,,,,,40.0,,,,,720,note_off,,80.0,40.0,80.0,162000,168.75,480,4.0_42.0
2898,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,162000,168.75,480,4.0_42.0
2899,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,162120,168.875,480,4.0_42.0
2900,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,162240,169.0,480,4.0_42.0
2901,4.0,,,,,,43.0,,,,,120,note_off,,80.0,43.0,80.0,162360,169.125,480,4.0_42.0
2902,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,162600,169.375,480,4.0_42.0
2903,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,162720,169.5,480,4.0_42.0
2904,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,162960,169.75,480,4.0_42.0
2905,4.0,,,,,,38.0,,,,,240,note_off,,80.0,38.0,80.0,163200,170.0,480,4.0_42.0
2906,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,163200,170.0,480,4.0_42.0
2907,4.0,,,,,,36.0,,,,,960,note_off,,80.0,36.0,80.0,164160,171.0,480,4.0_42.0
2908,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,164160,171.0,480,4.0_42.0
2909,4.0,,,,,,35.0,,,,,960,note_off,,80.0,35.0,80.0,165120,172.0,480,4.0_43.0
2910,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,165120,172.0,480,4.0_43.0
2911,4.0,,,,,,40.0,,,,,720,note_off,,80.0,40.0,80.0,165840,172.75,480,4.0_43.0
2912,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,165840,172.75,480,4.0_43.0
2913,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,165960,172.875,480,4.0_43.0
2914,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,166080,173.0,480,4.0_43.0
2915,4.0,,,,,,43.0,,,,,120,note_off,,80.0,43.0,80.0,166200,173.125,480,4.0_43.0
2916,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,166440,173.375,480,4.0_43.0
2917,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,166560,173.5,480,4.0_43.0
2918,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,166800,173.75,480,4.0_43.0
2919,4.0,,,,,,38.0,,,,,240,note_off,,80.0,38.0,80.0,167040,174.0,480,4.0_43.0
2920,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,167040,174.0,480,4.0_43.0
2921,4.0,,,,,,36.0,,,,,960,note_off,,80.0,36.0,80.0,168000,175.0,480,4.0_43.0
2922,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,168000,175.0,480,4.0_43.0
2923,4.0,,,,,,35.0,,,,,960,note_off,,80.0,35.0,80.0,168960,176.0,480,4.0_44.0
2924,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,168960,176.0,480,4.0_44.0
2925,4.0,,,,,,40.0,,,,,720,note_off,,80.0,40.0,80.0,169680,176.75,480,4.0_44.0
2926,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,169680,176.75,480,4.0_44.0
2927,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,169800,176.875,480,4.0_44.0
2928,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,169920,177.0,480,4.0_44.0
2929,4.0,,,,,,43.0,,,,,120,note_off,,80.0,43.0,80.0,170040,177.125,480,4.0_44.0
2930,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,170280,177.375,480,4.0_44.0
2931,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,170400,177.5,480,4.0_44.0
2932,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,170640,177.75,480,4.0_44.0
2933,4.0,,,,,,38.0,,,,,240,note_off,,80.0,38.0,80.0,170880,178.0,480,4.0_44.0
2934,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,170880,178.0,480,4.0_44.0
2935,4.0,,,,,,36.0,,,,,960,note_off,,80.0,36.0,80.0,171840,179.0,480,4.0_44.0
2936,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,171840,179.0,480,4.0_44.0
2937,4.0,,,,,,35.0,,,,,960,note_off,,80.0,35.0,80.0,172800,180.0,480,4.0_45.0
2938,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,172800,180.0,480,4.0_45.0
2939,4.0,,,,,,40.0,,,,,720,note_off,,80.0,40.0,80.0,173520,180.75,480,4.0_45.0
2940,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,173520,180.75,480,4.0_45.0
2941,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,173640,180.875,480,4.0_45.0
2942,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,173760,181.0,480,4.0_45.0
2943,4.0,,,,,,43.0,,,,,120,note_off,,80.0,43.0,80.0,173880,181.125,480,4.0_45.0
2944,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,174120,181.375,480,4.0_45.0
2945,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,174240,181.5,480,4.0_45.0
2946,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,174480,181.75,480,4.0_45.0
2947,4.0,,,,,,38.0,,,,,240,note_off,,80.0,38.0,80.0,174720,182.0,480,4.0_45.0
2948,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,174720,182.0,480,4.0_45.0
2949,4.0,,,,,,36.0,,,,,960,note_off,,80.0,36.0,80.0,175680,183.0,480,4.0_45.0
2950,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,175680,183.0,480,4.0_45.0
2951,4.0,,,,,,35.0,,,,,960,note_off,,80.0,35.0,80.0,176640,184.0,480,4.0_46.0
2952,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,176640,184.0,480,4.0_46.0
2953,4.0,,,,,,40.0,,,,,720,note_off,,80.0,40.0,80.0,177360,184.75,480,4.0_46.0
2954,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,177360,184.75,480,4.0_46.0
2955,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,177480,184.875,480,4.0_46.0
2956,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,177600,185.0,480,4.0_46.0
2957,4.0,,,,,,43.0,,,,,120,note_off,,80.0,43.0,80.0,177720,185.125,480,4.0_46.0
2958,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,177960,185.375,480,4.0_46.0
2959,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,178080,185.5,480,4.0_46.0
2960,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,178320,185.75,480,4.0_46.0
2961,4.0,,,,,,38.0,,,,,240,note_off,,80.0,38.0,80.0,178560,186.0,480,4.0_46.0
2962,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,178560,186.0,480,4.0_46.0
2963,4.0,,,,,,36.0,,,,,960,note_off,,80.0,36.0,80.0,179520,187.0,480,4.0_46.0
2964,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,179520,187.0,480,4.0_46.0
2965,4.0,,,,,,35.0,,,,,960,note_off,,80.0,35.0,80.0,180480,188.0,480,4.0_47.0
2966,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,180480,188.0,480,4.0_47.0
2967,4.0,,,,,,40.0,,,,,720,note_off,,80.0,40.0,80.0,181200,188.75,480,4.0_47.0
2968,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,181200,188.75,480,4.0_47.0
2969,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,181320,188.875,480,4.0_47.0
2970,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,181440,189.0,480,4.0_47.0
2971,4.0,,,,,,43.0,,,,,120,note_off,,80.0,43.0,80.0,181560,189.125,480,4.0_47.0
2972,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,181800,189.375,480,4.0_47.0
2973,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,181920,189.5,480,4.0_47.0
2974,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,182160,189.75,480,4.0_47.0
2975,4.0,,,,,,38.0,,,,,240,note_off,,80.0,38.0,80.0,182400,190.0,480,4.0_47.0
2976,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,182400,190.0,480,4.0_47.0
2977,4.0,,,,,,36.0,,,,,960,note_off,,80.0,36.0,80.0,183360,191.0,480,4.0_47.0
2978,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,183360,191.0,480,4.0_47.0
2979,4.0,,,,,,35.0,,,,,960,note_off,,80.0,35.0,80.0,184320,192.0,480,4.0_48.0
2980,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,184320,192.0,480,4.0_48.0
2981,4.0,,,,,,40.0,,,,,720,note_off,,80.0,40.0,80.0,185040,192.75,480,4.0_48.0
2982,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,185040,192.75,480,4.0_48.0
2983,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,185160,192.875,480,4.0_48.0
2984,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,185280,193.0,480,4.0_48.0
2985,4.0,,,,,,43.0,,,,,120,note_off,,80.0,43.0,80.0,185400,193.125,480,4.0_48.0
2986,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,185640,193.375,480,4.0_48.0
2987,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,185760,193.5,480,4.0_48.0
2988,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,186000,193.75,480,4.0_48.0
2989,4.0,,,,,,38.0,,,,,240,note_off,,80.0,38.0,80.0,186240,194.0,480,4.0_48.0
2990,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,186240,194.0,480,4.0_48.0
2991,4.0,,,,,,36.0,,,,,960,note_off,,80.0,36.0,80.0,187200,195.0,480,4.0_48.0
2992,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,187200,195.0,480,4.0_48.0
2993,4.0,,,,,,35.0,,,,,960,note_off,,80.0,35.0,80.0,188160,196.0,480,4.0_49.0
2994,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,188160,196.0,480,4.0_49.0
2995,4.0,,,,,,40.0,,,,,720,note_off,,80.0,40.0,80.0,188880,196.75,480,4.0_49.0
2996,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,188880,196.75,480,4.0_49.0
2997,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,189000,196.875,480,4.0_49.0
2998,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,189120,197.0,480,4.0_49.0
2999,4.0,,,,,,43.0,,,,,120,note_off,,80.0,43.0,80.0,189240,197.125,480,4.0_49.0
3000,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,189480,197.375,480,4.0_49.0
3001,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,189600,197.5,480,4.0_49.0
3002,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,189840,197.75,480,4.0_49.0
3003,4.0,,,,,,38.0,,,,,240,note_off,,80.0,38.0,80.0,190080,198.0,480,4.0_49.0
3004,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,190080,198.0,480,4.0_49.0
3005,4.0,,,,,,36.0,,,,,960,note_off,,80.0,36.0,80.0,191040,199.0,480,4.0_49.0
3006,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,191040,199.0,480,4.0_49.0
3007,4.0,,,,,,35.0,,,,,960,note_off,,80.0,35.0,80.0,192000,200.0,480,4.0_50.0
3008,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,192000,200.0,480,4.0_50.0
3009,4.0,,,,,,40.0,,,,,720,note_off,,80.0,40.0,80.0,192720,200.75,480,4.0_50.0
3010,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,192720,200.75,480,4.0_50.0
3011,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,192840,200.875,480,4.0_50.0
3012,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,192960,201.0,480,4.0_50.0
3013,4.0,,,,,,43.0,,,,,120,note_off,,80.0,43.0,80.0,193080,201.125,480,4.0_50.0
3014,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,193320,201.375,480,4.0_50.0
3015,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,193440,201.5,480,4.0_50.0
3016,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,193680,201.75,480,4.0_50.0
3017,4.0,,,,,,38.0,,,,,240,note_off,,80.0,38.0,80.0,193920,202.0,480,4.0_50.0
3018,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,193920,202.0,480,4.0_50.0
3019,4.0,,,,,,36.0,,,,,960,note_off,,80.0,36.0,80.0,194880,203.0,480,4.0_50.0
3020,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,194880,203.0,480,4.0_50.0
3021,4.0,,,,,,35.0,,,,,960,note_off,,80.0,35.0,80.0,195840,204.0,480,4.0_51.0
3022,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,195840,204.0,480,4.0_51.0
3023,4.0,,,,,,31.0,,,,,240,note_off,,80.0,31.0,80.0,196080,204.25,480,4.0_51.0
3024,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,196080,204.25,480,4.0_51.0
3025,4.0,,,,,,31.0,,,,,240,note_off,,80.0,31.0,80.0,196320,204.5,480,4.0_51.0
3026,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,196320,204.5,480,4.0_51.0
3027,4.0,,,,,,31.0,,,,,240,note_off,,80.0,31.0,80.0,196560,204.75,480,4.0_51.0
3028,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,196560,204.75,480,4.0_51.0
3029,4.0,,,,,,31.0,,,,,240,note_off,,80.0,31.0,80.0,196800,205.0,480,4.0_51.0
3030,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,196800,205.0,480,4.0_51.0
3031,4.0,,,,,,31.0,,,,,240,note_off,,80.0,31.0,80.0,197040,205.25,480,4.0_51.0
3032,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,197040,205.25,480,4.0_51.0
3033,4.0,,,,,,31.0,,,,,240,note_off,,80.0,31.0,80.0,197280,205.5,480,4.0_51.0
3034,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,197280,205.5,480,4.0_51.0
3035,4.0,,,,,,31.0,,,,,240,note_off,,80.0,31.0,80.0,197520,205.75,480,4.0_51.0
3036,4.0,,,,,,31.0,,,,,0,note_on,,95.0,31.0,95.0,197520,205.75,480,4.0_51.0
3037,4.0,,,,,,31.0,,,,,240,note_off,,80.0,31.0,80.0,197760,206.0,480,4.0_51.0
3038,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,197760,206.0,480,4.0_51.0
3039,4.0,,,,,,33.0,,,,,240,note_off,,80.0,33.0,80.0,198000,206.25,480,4.0_51.0
3040,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,198000,206.25,480,4.0_51.0
3041,4.0,,,,,,33.0,,,,,240,note_off,,80.0,33.0,80.0,198240,206.5,480,4.0_51.0
3042,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,198240,206.5,480,4.0_51.0
3043,4.0,,,,,,33.0,,,,,240,note_off,,80.0,33.0,80.0,198480,206.75,480,4.0_51.0
3044,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,198480,206.75,480,4.0_51.0
3045,4.0,,,,,,33.0,,,,,240,note_off,,80.0,33.0,80.0,198720,207.0,480,4.0_51.0
3046,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,198720,207.0,480,4.0_51.0
3047,4.0,,,,,,33.0,,,,,240,note_off,,80.0,33.0,80.0,198960,207.25,480,4.0_51.0
3048,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,198960,207.25,480,4.0_51.0
3049,4.0,,,,,,33.0,,,,,240,note_off,,80.0,33.0,80.0,199200,207.5,480,4.0_51.0
3050,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,199200,207.5,480,4.0_51.0
3051,4.0,,,,,,33.0,,,,,240,note_off,,80.0,33.0,80.0,199440,207.75,480,4.0_51.0
3052,4.0,,,,,,33.0,,,,,0,note_on,,95.0,33.0,95.0,199440,207.75,480,4.0_51.0
3053,4.0,,,,,,33.0,,,,,240,note_off,,80.0,33.0,80.0,199680,208.0,480,4.0_52.0
3054,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,199680,208.0,480,4.0_52.0
3055,4.0,,,,,,40.0,,,,,720,note_off,,80.0,40.0,80.0,200400,208.75,480,4.0_52.0
3056,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,200400,208.75,480,4.0_52.0
3057,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,200520,208.875,480,4.0_52.0
3058,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,200640,209.0,480,4.0_52.0
3059,4.0,,,,,,43.0,,,,,120,note_off,,80.0,43.0,80.0,200760,209.125,480,4.0_52.0
3060,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,201000,209.375,480,4.0_52.0
3061,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,201120,209.5,480,4.0_52.0
3062,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,201360,209.75,480,4.0_52.0
3063,4.0,,,,,,38.0,,,,,240,note_off,,80.0,38.0,80.0,201600,210.0,480,4.0_52.0
3064,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,201600,210.0,480,4.0_52.0
3065,4.0,,,,,,36.0,,,,,960,note_off,,80.0,36.0,80.0,202560,211.0,480,4.0_52.0
3066,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,202560,211.0,480,4.0_52.0
3067,4.0,,,,,,35.0,,,,,960,note_off,,80.0,35.0,80.0,203520,212.0,480,4.0_53.0
3068,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,203520,212.0,480,4.0_53.0
3069,4.0,,,,,,40.0,,,,,720,note_off,,80.0,40.0,80.0,204240,212.75,480,4.0_53.0
3070,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,204240,212.75,480,4.0_53.0
3071,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,204360,212.875,480,4.0_53.0
3072,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,204480,213.0,480,4.0_53.0
3073,4.0,,,,,,43.0,,,,,120,note_off,,80.0,43.0,80.0,204600,213.125,480,4.0_53.0
3074,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,204840,213.375,480,4.0_53.0
3075,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,204960,213.5,480,4.0_53.0
3076,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,205200,213.75,480,4.0_53.0
3077,4.0,,,,,,38.0,,,,,240,note_off,,80.0,38.0,80.0,205440,214.0,480,4.0_53.0
3078,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,205440,214.0,480,4.0_53.0
3079,4.0,,,,,,36.0,,,,,360,note_off,,80.0,36.0,80.0,205800,214.375,480,4.0_53.0
3080,4.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,205800,214.375,480,4.0_53.0
3081,4.0,,,,,,38.0,,,,,360,note_off,,80.0,38.0,80.0,206160,214.75,480,4.0_53.0
3082,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,206160,214.75,480,4.0_53.0
3083,4.0,,,,,,36.0,,,,,240,note_off,,80.0,36.0,80.0,206400,215.0,480,4.0_53.0
3084,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,206400,215.0,480,4.0_53.0
3085,4.0,,,,,,35.0,,,,,960,note_off,,80.0,35.0,80.0,207360,216.0,480,4.0_54.0
3086,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,207360,216.0,480,4.0_54.0
3087,4.0,,,,,,40.0,,,,,720,note_off,,80.0,40.0,80.0,208080,216.75,480,4.0_54.0
3088,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,208080,216.75,480,4.0_54.0
3089,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,208200,216.875,480,4.0_54.0
3090,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,208320,217.0,480,4.0_54.0
3091,4.0,,,,,,43.0,,,,,120,note_off,,80.0,43.0,80.0,208440,217.125,480,4.0_54.0
3092,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,208680,217.375,480,4.0_54.0
3093,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,208800,217.5,480,4.0_54.0
3094,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,209040,217.75,480,4.0_54.0
3095,4.0,,,,,,38.0,,,,,240,note_off,,80.0,38.0,80.0,209280,218.0,480,4.0_54.0
3096,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,209280,218.0,480,4.0_54.0
3097,4.0,,,,,,36.0,,,,,960,note_off,,80.0,36.0,80.0,210240,219.0,480,4.0_54.0
3098,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,210240,219.0,480,4.0_54.0
3099,4.0,,,,,,35.0,,,,,960,note_off,,80.0,35.0,80.0,211200,220.0,480,4.0_55.0
3100,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,211200,220.0,480,4.0_55.0
3101,4.0,,,,,,40.0,,,,,720,note_off,,80.0,40.0,80.0,211920,220.75,480,4.0_55.0
3102,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,211920,220.75,480,4.0_55.0
3103,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,212040,220.875,480,4.0_55.0
3104,4.0,,,,,,43.0,,,,,120,note_on,,95.0,43.0,95.0,212160,221.0,480,4.0_55.0
3105,4.0,,,,,,43.0,,,,,120,note_off,,80.0,43.0,80.0,212280,221.125,480,4.0_55.0
3106,4.0,,,,,,40.0,,,,,240,note_on,,95.0,40.0,95.0,212520,221.375,480,4.0_55.0
3107,4.0,,,,,,40.0,,,,,120,note_off,,80.0,40.0,80.0,212640,221.5,480,4.0_55.0
3108,4.0,,,,,,38.0,,,,,240,note_on,,95.0,38.0,95.0,212880,221.75,480,4.0_55.0
3109,4.0,,,,,,38.0,,,,,240,note_off,,80.0,38.0,80.0,213120,222.0,480,4.0_55.0
3110,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,213120,222.0,480,4.0_55.0
3111,4.0,,,,,,36.0,,,,,360,note_off,,80.0,36.0,80.0,213480,222.375,480,4.0_55.0
3112,4.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,213480,222.375,480,4.0_55.0
3113,4.0,,,,,,38.0,,,,,360,note_off,,80.0,38.0,80.0,213840,222.75,480,4.0_55.0
3114,4.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,213840,222.75,480,4.0_55.0
3115,4.0,,,,,,36.0,,,,,240,note_off,,80.0,36.0,80.0,214080,223.0,480,4.0_55.0
3116,4.0,,,,,,35.0,,,,,0,note_on,,95.0,35.0,95.0,214080,223.0,480,4.0_55.0
3117,4.0,,,,,,35.0,,,,,960,note_off,,80.0,35.0,80.0,215040,224.0,480,4.0_56.0
3118,4.0,,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,215040,224.0,480,4.0_56.0
3119,4.0,,,,,,40.0,,,,,1920,note_off,,80.0,40.0,80.0,216960,226.0,480,4.0_56.0
3120,,,,,,,,,,,,0,end_of_track,,,,,-1,-0.0010416666666666667,480,nan_-1.0
3121,,,,,Drums (Meg White),,,,,,,0,track_name,,,,,-1,-0.0010416666666666667,480,nan_-1.0
3122,9.0,,100.0,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,9.0_0.0
3123,9.0,,101.0,,,,,,,,,0,control_change,0.0,,,,0,0.0,480,9.0_0.0
