,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds
1697,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,272160,283.5
1698,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,272280,283.625
1699,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,272280,283.625
1700,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,272280,283.625
1701,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,272280,283.625
1702,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,272280,283.625
1703,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,272280,283.625
1704,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,272640,284.0
1705,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,272640,284.0
1706,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,272640,284.0
1707,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,272640,284.0
1708,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,272640,284.0
1709,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,272640,284.0
1710,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,272880,284.25
1711,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,272880,284.25
1712,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,272880,284.25
1713,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,273120,284.5
1714,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,273120,284.5
1715,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,273120,284.5
1716,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,273480,284.875
1717,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,273480,284.875
1718,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,273480,284.875
1719,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,273600,285.0
1720,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,273600,285.0
1721,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,273600,285.0
1722,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,273960,285.375
1723,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,273960,285.375
1724,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,273960,285.375
1725,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,274080,285.5
1726,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,274080,285.5
1727,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,274080,285.5
1728,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,274440,285.875
1729,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,274440,285.875
1730,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,274440,285.875
1731,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,274560,286.0
1732,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,274560,286.0
1733,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,274560,286.0
1734,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,274920,286.375
1735,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,274920,286.375
1736,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,274920,286.375
1737,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,275040,286.5
1738,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,275040,286.5
1739,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,275040,286.5
1740,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,275400,286.875
1741,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,275400,286.875
1742,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,275400,286.875
1743,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,275520,287.0
1744,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,275520,287.0
1745,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,275520,287.0
1746,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,275880,287.375
1747,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,275880,287.375
1748,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,275880,287.375
1749,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,276000,287.5
1750,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,276000,287.5
1751,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,276000,287.5
1752,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,276120,287.625
1753,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,276120,287.625
1754,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,276120,287.625
1755,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,276120,287.625
1756,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,276120,287.625
1757,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,276120,287.625
1758,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,276480,288.0
1759,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,276480,288.0
1760,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,276480,288.0
1761,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,276480,288.0
1762,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,276480,288.0
1763,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,276480,288.0
1764,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,276720,288.25
1765,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,276720,288.25
1766,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,276720,288.25
1767,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,276960,288.5
1768,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,276960,288.5
1769,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,276960,288.5
1770,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,277320,288.875
1771,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,277320,288.875
1772,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,277320,288.875
1773,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,277440,289.0
1774,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,277440,289.0
1775,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,277440,289.0
1776,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,277800,289.375
1777,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,277800,289.375
1778,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,277800,289.375
1779,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,277920,289.5
1780,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,277920,289.5
1781,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,277920,289.5
1782,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,278280,289.875
1783,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,278280,289.875
1784,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,278280,289.875
1785,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,278400,290.0
1786,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,278400,290.0
1787,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,278400,290.0
1788,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,278760,290.375
1789,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,278760,290.375
1790,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,278760,290.375
1791,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,278880,290.5
1792,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,278880,290.5
1793,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,278880,290.5
1794,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,279240,290.875
1795,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,279240,290.875
1796,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,279240,290.875
1797,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,279360,291.0
1798,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,279360,291.0
1799,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,279360,291.0
1800,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,279720,291.375
1801,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,279720,291.375
1802,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,279720,291.375
1803,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,279840,291.5
1804,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,279840,291.5
1805,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,279840,291.5
1806,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,279960,291.625
1807,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,279960,291.625
1808,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,279960,291.625
1809,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,279960,291.625
1810,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,279960,291.625
1811,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,279960,291.625
1812,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,280320,292.0
1813,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,280320,292.0
1814,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,280320,292.0
1815,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,280320,292.0
1816,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,280320,292.0
1817,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,280320,292.0
1818,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,280560,292.25
1819,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,280560,292.25
1820,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,280560,292.25
1821,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,280800,292.5
1822,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,280800,292.5
1823,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,280800,292.5
1824,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,281160,292.875
1825,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,281160,292.875
1826,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,281160,292.875
1827,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,281280,293.0
1828,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,281280,293.0
1829,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,281280,293.0
1830,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,281640,293.375
1831,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,281640,293.375
1832,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,281640,293.375
1833,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,281760,293.5
1834,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,281760,293.5
1835,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,281760,293.5
1836,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,282120,293.875
1837,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,282120,293.875
1838,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,282120,293.875
1839,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,282240,294.0
1840,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,282240,294.0
1841,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,282240,294.0
1842,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,282600,294.375
1843,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,282600,294.375
1844,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,282600,294.375
1845,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,282720,294.5
1846,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,282720,294.5
1847,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,282720,294.5
1848,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,283080,294.875
1849,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,283080,294.875
1850,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,283080,294.875
1851,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,283200,295.0
1852,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,283200,295.0
1853,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,283200,295.0
1854,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,283560,295.375
1855,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,283560,295.375
1856,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,283560,295.375
1857,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,283680,295.5
1858,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,283680,295.5
1859,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,283680,295.5
1860,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,283800,295.625
1861,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,283800,295.625
1862,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,283800,295.625
1863,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,283800,295.625
1864,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,283800,295.625
1865,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,283800,295.625
1866,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,284160,296.0
1867,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,284160,296.0
1868,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,284160,296.0
1869,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,284160,296.0
1870,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,284160,296.0
1871,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,284160,296.0
1872,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,284400,296.25
1873,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,284400,296.25
1874,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,284400,296.25
1875,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,284640,296.5
1876,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,284640,296.5
1877,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,284640,296.5
1878,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,285000,296.875
1879,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,285000,296.875
1880,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,285000,296.875
1881,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,285120,297.0
1882,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,285120,297.0
1883,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,285120,297.0
1884,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,285480,297.375
1885,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,285480,297.375
1886,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,285480,297.375
1887,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,285600,297.5
1888,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,285600,297.5
1889,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,285600,297.5
1890,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,285960,297.875
1891,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,285960,297.875
1892,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,285960,297.875
1893,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,286080,298.0
1894,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,286080,298.0
1895,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,286080,298.0
1896,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,286440,298.375
1897,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,286440,298.375
1898,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,286440,298.375
1899,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,286560,298.5
1900,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,286560,298.5
1901,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,286560,298.5
1902,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,286920,298.875
1903,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,286920,298.875
1904,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,286920,298.875
1905,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,287040,299.0
1906,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,287040,299.0
1907,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,287040,299.0
1908,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,287400,299.375
1909,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,287400,299.375
1910,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,287400,299.375
1911,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,287520,299.5
1912,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,287520,299.5
1913,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,287520,299.5
1914,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,287640,299.625
1915,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,287640,299.625
1916,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,287640,299.625
1917,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,287640,299.625
1918,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,287640,299.625
1919,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,287640,299.625
1920,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,288000,300.0
1921,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,288000,300.0
1922,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,288000,300.0
1923,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,288000,300.0
1924,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,288000,300.0
1925,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,288000,300.0
1926,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,288240,300.25
1927,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,288240,300.25
1928,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,288240,300.25
1929,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,288480,300.5
1930,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,288480,300.5
1931,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,288480,300.5
1932,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,288840,300.875
1933,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,288840,300.875
1934,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,288840,300.875
1935,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,288960,301.0
1936,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,288960,301.0
1937,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,288960,301.0
1938,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,289320,301.375
1939,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,289320,301.375
1940,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,289320,301.375
1941,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,289440,301.5
1942,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,289440,301.5
1943,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,289440,301.5
1944,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,289800,301.875
1945,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,289800,301.875
1946,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,289800,301.875
1947,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,289920,302.0
1948,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,289920,302.0
1949,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,289920,302.0
1950,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,290280,302.375
1951,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,290280,302.375
1952,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,290280,302.375
1953,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,290400,302.5
1954,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,290400,302.5
1955,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,290400,302.5
1956,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,290760,302.875
1957,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,290760,302.875
1958,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,290760,302.875
1959,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,290880,303.0
1960,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,290880,303.0
1961,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,290880,303.0
1962,0.0,,,,,,52.0,,,,,,360,note_off,,80.0,52.0,80.0,291240,303.375
1963,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,291240,303.375
1964,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,291240,303.375
1965,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,291360,303.5
1966,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,291360,303.5
1967,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,291360,303.5
1968,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,291480,303.625
1969,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,291480,303.625
1970,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,291480,303.625
1971,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,291480,303.625
1972,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,291480,303.625
1973,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,291480,303.625
1974,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,291840,304.0
1975,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,291840,304.0
1976,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,291840,304.0
1977,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,291840,304.0
1978,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,291840,304.0
1979,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,291840,304.0
1980,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,292080,304.25
1981,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,292080,304.25
1982,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,292080,304.25
1983,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,292080,304.25
1984,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,292080,304.25
1985,1.0,,,,,,,,256.0,,,,16,pitchwheel,,,,,292096,304.26666666666665
1986,1.0,,,,,,,,1152.0,,,,16,pitchwheel,,,,,292112,304.2833333333333
1987,1.0,,,,,,,,1408.0,,,,16,pitchwheel,,,,,292128,304.3
1988,1.0,,,,,,,,640.0,,,,48,pitchwheel,,,,,292176,304.35
1989,1.0,,,,,,,,128.0,,,,16,pitchwheel,,,,,292192,304.3666666666667
1990,1.0,,,,,,,,0.0,,,,16,pitchwheel,,,,,292208,304.3833333333333
1991,1.0,,,,,,55.0,,,,,,112,note_off,,80.0,55.0,80.0,292320,304.5
1992,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,292320,304.5
