,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds
1993,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,292320,304.5
1994,0.0,,,,,,55.0,,,,,,120,note_off,,80.0,55.0,80.0,292440,304.625
1995,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,292440,304.625
1996,0.0,,,,,,54.0,,,,,,120,note_off,,80.0,54.0,80.0,292560,304.75
1997,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,292560,304.75
1998,0.0,,,,,,50.0,,,,,,120,note_off,,80.0,50.0,80.0,292680,304.875
1999,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,292680,304.875
2000,0.0,,,,,,50.0,,,,,,240,note_off,,80.0,50.0,80.0,292920,305.125
2001,0.0,,,,,,49.0,,,,,,0,note_on,,95.0,49.0,95.0,292920,305.125
2002,0.0,,,,,,49.0,,,,,,120,note_off,,80.0,49.0,80.0,293040,305.25
2003,0.0,,,,,,45.0,,,,,,0,note_on,,95.0,45.0,95.0,293040,305.25
2004,0.0,,,,,,45.0,,,,,,240,note_off,,80.0,45.0,80.0,293280,305.5
2005,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,293280,305.5
2006,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,293280,305.5
2007,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,293280,305.5
2008,0.0,,,,,,52.0,,,,,,20,note_off,,80.0,52.0,80.0,293300,305.5208333333333
2009,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,293300,305.5208333333333
2010,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,293300,305.5208333333333
2011,0.0,,,,,,55.0,,,,,,100,note_on,,95.0,55.0,95.0,293400,305.625
2012,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,293400,305.625
2013,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,293400,305.625
2014,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,293760,306.0
2015,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,293760,306.0
2016,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,293760,306.0
2017,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,293760,306.0
2018,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,293760,306.0
2019,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,293760,306.0
2020,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,294000,306.25
2021,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,294000,306.25
2022,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,294000,306.25
2023,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,294000,306.25
2024,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,294000,306.25
2025,1.0,,,,,,,,256.0,,,,16,pitchwheel,,,,,294016,306.26666666666665
2026,1.0,,,,,,,,1152.0,,,,16,pitchwheel,,,,,294032,306.2833333333333
2027,1.0,,,,,,,,1408.0,,,,16,pitchwheel,,,,,294048,306.3
2028,1.0,,,,,,,,640.0,,,,48,pitchwheel,,,,,294096,306.35
2029,1.0,,,,,,,,128.0,,,,16,pitchwheel,,,,,294112,306.3666666666667
2030,1.0,,,,,,,,0.0,,,,16,pitchwheel,,,,,294128,306.3833333333333
2031,1.0,,,,,,55.0,,,,,,112,note_off,,80.0,55.0,80.0,294240,306.5
2032,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,294240,306.5
2033,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,294240,306.5
2034,0.0,,,,,,55.0,,,,,,120,note_off,,80.0,55.0,80.0,294360,306.625
2035,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,294360,306.625
2036,0.0,,,,,,54.0,,,,,,120,note_off,,80.0,54.0,80.0,294480,306.75
2037,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,294480,306.75
2038,0.0,,,,,,50.0,,,,,,120,note_off,,80.0,50.0,80.0,294600,306.875
2039,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,294600,306.875
2040,0.0,,,,,,62.0,,,,,,240,note_off,,80.0,62.0,80.0,294840,307.125
2041,0.0,,,,,,61.0,,,,,,0,note_on,,95.0,61.0,95.0,294840,307.125
2042,0.0,,,,,,61.0,,,,,,120,note_off,,80.0,61.0,80.0,294960,307.25
2043,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,294960,307.25
2044,0.0,,,,,,57.0,,,,,,240,note_off,,80.0,57.0,80.0,295200,307.5
2045,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,295200,307.5
2046,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,295200,307.5
2047,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,295200,307.5
2048,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,295320,307.625
2049,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,295320,307.625
2050,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,295320,307.625
2051,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,295320,307.625
2052,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,295320,307.625
2053,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,295320,307.625
2054,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,295680,308.0
2055,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,295680,308.0
2056,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,295680,308.0
2057,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,295680,308.0
2058,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,295680,308.0
2059,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,295680,308.0
2060,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,295920,308.25
2061,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,295920,308.25
2062,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,295920,308.25
2063,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,295920,308.25
2064,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,295920,308.25
2065,1.0,,,,,,,,256.0,,,,16,pitchwheel,,,,,295936,308.26666666666665
2066,1.0,,,,,,,,1152.0,,,,16,pitchwheel,,,,,295952,308.2833333333333
2067,1.0,,,,,,,,1408.0,,,,16,pitchwheel,,,,,295968,308.3
2068,1.0,,,,,,,,640.0,,,,48,pitchwheel,,,,,296016,308.35
2069,1.0,,,,,,,,128.0,,,,16,pitchwheel,,,,,296032,308.3666666666667
2070,1.0,,,,,,,,0.0,,,,16,pitchwheel,,,,,296048,308.3833333333333
2071,1.0,,,,,,55.0,,,,,,112,note_off,,80.0,55.0,80.0,296160,308.5
2072,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,296160,308.5
2073,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,296160,308.5
2074,0.0,,,,,,55.0,,,,,,120,note_off,,80.0,55.0,80.0,296280,308.625
2075,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,296280,308.625
2076,0.0,,,,,,54.0,,,,,,120,note_off,,80.0,54.0,80.0,296400,308.75
2077,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,296400,308.75
2078,0.0,,,,,,50.0,,,,,,120,note_off,,80.0,50.0,80.0,296520,308.875
2079,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,296520,308.875
2080,0.0,,,,,,50.0,,,,,,240,note_off,,80.0,50.0,80.0,296760,309.125
2081,0.0,,,,,,49.0,,,,,,0,note_on,,95.0,49.0,95.0,296760,309.125
2082,0.0,,,,,,49.0,,,,,,120,note_off,,80.0,49.0,80.0,296880,309.25
2083,0.0,,,,,,45.0,,,,,,0,note_on,,95.0,45.0,95.0,296880,309.25
2084,0.0,,,,,,45.0,,,,,,240,note_off,,80.0,45.0,80.0,297120,309.5
2085,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,297120,309.5
2086,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,297120,309.5
2087,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,297120,309.5
2088,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,297240,309.625
2089,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,297240,309.625
2090,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,297240,309.625
2091,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,297240,309.625
2092,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,297240,309.625
2093,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,297240,309.625
2094,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,297600,310.0
2095,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,297600,310.0
2096,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,297600,310.0
2097,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,297600,310.0
2098,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,297600,310.0
2099,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,297600,310.0
2100,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,297840,310.25
2101,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,297840,310.25
2102,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,297840,310.25
2103,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,297840,310.25
2104,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,297840,310.25
2105,1.0,,,,,,,,256.0,,,,16,pitchwheel,,,,,297856,310.26666666666665
2106,1.0,,,,,,,,1152.0,,,,16,pitchwheel,,,,,297872,310.2833333333333
2107,1.0,,,,,,,,1408.0,,,,16,pitchwheel,,,,,297888,310.3
2108,1.0,,,,,,,,640.0,,,,48,pitchwheel,,,,,297936,310.35
2109,1.0,,,,,,,,128.0,,,,16,pitchwheel,,,,,297952,310.3666666666667
2110,1.0,,,,,,,,0.0,,,,16,pitchwheel,,,,,297968,310.3833333333333
2111,1.0,,,,,,55.0,,,,,,112,note_off,,80.0,55.0,80.0,298080,310.5
2112,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,298080,310.5
2113,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,298080,310.5
2114,0.0,,,,,,55.0,,,,,,120,note_off,,80.0,55.0,80.0,298200,310.625
2115,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,298200,310.625
2116,0.0,,,,,,54.0,,,,,,120,note_off,,80.0,54.0,80.0,298320,310.75
2117,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,298320,310.75
2118,0.0,,,,,,50.0,,,,,,120,note_off,,80.0,50.0,80.0,298440,310.875
2119,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,298440,310.875
2120,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,298440,310.875
2121,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,298440,310.875
2122,0.0,,,,,,62.0,,,,,,120,note_off,,80.0,62.0,80.0,298560,311.0
2123,0.0,,,,,,57.0,,,,,,0,note_off,,80.0,57.0,80.0,298560,311.0
2124,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,298560,311.0
2125,0.0,,,,,,64.0,,,,,,120,note_on,,95.0,64.0,95.0,298680,311.125
2126,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,298680,311.125
2127,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,298680,311.125
2128,0.0,,,,,,64.0,,,,,,120,note_off,,80.0,64.0,80.0,298800,311.25
2129,0.0,,,,,,59.0,,,,,,120,note_off,,80.0,59.0,80.0,298920,311.375
2130,0.0,,,,,,52.0,,,,,,0,note_off,,80.0,52.0,80.0,298920,311.375
2131,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,298920,311.375
2132,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,298920,311.375
2133,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,298920,311.375
2134,0.0,,,,,,62.0,,,,,,120,note_off,,80.0,62.0,80.0,299040,311.5
2135,0.0,,,,,,57.0,,,,,,0,note_off,,80.0,57.0,80.0,299040,311.5
2136,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,299040,311.5
2137,0.0,,,,,,64.0,,,,,,0,note_on,,95.0,64.0,95.0,299040,311.5
2138,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,299040,311.5
2139,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,299040,311.5
2140,0.0,,,,,,64.0,,,,,,480,note_off,,80.0,64.0,80.0,299520,312.0
2141,0.0,,,,,,59.0,,,,,,0,note_off,,80.0,59.0,80.0,299520,312.0
2142,0.0,,,,,,52.0,,,,,,0,note_off,,80.0,52.0,80.0,299520,312.0
2143,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,299520,312.0
2144,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,299520,312.0
2145,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,299520,312.0
2146,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,299760,312.25
2147,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,299760,312.25
2148,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,299760,312.25
2149,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,299760,312.25
2150,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,299760,312.25
2151,1.0,,,,,,,,256.0,,,,16,pitchwheel,,,,,299776,312.26666666666665
2152,1.0,,,,,,,,1152.0,,,,16,pitchwheel,,,,,299792,312.2833333333333
2153,1.0,,,,,,,,1408.0,,,,16,pitchwheel,,,,,299808,312.3
2154,1.0,,,,,,,,640.0,,,,48,pitchwheel,,,,,299856,312.35
2155,1.0,,,,,,,,128.0,,,,16,pitchwheel,,,,,299872,312.3666666666667
2156,1.0,,,,,,,,0.0,,,,16,pitchwheel,,,,,299888,312.3833333333333
2157,1.0,,,,,,55.0,,,,,,112,note_off,,80.0,55.0,80.0,300000,312.5
2158,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,300000,312.5
2159,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,300000,312.5
2160,0.0,,,,,,55.0,,,,,,120,note_off,,80.0,55.0,80.0,300120,312.625
2161,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,300120,312.625
2162,0.0,,,,,,54.0,,,,,,120,note_off,,80.0,54.0,80.0,300240,312.75
2163,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,300240,312.75
2164,0.0,,,,,,50.0,,,,,,120,note_off,,80.0,50.0,80.0,300360,312.875
2165,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,300360,312.875
2166,0.0,,,,,,50.0,,,,,,240,note_off,,80.0,50.0,80.0,300600,313.125
2167,0.0,,,,,,49.0,,,,,,0,note_on,,95.0,49.0,95.0,300600,313.125
2168,0.0,,,,,,49.0,,,,,,120,note_off,,80.0,49.0,80.0,300720,313.25
2169,0.0,,,,,,45.0,,,,,,0,note_on,,95.0,45.0,95.0,300720,313.25
2170,0.0,,,,,,45.0,,,,,,240,note_off,,80.0,45.0,80.0,300960,313.5
2171,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,300960,313.5
2172,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,300960,313.5
2173,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,300960,313.5
2174,0.0,,,,,,52.0,,,,,,20,note_off,,80.0,52.0,80.0,300980,313.5208333333333
2175,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,300980,313.5208333333333
2176,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,300980,313.5208333333333
2177,0.0,,,,,,55.0,,,,,,100,note_on,,95.0,55.0,95.0,301080,313.625
2178,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,301080,313.625
2179,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,301080,313.625
2180,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,301440,314.0
2181,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,301440,314.0
2182,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,301440,314.0
2183,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,301440,314.0
2184,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,301440,314.0
2185,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,301440,314.0
2186,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,301680,314.25
2187,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,301680,314.25
2188,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,301680,314.25
2189,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,301680,314.25
2190,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,301680,314.25
2191,1.0,,,,,,,,256.0,,,,16,pitchwheel,,,,,301696,314.26666666666665
2192,1.0,,,,,,,,1152.0,,,,16,pitchwheel,,,,,301712,314.2833333333333
2193,1.0,,,,,,,,1408.0,,,,16,pitchwheel,,,,,301728,314.3
2194,1.0,,,,,,,,640.0,,,,48,pitchwheel,,,,,301776,314.35
2195,1.0,,,,,,,,128.0,,,,16,pitchwheel,,,,,301792,314.3666666666667
2196,1.0,,,,,,,,0.0,,,,16,pitchwheel,,,,,301808,314.3833333333333
2197,1.0,,,,,,55.0,,,,,,112,note_off,,80.0,55.0,80.0,301920,314.5
2198,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,301920,314.5
2199,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,301920,314.5
2200,0.0,,,,,,55.0,,,,,,120,note_off,,80.0,55.0,80.0,302040,314.625
2201,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,302040,314.625
2202,0.0,,,,,,54.0,,,,,,120,note_off,,80.0,54.0,80.0,302160,314.75
2203,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,302160,314.75
2204,0.0,,,,,,50.0,,,,,,120,note_off,,80.0,50.0,80.0,302280,314.875
2205,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,302280,314.875
2206,0.0,,,,,,62.0,,,,,,240,note_off,,80.0,62.0,80.0,302520,315.125
2207,0.0,,,,,,61.0,,,,,,0,note_on,,95.0,61.0,95.0,302520,315.125
2208,0.0,,,,,,61.0,,,,,,120,note_off,,80.0,61.0,80.0,302640,315.25
2209,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,302640,315.25
2210,0.0,,,,,,57.0,,,,,,240,note_off,,80.0,57.0,80.0,302880,315.5
2211,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,302880,315.5
2212,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,302880,315.5
2213,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,302880,315.5
2214,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,303000,315.625
2215,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,303000,315.625
2216,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,303000,315.625
2217,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,303000,315.625
2218,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,303000,315.625
2219,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,303000,315.625
2220,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,303360,316.0
2221,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,303360,316.0
2222,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,303360,316.0
2223,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,303360,316.0
2224,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,303360,316.0
2225,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,303360,316.0
2226,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,303600,316.25
2227,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,303600,316.25
2228,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,303600,316.25
2229,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,303600,316.25
2230,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,303600,316.25
2231,1.0,,,,,,,,256.0,,,,16,pitchwheel,,,,,303616,316.26666666666665
2232,1.0,,,,,,,,1152.0,,,,16,pitchwheel,,,,,303632,316.2833333333333
2233,1.0,,,,,,,,1408.0,,,,16,pitchwheel,,,,,303648,316.3
2234,1.0,,,,,,,,640.0,,,,48,pitchwheel,,,,,303696,316.35
2235,1.0,,,,,,,,128.0,,,,16,pitchwheel,,,,,303712,316.3666666666667
2236,1.0,,,,,,,,0.0,,,,16,pitchwheel,,,,,303728,316.3833333333333
2237,1.0,,,,,,55.0,,,,,,112,note_off,,80.0,55.0,80.0,303840,316.5
2238,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,303840,316.5
2239,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,303840,316.5
2240,0.0,,,,,,55.0,,,,,,120,note_off,,80.0,55.0,80.0,303960,316.625
2241,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,303960,316.625
2242,0.0,,,,,,54.0,,,,,,120,note_off,,80.0,54.0,80.0,304080,316.75
2243,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,304080,316.75
2244,0.0,,,,,,50.0,,,,,,120,note_off,,80.0,50.0,80.0,304200,316.875
2245,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,304200,316.875
2246,0.0,,,,,,50.0,,,,,,240,note_off,,80.0,50.0,80.0,304440,317.125
2247,0.0,,,,,,49.0,,,,,,0,note_on,,95.0,49.0,95.0,304440,317.125
2248,0.0,,,,,,49.0,,,,,,120,note_off,,80.0,49.0,80.0,304560,317.25
2249,0.0,,,,,,45.0,,,,,,0,note_on,,95.0,45.0,95.0,304560,317.25
2250,0.0,,,,,,45.0,,,,,,240,note_off,,80.0,45.0,80.0,304800,317.5
2251,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,304800,317.5
2252,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,304800,317.5
2253,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,304800,317.5
2254,0.0,,,,,,52.0,,,,,,120,note_off,,80.0,52.0,80.0,304920,317.625
2255,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,304920,317.625
2256,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,304920,317.625
2257,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,304920,317.625
2258,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,304920,317.625
2259,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,304920,317.625
2260,0.0,,,,,,55.0,,,,,,360,note_off,,80.0,55.0,80.0,305280,318.0
2261,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,305280,318.0
2262,0.0,,,,,,43.0,,,,,,0,note_off,,80.0,43.0,80.0,305280,318.0
2263,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,305280,318.0
2264,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,305280,318.0
2265,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,305280,318.0
2266,0.0,,,,,,52.0,,,,,,240,note_off,,80.0,52.0,80.0,305520,318.25
2267,0.0,,,,,,47.0,,,,,,0,note_off,,80.0,47.0,80.0,305520,318.25
2268,0.0,,,,,,40.0,,,,,,0,note_off,,80.0,40.0,80.0,305520,318.25
2269,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,305520,318.25
2270,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,305520,318.25
2271,1.0,,,,,,,,256.0,,,,16,pitchwheel,,,,,305536,318.26666666666665
2272,1.0,,,,,,,,1152.0,,,,16,pitchwheel,,,,,305552,318.2833333333333
2273,1.0,,,,,,,,1408.0,,,,16,pitchwheel,,,,,305568,318.3
2274,1.0,,,,,,,,640.0,,,,48,pitchwheel,,,,,305616,318.35
2275,1.0,,,,,,,,128.0,,,,16,pitchwheel,,,,,305632,318.3666666666667
2276,1.0,,,,,,,,0.0,,,,16,pitchwheel,,,,,305648,318.3833333333333
2277,1.0,,,,,,55.0,,,,,,112,note_off,,80.0,55.0,80.0,305760,318.5
2278,1.0,,,,,,,,0.0,,,,0,pitchwheel,,,,,305760,318.5
2279,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,305760,318.5
2280,0.0,,,,,,55.0,,,,,,120,note_off,,80.0,55.0,80.0,305880,318.625
2281,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,305880,318.625
2282,0.0,,,,,,54.0,,,,,,120,note_off,,80.0,54.0,80.0,306000,318.75
2283,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,306000,318.75
2284,0.0,,,,,,50.0,,,,,,120,note_off,,80.0,50.0,80.0,306120,318.875
2285,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,306120,318.875
2286,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,306120,318.875
2287,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,306120,318.875
2288,0.0,,,,,,62.0,,,,,,240,note_off,,80.0,62.0,80.0,306360,319.125
2289,0.0,,,,,,57.0,,,,,,0,note_off,,80.0,57.0,80.0,306360,319.125
2290,0.0,,,,,,50.0,,,,,,0,note_off,,80.0,50.0,80.0,306360,319.125
2291,0.0,,,,,,64.0,,,,,,0,note_on,,95.0,64.0,95.0,306360,319.125
2292,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,306360,319.125
