,channel,clocks_per_click,control,denominator,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,tpb,channel_chunk,channel_meta,instrument
4680,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,162600,84.6875,960,2.0_21.0,,
4681,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,162840,84.8125,960,2.0_21.0,,
4682,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,163080,84.9375,960,2.0_21.0,,
4683,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,163320,85.0625,960,2.0_21.0,,
4684,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,163320,85.0625,960,2.0_21.0,,
4685,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,41100,21.40625,960,3.0_5.0,,
4686,2.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,163380,85.09375,960,2.0_21.0,,
4687,3.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,41100,21.40625,960,3.0_5.0,,
4688,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,41100,21.40625,960,3.0_5.0,,
4689,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,163380,85.09375,960,2.0_21.0,,
4690,3.0,,,,,51.0,,,,,960,note_off,,95.0,51.0,95.0,42060,21.90625,960,3.0_5.0,,
4691,2.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,163380,85.09375,960,2.0_21.0,,
4692,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,163380,85.09375,960,2.0_21.0,,
4693,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,163620,85.21875,960,2.0_21.0,,
4694,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,163860,85.34375,960,2.0_21.0,,
4695,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,164100,85.46875,960,2.0_21.0,,
4696,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,164100,85.46875,960,2.0_21.0,,
4697,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,164340,85.59375,960,2.0_21.0,,
4698,2.0,,,,,59.0,,,,,0,note_on,,95.0,59.0,95.0,164340,85.59375,960,2.0_21.0,,
4699,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,164340,85.59375,960,2.0_21.0,,
4700,2.0,,,,,59.0,,,,,240,note_off,,95.0,59.0,95.0,164580,85.71875,960,2.0_21.0,,
4701,2.0,,,,,52.0,,,,,0,note_off,,95.0,52.0,95.0,164580,85.71875,960,2.0_21.0,,
4702,2.0,,,,,58.0,,,,,0,note_on,,95.0,58.0,95.0,164580,85.71875,960,2.0_21.0,,
4703,2.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,164580,85.71875,960,2.0_21.0,,
4704,2.0,,,,,58.0,,,,,240,note_off,,95.0,58.0,95.0,164820,85.84375,960,2.0_21.0,,
4705,2.0,,,,,51.0,,,,,0,note_off,,95.0,51.0,95.0,164820,85.84375,960,2.0_21.0,,
4706,2.0,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,164820,85.84375,960,2.0_21.0,,
4707,2.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,164820,85.84375,960,2.0_21.0,,
4708,2.0,,,,,57.0,,,,,480,note_off,,95.0,57.0,95.0,165300,86.09375,960,2.0_21.0,,
4709,2.0,,,,,50.0,,,,,0,note_off,,95.0,50.0,95.0,165300,86.09375,960,2.0_21.0,,
4710,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,165300,86.09375,960,2.0_21.0,,
4711,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,165540,86.21875,960,2.0_21.0,,
4712,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,165780,86.34375,960,2.0_21.0,,
4713,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,166020,86.46875,960,2.0_21.0,,
4714,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166020,86.46875,960,2.0_21.0,,
4715,3.0,,,,,49.0,,,,,180,note_on,,95.0,49.0,95.0,42240,22.0,960,3.0_5.0,,
4716,2.0,,,,,39.0,,,,,60,note_off,,95.0,39.0,95.0,166080,86.5,960,2.0_21.0,,
4717,3.0,,,,,49.0,,,,,0,note_off,,95.0,49.0,95.0,42240,22.0,960,3.0_5.0,,
4718,3.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,42240,22.0,960,3.0_5.0,,
4719,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166080,86.5,960,2.0_21.0,,
4720,3.0,,,,,51.0,,,,,960,note_off,,95.0,51.0,95.0,43200,22.5,960,3.0_5.0,,
4721,2.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,166080,86.5,960,2.0_21.0,,
4722,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166080,86.5,960,2.0_21.0,,
4723,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,166320,86.625,960,2.0_21.0,,
4724,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166320,86.625,960,2.0_21.0,,
4725,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,166560,86.75,960,2.0_21.0,,
4726,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166560,86.75,960,2.0_21.0,,
4727,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,166800,86.875,960,2.0_21.0,,
4728,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,166800,86.875,960,2.0_21.0,,
4729,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,167040,87.0,960,2.0_21.0,,
4730,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,167040,87.0,960,2.0_21.0,,
4731,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,167040,87.0,960,2.0_21.0,,
4732,2.0,,,,,49.0,,,,,240,note_off,,95.0,49.0,95.0,167280,87.125,960,2.0_21.0,,
4733,2.0,,,,,42.0,,,,,0,note_off,,95.0,42.0,95.0,167280,87.125,960,2.0_21.0,,
4734,2.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,167280,87.125,960,2.0_21.0,,
4735,2.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,167280,87.125,960,2.0_21.0,,
4736,2.0,,,,,48.0,,,,,240,note_off,,95.0,48.0,95.0,167520,87.25,960,2.0_21.0,,
4737,2.0,,,,,41.0,,,,,0,note_off,,95.0,41.0,95.0,167520,87.25,960,2.0_21.0,,
4738,2.0,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,167520,87.25,960,2.0_21.0,,
4739,2.0,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,167520,87.25,960,2.0_21.0,,
4740,2.0,,,,,47.0,,,,,480,note_off,,95.0,47.0,95.0,168000,87.5,960,2.0_21.0,,
4741,2.0,,,,,40.0,,,,,0,note_off,,95.0,40.0,95.0,168000,87.5,960,2.0_21.0,,
4742,2.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,168000,87.5,960,2.0_21.0,,
4743,2.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,168000,87.5,960,2.0_21.0,,
4744,2.0,,,,,48.0,,,,,2880,note_off,,95.0,48.0,95.0,170880,89.0,960,2.0_22.0,,
4745,2.0,,,,,41.0,,,,,0,note_off,,95.0,41.0,95.0,170880,89.0,960,2.0_22.0,,
4746,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,170880,89.0,960,2.0_22.0,,
4747,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,170880,89.0,960,2.0_22.0,,
4748,2.0,,,,,49.0,,,,,960,note_off,,95.0,49.0,95.0,171840,89.5,960,2.0_22.0,,
4749,2.0,,,,,42.0,,,,,0,note_off,,95.0,42.0,95.0,171840,89.5,960,2.0_22.0,,
4750,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,171840,89.5,960,2.0_22.0,,
4751,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,172080,89.625,960,2.0_22.0,,
4752,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,172080,89.625,960,2.0_22.0,,
4753,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,172320,89.75,960,2.0_22.0,,
4754,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,172320,89.75,960,2.0_22.0,,
4755,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,172560,89.875,960,2.0_22.0,,
4756,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,172560,89.875,960,2.0_22.0,,
4757,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,172800,90.0,960,2.0_22.0,,
4758,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,172800,90.0,960,2.0_22.0,,
4759,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,173040,90.125,960,2.0_22.0,,
4760,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,173040,90.125,960,2.0_22.0,,
4761,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,173280,90.25,960,2.0_22.0,,
4762,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,173280,90.25,960,2.0_22.0,,
4763,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,173520,90.375,960,2.0_22.0,,
4764,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,173520,90.375,960,2.0_22.0,,
4765,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,173760,90.5,960,2.0_22.0,,
4766,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,173760,90.5,960,2.0_22.0,,
4767,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,174000,90.625,960,2.0_22.0,,
4768,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,174000,90.625,960,2.0_22.0,,
4769,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,174240,90.75,960,2.0_22.0,,
4770,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,174240,90.75,960,2.0_22.0,,
4771,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,174240,90.75,960,2.0_22.0,,
4772,2.0,,,,,49.0,,,,,480,note_off,,95.0,49.0,95.0,174720,91.0,960,2.0_22.0,,
4773,2.0,,,,,42.0,,,,,0,note_off,,95.0,42.0,95.0,174720,91.0,960,2.0_22.0,,
4774,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,174720,91.0,960,2.0_22.0,,
4775,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,174960,91.125,960,2.0_22.0,,
4776,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,174960,91.125,960,2.0_22.0,,
4777,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,175200,91.25,960,2.0_22.0,,
4778,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,175200,91.25,960,2.0_22.0,,
4779,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,175200,91.25,960,2.0_22.0,,
4780,2.0,,,,,49.0,,,,,480,note_off,,95.0,49.0,95.0,175680,91.5,960,2.0_22.0,,
4781,2.0,,,,,42.0,,,,,0,note_off,,95.0,42.0,95.0,175680,91.5,960,2.0_22.0,,
4782,2.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,175680,91.5,960,2.0_22.0,,
4783,2.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,175680,91.5,960,2.0_22.0,,
4784,2.0,,,,,48.0,,,,,2880,note_off,,95.0,48.0,95.0,178560,93.0,960,2.0_23.0,,
4785,2.0,,,,,41.0,,,,,0,note_off,,95.0,41.0,95.0,178560,93.0,960,2.0_23.0,,
4786,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,178560,93.0,960,2.0_23.0,,
4787,2.0,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,178560,93.0,960,2.0_23.0,,
4788,2.0,,,,,52.0,,,,,960,note_off,,95.0,52.0,95.0,179520,93.5,960,2.0_23.0,,
4789,2.0,,,,,45.0,,,,,0,note_off,,95.0,45.0,95.0,179520,93.5,960,2.0_23.0,,
4790,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,179520,93.5,960,2.0_23.0,,
4791,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,179760,93.625,960,2.0_23.0,,
4792,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,179760,93.625,960,2.0_23.0,,
4793,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,180000,93.75,960,2.0_23.0,,
4794,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,180000,93.75,960,2.0_23.0,,
4795,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,180240,93.875,960,2.0_23.0,,
4796,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,180240,93.875,960,2.0_23.0,,
4797,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,180480,94.0,960,2.0_23.0,,
4798,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,180480,94.0,960,2.0_23.0,,
4799,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,180720,94.125,960,2.0_23.0,,
4800,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,180720,94.125,960,2.0_23.0,,
4801,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,180960,94.25,960,2.0_23.0,,
4802,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,180960,94.25,960,2.0_23.0,,
4803,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,181200,94.375,960,2.0_23.0,,
4804,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,181200,94.375,960,2.0_23.0,,
4805,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,181440,94.5,960,2.0_23.0,,
4806,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,181440,94.5,960,2.0_23.0,,
4807,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,181680,94.625,960,2.0_23.0,,
4808,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,181680,94.625,960,2.0_23.0,,
4809,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,181920,94.75,960,2.0_23.0,,
4810,2.0,,,,,46.0,,,,,0,note_on,,95.0,46.0,95.0,181920,94.75,960,2.0_23.0,,
4811,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,181920,94.75,960,2.0_23.0,,
4812,2.0,,,,,46.0,,,,,480,note_off,,95.0,46.0,95.0,182400,95.0,960,2.0_23.0,,
4813,2.0,,,,,39.0,,,,,0,note_off,,95.0,39.0,95.0,182400,95.0,960,2.0_23.0,,
4814,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,182400,95.0,960,2.0_23.0,,
4815,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,182640,95.125,960,2.0_23.0,,
4816,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,182640,95.125,960,2.0_23.0,,
4817,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,182880,95.25,960,2.0_23.0,,
4818,2.0,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,182880,95.25,960,2.0_23.0,,
4819,2.0,,,,,40.0,,,,,0,note_on,,95.0,40.0,95.0,182880,95.25,960,2.0_23.0,,
4820,2.0,,,,,47.0,,,,,480,note_off,,95.0,47.0,95.0,183360,95.5,960,2.0_23.0,,
4821,2.0,,,,,40.0,,,,,0,note_off,,95.0,40.0,95.0,183360,95.5,960,2.0_23.0,,
4822,2.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,183360,95.5,960,2.0_23.0,,
4823,2.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,183360,95.5,960,2.0_23.0,,
4824,2.0,,,,,48.0,,,,,2880,note_off,,95.0,48.0,95.0,186240,97.0,960,2.0_24.0,,
4825,2.0,,,,,41.0,,,,,0,note_off,,95.0,41.0,95.0,186240,97.0,960,2.0_24.0,,
4826,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,186240,97.0,960,2.0_24.0,,
4827,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,186240,97.0,960,2.0_24.0,,
4828,2.0,,,,,49.0,,,,,960,note_off,,95.0,49.0,95.0,187200,97.5,960,2.0_24.0,,
4829,2.0,,,,,42.0,,,,,0,note_off,,95.0,42.0,95.0,187200,97.5,960,2.0_24.0,,
4830,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,187200,97.5,960,2.0_24.0,,
4831,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,187440,97.625,960,2.0_24.0,,
4832,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,187440,97.625,960,2.0_24.0,,
4833,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,187680,97.75,960,2.0_24.0,,
4834,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,187680,97.75,960,2.0_24.0,,
4835,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,187920,97.875,960,2.0_24.0,,
4836,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,187920,97.875,960,2.0_24.0,,
4837,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,188160,98.0,960,2.0_24.0,,
4838,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,188160,98.0,960,2.0_24.0,,
4839,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,188400,98.125,960,2.0_24.0,,
4840,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,188400,98.125,960,2.0_24.0,,
4841,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,188640,98.25,960,2.0_24.0,,
4842,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,188640,98.25,960,2.0_24.0,,
4843,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,188880,98.375,960,2.0_24.0,,
4844,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,188880,98.375,960,2.0_24.0,,
4845,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,189120,98.5,960,2.0_24.0,,
4846,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,189120,98.5,960,2.0_24.0,,
4847,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,189360,98.625,960,2.0_24.0,,
4848,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,189360,98.625,960,2.0_24.0,,
4849,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,189600,98.75,960,2.0_24.0,,
4850,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,189600,98.75,960,2.0_24.0,,
4851,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,189600,98.75,960,2.0_24.0,,
4852,2.0,,,,,49.0,,,,,480,note_off,,95.0,49.0,95.0,190080,99.0,960,2.0_24.0,,
4853,2.0,,,,,42.0,,,,,0,note_off,,95.0,42.0,95.0,190080,99.0,960,2.0_24.0,,
4854,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,190080,99.0,960,2.0_24.0,,
4855,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,190320,99.125,960,2.0_24.0,,
4856,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,190320,99.125,960,2.0_24.0,,
4857,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,190560,99.25,960,2.0_24.0,,
4858,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,190560,99.25,960,2.0_24.0,,
4859,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,190560,99.25,960,2.0_24.0,,
4860,2.0,,,,,49.0,,,,,480,note_off,,95.0,49.0,95.0,191040,99.5,960,2.0_24.0,,
4861,2.0,,,,,42.0,,,,,0,note_off,,95.0,42.0,95.0,191040,99.5,960,2.0_24.0,,
4862,2.0,,,,,48.0,,,,,0,note_on,,95.0,48.0,95.0,191040,99.5,960,2.0_24.0,,
4863,2.0,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,191040,99.5,960,2.0_24.0,,
4864,2.0,,,,,48.0,,,,,2880,note_off,,95.0,48.0,95.0,193920,101.0,960,2.0_25.0,,
4865,2.0,,,,,41.0,,,,,0,note_off,,95.0,41.0,95.0,193920,101.0,960,2.0_25.0,,
4866,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,193920,101.0,960,2.0_25.0,,
4867,2.0,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,193920,101.0,960,2.0_25.0,,
4868,2.0,,,,,49.0,,,,,240,note_off,,95.0,49.0,95.0,194160,101.125,960,2.0_25.0,,
4869,2.0,,,,,42.0,,,,,0,note_off,,95.0,42.0,95.0,194160,101.125,960,2.0_25.0,,
4870,2.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,194160,101.125,960,2.0_25.0,,
4871,2.0,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,194160,101.125,960,2.0_25.0,,
4872,2.0,,,,,51.0,,,,,720,note_off,,95.0,51.0,95.0,194880,101.5,960,2.0_25.0,,
4873,2.0,,,,,44.0,,,,,0,note_off,,95.0,44.0,95.0,194880,101.5,960,2.0_25.0,,
4874,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,194880,101.5,960,2.0_25.0,,
4875,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,195120,101.625,960,2.0_25.0,,
4876,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,195360,101.75,960,2.0_25.0,,
4877,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,195600,101.875,960,2.0_25.0,,
4878,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,195600,101.875,960,2.0_25.0,,
4879,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,195840,102.0,960,2.0_25.0,,
4880,2.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,195840,102.0,960,2.0_25.0,,
4881,2.0,,,,,51.0,,,,,240,note_off,,95.0,51.0,95.0,196080,102.125,960,2.0_25.0,,
4882,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,196080,102.125,960,2.0_25.0,,
4883,2.0,,,,,52.0,,,,,720,note_off,,95.0,52.0,95.0,196800,102.5,960,2.0_25.0,,
4884,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,196800,102.5,960,2.0_25.0,,
4885,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,197040,102.625,960,2.0_25.0,,
4886,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,197280,102.75,960,2.0_25.0,,
4887,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,197520,102.875,960,2.0_25.0,,
4888,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,197520,102.875,960,2.0_25.0,,
4889,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,197760,103.0,960,2.0_25.0,,
4890,2.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,197760,103.0,960,2.0_25.0,,
4891,2.0,,,,,51.0,,,,,240,note_off,,95.0,51.0,95.0,198000,103.125,960,2.0_25.0,,
4892,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,198000,103.125,960,2.0_25.0,,
4893,2.0,,,,,52.0,,,,,240,note_off,,95.0,52.0,95.0,198240,103.25,960,2.0_25.0,,
4894,2.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,198240,103.25,960,2.0_25.0,,
4895,2.0,,,,,54.0,,,,,480,note_off,,95.0,54.0,95.0,198720,103.5,960,2.0_25.0,,
4896,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,198720,103.5,960,2.0_25.0,,
4897,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,198960,103.625,960,2.0_25.0,,
4898,2.0,,,,,39.0,,,,,240,note_on,,95.0,39.0,95.0,199200,103.75,960,2.0_25.0,,
4899,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,199440,103.875,960,2.0_25.0,,
4900,2.0,,,,,39.0,,,,,0,note_on,,95.0,39.0,95.0,199440,103.875,960,2.0_25.0,,
4901,2.0,,,,,39.0,,,,,240,note_off,,95.0,39.0,95.0,199680,104.0,960,2.0_26.0,,
4902,2.0,,,,,51.0,,,,,0,note_on,,95.0,51.0,95.0,199680,104.0,960,2.0_26.0,,
4903,2.0,,,,,51.0,,,,,240,note_off,,95.0,51.0,95.0,199920,104.125,960,2.0_26.0,,
4904,2.0,,,,,52.0,,,,,0,note_on,,95.0,52.0,95.0,199920,104.125,960,2.0_26.0,,
4905,2.0,,,,,52.0,,,,,240,note_off,,95.0,52.0,95.0,200160,104.25,960,2.0_26.0,,
4906,2.0,,,,,56.0,,,,,0,note_on,,95.0,56.0,95.0,200160,104.25,960,2.0_26.0,,
4907,2.0,,,,,56.0,,,,,480,note_off,,95.0,56.0,95.0,200640,104.5,960,2.0_26.0,,
4908,2.0,,,,,55.0,,,,,0,note_on,,95.0,55.0,95.0,200640,104.5,960,2.0_26.0,,
4909,2.0,,,,,55.0,,,,,240,note_off,,95.0,55.0,95.0,200880,104.625,960,2.0_26.0,,
4910,2.0,,,,,54.0,,,,,0,note_on,,95.0,54.0,95.0,200880,104.625,960,2.0_26.0,,
4911,2.0,,,,,54.0,,,,,240,note_off,,95.0,54.0,95.0,201120,104.75,960,2.0_26.0,,
4912,2.0,,,,,53.0,,,,,0,note_on,,95.0,53.0,95.0,201120,104.75,960,2.0_26.0,,
4913,2.0,,,,,53.0,,,,,240,note_off,,95.0,53.0,95.0,201360,104.875,960,2.0_26.0,,
4914,2.0,,,,,50.0,,,,,0,note_on,,95.0,50.0,95.0,201360,104.875,960,2.0_26.0,,
4915,2.0,,,,,50.0,,,,,240,note_off,,95.0,50.0,95.0,201600,105.0,960,2.0_26.0,,
4916,2.0,,,,,49.0,,,,,0,note_on,,95.0,49.0,95.0,201600,105.0,960,2.0_26.0,,
4917,2.0,,,,,49.0,,,,,240,note_off,,95.0,49.0,95.0,201840,105.125,960,2.0_26.0,,
4918,2.0,,,,,47.0,,,,,0,note_on,,95.0,47.0,95.0,201840,105.125,960,2.0_26.0,,
4919,2.0,,,,,47.0,,,,,240,note_off,,95.0,47.0,95.0,202080,105.25,960,2.0_26.0,,
4920,2.0,,,,,46.0,,,,,0,note_on,,95.0,46.0,95.0,202080,105.25,960,2.0_26.0,,
4921,2.0,,,,,46.0,,,,,240,note_off,,95.0,46.0,95.0,202320,105.375,960,2.0_26.0,,
4922,2.0,,,,,45.0,,,,,0,note_on,,95.0,45.0,95.0,202320,105.375,960,2.0_26.0,,
