,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
1480,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,256200,266.875,4.0,9.0,3,D#,270
1481,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,256200,266.875,4.0,2.0,2,D,60
1485,0.0,,,,,,64.0,,,,,,0,note_on,,95.0,64.0,95.0,256440,267.125,5.0,4.0,4,E,120
1486,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,256440,267.125,4.0,11.0,5,F,330
1487,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,256440,267.125,4.0,4.0,4,E,120
1491,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,256680,267.375,5.0,2.0,2,D,60
1492,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,256680,267.375,4.0,9.0,3,D#,270
1493,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,256680,267.375,4.0,2.0,2,D,60
1497,0.0,,,,,,64.0,,,,,,0,note_on,,95.0,64.0,95.0,256800,267.5,5.0,4.0,4,E,120
1498,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,256800,267.5,4.0,11.0,5,F,330
1499,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,256800,267.5,4.0,4.0,4,E,120
1503,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,257280,268.0,5.0,2.0,2,D,60
1505,0.0,,,,,,61.0,,,,,,0,note_on,,95.0,61.0,95.0,257440,268.1666666666667,5.0,1.0,7,G,30
1507,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,257520,268.25,4.0,9.0,3,D#,270
1509,0.0,,,,,,64.0,,,,,,120,note_on,,95.0,64.0,95.0,257760,268.5,5.0,4.0,4,E,120
1511,0.0,,,,,,63.0,,,,,,0,note_on,,95.0,63.0,95.0,257920,268.6666666666667,5.0,3.0,9,A,90
1513,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,258000,268.75,4.0,11.0,5,F,330
1515,0.0,,,,,,65.0,,,,,,120,note_on,,95.0,65.0,95.0,258240,269.0,5.0,5.0,11,B,150
1517,0.0,,,,,,64.0,,,,,,0,note_on,,95.0,64.0,95.0,258400,269.1666666666667,5.0,4.0,4,E,120
1519,0.0,,,,,,60.0,,,,,,0,note_on,,95.0,60.0,95.0,258480,269.25,5.0,0.0,0,C,0
1521,0.0,,,,,,67.0,,,,,,120,note_on,,95.0,67.0,95.0,258720,269.5,5.0,7.0,1,C#,210
1523,0.0,,,,,,66.0,,,,,,0,note_on,,95.0,66.0,95.0,258880,269.6666666666667,5.0,6.0,6,F#,180
1525,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,258960,269.75,5.0,2.0,2,D,60
1527,0.0,,,,,,62.0,,,,,,120,note_on,,95.0,62.0,95.0,259200,270.0,5.0,2.0,2,D,60
1529,0.0,,,,,,61.0,,,,,,0,note_on,,95.0,61.0,95.0,259360,270.1666666666667,5.0,1.0,7,G,30
1531,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,259440,270.25,4.0,9.0,3,D#,270
1533,0.0,,,,,,64.0,,,,,,120,note_on,,95.0,64.0,95.0,259680,270.5,5.0,4.0,4,E,120
1535,0.0,,,,,,63.0,,,,,,0,note_on,,95.0,63.0,95.0,259840,270.6666666666667,5.0,3.0,9,A,90
1537,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,259920,270.75,4.0,11.0,5,F,330
1539,0.0,,,,,,65.0,,,,,,120,note_on,,95.0,65.0,95.0,260160,271.0,5.0,5.0,11,B,150
1541,0.0,,,,,,64.0,,,,,,0,note_on,,95.0,64.0,95.0,260320,271.1666666666667,5.0,4.0,4,E,120
1543,0.0,,,,,,60.0,,,,,,0,note_on,,95.0,60.0,95.0,260400,271.25,5.0,0.0,0,C,0
1545,0.0,,,,,,67.0,,,,,,120,note_on,,95.0,67.0,95.0,260640,271.5,5.0,7.0,1,C#,210
1547,0.0,,,,,,66.0,,,,,,0,note_on,,95.0,66.0,95.0,260800,271.6666666666667,5.0,6.0,6,F#,180
1549,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,260880,271.75,5.0,2.0,2,D,60
1551,0.0,,,,,,62.0,,,,,,120,note_on,,95.0,62.0,95.0,261120,272.0,5.0,2.0,2,D,60
1553,0.0,,,,,,61.0,,,,,,0,note_on,,95.0,61.0,95.0,261280,272.1666666666667,5.0,1.0,7,G,30
1555,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,261360,272.25,4.0,9.0,3,D#,270
1557,0.0,,,,,,64.0,,,,,,120,note_on,,95.0,64.0,95.0,261600,272.5,5.0,4.0,4,E,120
1559,0.0,,,,,,63.0,,,,,,0,note_on,,95.0,63.0,95.0,261760,272.6666666666667,5.0,3.0,9,A,90
1561,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,261840,272.75,4.0,11.0,5,F,330
1563,0.0,,,,,,65.0,,,,,,120,note_on,,95.0,65.0,95.0,262080,273.0,5.0,5.0,11,B,150
1565,0.0,,,,,,64.0,,,,,,0,note_on,,95.0,64.0,95.0,262240,273.1666666666667,5.0,4.0,4,E,120
1567,0.0,,,,,,60.0,,,,,,0,note_on,,95.0,60.0,95.0,262320,273.25,5.0,0.0,0,C,0
1569,0.0,,,,,,67.0,,,,,,120,note_on,,95.0,67.0,95.0,262560,273.5,5.0,7.0,1,C#,210
1571,0.0,,,,,,66.0,,,,,,0,note_on,,95.0,66.0,95.0,262720,273.6666666666667,5.0,6.0,6,F#,180
1573,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,262800,273.75,5.0,2.0,2,D,60
1575,0.0,,,,,,62.0,,,,,,120,note_on,,95.0,62.0,95.0,263040,274.0,5.0,2.0,2,D,60
1577,0.0,,,,,,61.0,,,,,,0,note_on,,95.0,61.0,95.0,263200,274.1666666666667,5.0,1.0,7,G,30
1579,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,263280,274.25,4.0,9.0,3,D#,270
1581,0.0,,,,,,64.0,,,,,,120,note_on,,95.0,64.0,95.0,263520,274.5,5.0,4.0,4,E,120
1583,0.0,,,,,,63.0,,,,,,0,note_on,,95.0,63.0,95.0,263680,274.6666666666667,5.0,3.0,9,A,90
1585,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,263760,274.75,4.0,11.0,5,F,330
1587,0.0,,,,,,65.0,,,,,,120,note_on,,95.0,65.0,95.0,264000,275.0,5.0,5.0,11,B,150
1589,0.0,,,,,,64.0,,,,,,0,note_on,,95.0,64.0,95.0,264160,275.1666666666667,5.0,4.0,4,E,120
1591,0.0,,,,,,60.0,,,,,,0,note_on,,95.0,60.0,95.0,264240,275.25,5.0,0.0,0,C,0
1593,0.0,,,,,,67.0,,,,,,120,note_on,,95.0,67.0,95.0,264480,275.5,5.0,7.0,1,C#,210
1595,0.0,,,,,,66.0,,,,,,0,note_on,,95.0,66.0,95.0,264640,275.6666666666667,5.0,6.0,6,F#,180
1597,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,264720,275.75,5.0,2.0,2,D,60
1599,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,264960,276.0,4.0,4.0,4,E,120
1600,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,264960,276.0,3.0,11.0,5,F,330
1601,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,264960,276.0,3.0,4.0,4,E,120
1605,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,265440,276.5,4.0,4.0,4,E,120
1606,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,265440,276.5,3.0,11.0,5,F,330
1607,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,265440,276.5,3.0,4.0,4,E,120
1611,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,265920,277.0,4.0,4.0,4,E,120
1612,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,265920,277.0,3.0,11.0,5,F,330
1613,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,265920,277.0,3.0,4.0,4,E,120
1617,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,266400,277.5,4.0,4.0,4,E,120
1618,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,266400,277.5,3.0,11.0,5,F,330
1619,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,266400,277.5,3.0,4.0,4,E,120
1623,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,266880,278.0,4.0,4.0,4,E,120
1624,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,266880,278.0,3.0,11.0,5,F,330
1625,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,266880,278.0,3.0,4.0,4,E,120
1629,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,267360,278.5,4.0,4.0,4,E,120
1630,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,267360,278.5,3.0,11.0,5,F,330
1631,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,267360,278.5,3.0,4.0,4,E,120
1635,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,267840,279.0,4.0,4.0,4,E,120
1636,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,267840,279.0,3.0,11.0,5,F,330
1637,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,267840,279.0,3.0,4.0,4,E,120
1641,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,268320,279.5,4.0,4.0,4,E,120
1642,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,268320,279.5,3.0,11.0,5,F,330
1643,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,268320,279.5,3.0,4.0,4,E,120
1647,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,268440,279.625,4.0,7.0,1,C#,210
1648,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,268440,279.625,4.0,2.0,2,D,60
1649,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,268440,279.625,3.0,7.0,1,C#,210
1653,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,268800,280.0,4.0,4.0,4,E,120
1654,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,268800,280.0,3.0,11.0,5,F,330
1655,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,268800,280.0,3.0,4.0,4,E,120
1659,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,269280,280.5,4.0,4.0,4,E,120
1660,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,269280,280.5,3.0,11.0,5,F,330
1661,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,269280,280.5,3.0,4.0,4,E,120
1665,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,269760,281.0,4.0,4.0,4,E,120
1666,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,269760,281.0,3.0,11.0,5,F,330
1667,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,269760,281.0,3.0,4.0,4,E,120
1671,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,270240,281.5,4.0,4.0,4,E,120
1672,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,270240,281.5,3.0,11.0,5,F,330
1673,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,270240,281.5,3.0,4.0,4,E,120
1677,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,270720,282.0,4.0,4.0,4,E,120
1678,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,270720,282.0,3.0,11.0,5,F,330
1679,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,270720,282.0,3.0,4.0,4,E,120
1683,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,271200,282.5,4.0,4.0,4,E,120
1684,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,271200,282.5,3.0,11.0,5,F,330
1685,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,271200,282.5,3.0,4.0,4,E,120
1689,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,271680,283.0,4.0,4.0,4,E,120
1690,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,271680,283.0,3.0,11.0,5,F,330
1691,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,271680,283.0,3.0,4.0,4,E,120
1695,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,272160,283.5,4.0,4.0,4,E,120
1696,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,272160,283.5,3.0,11.0,5,F,330
1697,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,272160,283.5,3.0,4.0,4,E,120
1701,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,272280,283.625,4.0,7.0,1,C#,210
1702,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,272280,283.625,4.0,2.0,2,D,60
1703,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,272280,283.625,3.0,7.0,1,C#,210
1707,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,272640,284.0,4.0,4.0,4,E,120
1708,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,272640,284.0,3.0,11.0,5,F,330
1709,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,272640,284.0,3.0,4.0,4,E,120
1713,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,273120,284.5,4.0,4.0,4,E,120
1714,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,273120,284.5,3.0,11.0,5,F,330
1715,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,273120,284.5,3.0,4.0,4,E,120
1719,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,273600,285.0,4.0,4.0,4,E,120
1720,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,273600,285.0,3.0,11.0,5,F,330
1721,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,273600,285.0,3.0,4.0,4,E,120
1725,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,274080,285.5,4.0,4.0,4,E,120
1726,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,274080,285.5,3.0,11.0,5,F,330
1727,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,274080,285.5,3.0,4.0,4,E,120
1731,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,274560,286.0,4.0,4.0,4,E,120
1732,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,274560,286.0,3.0,11.0,5,F,330
1733,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,274560,286.0,3.0,4.0,4,E,120
1737,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,275040,286.5,4.0,4.0,4,E,120
1738,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,275040,286.5,3.0,11.0,5,F,330
1739,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,275040,286.5,3.0,4.0,4,E,120
1743,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,275520,287.0,4.0,4.0,4,E,120
1744,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,275520,287.0,3.0,11.0,5,F,330
1745,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,275520,287.0,3.0,4.0,4,E,120
1749,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,276000,287.5,4.0,4.0,4,E,120
1750,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,276000,287.5,3.0,11.0,5,F,330
1751,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,276000,287.5,3.0,4.0,4,E,120
1755,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,276120,287.625,4.0,7.0,1,C#,210
1756,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,276120,287.625,4.0,2.0,2,D,60
1757,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,276120,287.625,3.0,7.0,1,C#,210
1761,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,276480,288.0,4.0,4.0,4,E,120
1762,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,276480,288.0,3.0,11.0,5,F,330
1763,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,276480,288.0,3.0,4.0,4,E,120
1767,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,276960,288.5,4.0,4.0,4,E,120
1768,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,276960,288.5,3.0,11.0,5,F,330
1769,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,276960,288.5,3.0,4.0,4,E,120
1773,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,277440,289.0,4.0,4.0,4,E,120
1774,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,277440,289.0,3.0,11.0,5,F,330
1775,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,277440,289.0,3.0,4.0,4,E,120
1779,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,277920,289.5,4.0,4.0,4,E,120
1780,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,277920,289.5,3.0,11.0,5,F,330
1781,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,277920,289.5,3.0,4.0,4,E,120
1785,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,278400,290.0,4.0,4.0,4,E,120
1786,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,278400,290.0,3.0,11.0,5,F,330
1787,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,278400,290.0,3.0,4.0,4,E,120
1791,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,278880,290.5,4.0,4.0,4,E,120
1792,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,278880,290.5,3.0,11.0,5,F,330
1793,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,278880,290.5,3.0,4.0,4,E,120
1797,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,279360,291.0,4.0,4.0,4,E,120
1798,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,279360,291.0,3.0,11.0,5,F,330
1799,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,279360,291.0,3.0,4.0,4,E,120
1803,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,279840,291.5,4.0,4.0,4,E,120
1804,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,279840,291.5,3.0,11.0,5,F,330
1805,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,279840,291.5,3.0,4.0,4,E,120
1809,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,279960,291.625,4.0,7.0,1,C#,210
1810,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,279960,291.625,4.0,2.0,2,D,60
1811,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,279960,291.625,3.0,7.0,1,C#,210
1815,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,280320,292.0,4.0,4.0,4,E,120
1816,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,280320,292.0,3.0,11.0,5,F,330
1817,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,280320,292.0,3.0,4.0,4,E,120
1821,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,280800,292.5,4.0,4.0,4,E,120
1822,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,280800,292.5,3.0,11.0,5,F,330
1823,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,280800,292.5,3.0,4.0,4,E,120
1827,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,281280,293.0,4.0,4.0,4,E,120
1828,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,281280,293.0,3.0,11.0,5,F,330
1829,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,281280,293.0,3.0,4.0,4,E,120
1833,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,281760,293.5,4.0,4.0,4,E,120
1834,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,281760,293.5,3.0,11.0,5,F,330
1835,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,281760,293.5,3.0,4.0,4,E,120
1839,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,282240,294.0,4.0,4.0,4,E,120
1840,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,282240,294.0,3.0,11.0,5,F,330
1841,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,282240,294.0,3.0,4.0,4,E,120
1845,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,282720,294.5,4.0,4.0,4,E,120
1846,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,282720,294.5,3.0,11.0,5,F,330
1847,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,282720,294.5,3.0,4.0,4,E,120
1851,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,283200,295.0,4.0,4.0,4,E,120
1852,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,283200,295.0,3.0,11.0,5,F,330
1853,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,283200,295.0,3.0,4.0,4,E,120
1857,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,283680,295.5,4.0,4.0,4,E,120
1858,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,283680,295.5,3.0,11.0,5,F,330
1859,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,283680,295.5,3.0,4.0,4,E,120
1863,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,283800,295.625,4.0,7.0,1,C#,210
1864,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,283800,295.625,4.0,2.0,2,D,60
1865,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,283800,295.625,3.0,7.0,1,C#,210
1869,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,284160,296.0,4.0,4.0,4,E,120
1870,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,284160,296.0,3.0,11.0,5,F,330
1871,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,284160,296.0,3.0,4.0,4,E,120
1875,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,284640,296.5,4.0,4.0,4,E,120
1876,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,284640,296.5,3.0,11.0,5,F,330
1877,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,284640,296.5,3.0,4.0,4,E,120
1881,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,285120,297.0,4.0,4.0,4,E,120
1882,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,285120,297.0,3.0,11.0,5,F,330
1883,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,285120,297.0,3.0,4.0,4,E,120
1887,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,285600,297.5,4.0,4.0,4,E,120
1888,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,285600,297.5,3.0,11.0,5,F,330
1889,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,285600,297.5,3.0,4.0,4,E,120
1893,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,286080,298.0,4.0,4.0,4,E,120
1894,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,286080,298.0,3.0,11.0,5,F,330
1895,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,286080,298.0,3.0,4.0,4,E,120
1899,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,286560,298.5,4.0,4.0,4,E,120
1900,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,286560,298.5,3.0,11.0,5,F,330
1901,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,286560,298.5,3.0,4.0,4,E,120
1905,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,287040,299.0,4.0,4.0,4,E,120
1906,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,287040,299.0,3.0,11.0,5,F,330
1907,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,287040,299.0,3.0,4.0,4,E,120
1911,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,287520,299.5,4.0,4.0,4,E,120
1912,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,287520,299.5,3.0,11.0,5,F,330
1913,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,287520,299.5,3.0,4.0,4,E,120
1917,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,287640,299.625,4.0,7.0,1,C#,210
1918,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,287640,299.625,4.0,2.0,2,D,60
1919,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,287640,299.625,3.0,7.0,1,C#,210
1923,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,288000,300.0,4.0,4.0,4,E,120
1924,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,288000,300.0,3.0,11.0,5,F,330
1925,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,288000,300.0,3.0,4.0,4,E,120
1929,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,288480,300.5,4.0,4.0,4,E,120
1930,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,288480,300.5,3.0,11.0,5,F,330
