,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
1931,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,288480,300.5,3.0,4.0,4,E,120
1935,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,288960,301.0,4.0,4.0,4,E,120
1936,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,288960,301.0,3.0,11.0,5,F,330
1937,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,288960,301.0,3.0,4.0,4,E,120
1941,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,289440,301.5,4.0,4.0,4,E,120
1942,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,289440,301.5,3.0,11.0,5,F,330
1943,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,289440,301.5,3.0,4.0,4,E,120
1947,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,289920,302.0,4.0,4.0,4,E,120
1948,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,289920,302.0,3.0,11.0,5,F,330
1949,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,289920,302.0,3.0,4.0,4,E,120
1953,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,290400,302.5,4.0,4.0,4,E,120
1954,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,290400,302.5,3.0,11.0,5,F,330
1955,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,290400,302.5,3.0,4.0,4,E,120
1959,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,290880,303.0,4.0,4.0,4,E,120
1960,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,290880,303.0,3.0,11.0,5,F,330
1961,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,290880,303.0,3.0,4.0,4,E,120
1965,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,291360,303.5,4.0,4.0,4,E,120
1966,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,291360,303.5,3.0,11.0,5,F,330
1967,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,291360,303.5,3.0,4.0,4,E,120
1971,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,291480,303.625,4.0,7.0,1,C#,210
1972,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,291480,303.625,4.0,2.0,2,D,60
1973,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,291480,303.625,3.0,7.0,1,C#,210
1977,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,291840,304.0,4.0,4.0,4,E,120
1978,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,291840,304.0,3.0,11.0,5,F,330
1979,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,291840,304.0,3.0,4.0,4,E,120
1983,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,292080,304.25,4.0,7.0,1,C#,210
1993,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,292320,304.5,4.0,7.0,1,C#,210
1995,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,292440,304.625,4.0,6.0,6,F#,180
1997,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,292560,304.75,4.0,2.0,2,D,60
1999,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,292680,304.875,4.0,2.0,2,D,60
2001,0.0,,,,,,49.0,,,,,,0,note_on,,95.0,49.0,95.0,292920,305.125,4.0,1.0,7,G,30
2003,0.0,,,,,,45.0,,,,,,0,note_on,,95.0,45.0,95.0,293040,305.25,3.0,9.0,3,D#,270
2005,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,293280,305.5,4.0,4.0,4,E,120
2006,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,293280,305.5,3.0,11.0,5,F,330
2007,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,293280,305.5,3.0,4.0,4,E,120
2011,0.0,,,,,,55.0,,,,,,100,note_on,,95.0,55.0,95.0,293400,305.625,4.0,7.0,1,C#,210
2012,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,293400,305.625,4.0,2.0,2,D,60
2013,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,293400,305.625,3.0,7.0,1,C#,210
2017,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,293760,306.0,4.0,4.0,4,E,120
2018,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,293760,306.0,3.0,11.0,5,F,330
2019,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,293760,306.0,3.0,4.0,4,E,120
2023,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,294000,306.25,4.0,7.0,1,C#,210
2033,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,294240,306.5,4.0,7.0,1,C#,210
2035,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,294360,306.625,4.0,6.0,6,F#,180
2037,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,294480,306.75,4.0,2.0,2,D,60
2039,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,294600,306.875,5.0,2.0,2,D,60
2041,0.0,,,,,,61.0,,,,,,0,note_on,,95.0,61.0,95.0,294840,307.125,5.0,1.0,7,G,30
2043,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,294960,307.25,4.0,9.0,3,D#,270
2045,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,295200,307.5,4.0,4.0,4,E,120
2046,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,295200,307.5,3.0,11.0,5,F,330
2047,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,295200,307.5,3.0,4.0,4,E,120
2051,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,295320,307.625,4.0,7.0,1,C#,210
2052,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,295320,307.625,4.0,2.0,2,D,60
2053,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,295320,307.625,3.0,7.0,1,C#,210
2057,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,295680,308.0,4.0,4.0,4,E,120
2058,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,295680,308.0,3.0,11.0,5,F,330
2059,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,295680,308.0,3.0,4.0,4,E,120
2063,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,295920,308.25,4.0,7.0,1,C#,210
2073,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,296160,308.5,4.0,7.0,1,C#,210
2075,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,296280,308.625,4.0,6.0,6,F#,180
2077,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,296400,308.75,4.0,2.0,2,D,60
2079,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,296520,308.875,4.0,2.0,2,D,60
2081,0.0,,,,,,49.0,,,,,,0,note_on,,95.0,49.0,95.0,296760,309.125,4.0,1.0,7,G,30
2083,0.0,,,,,,45.0,,,,,,0,note_on,,95.0,45.0,95.0,296880,309.25,3.0,9.0,3,D#,270
2085,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,297120,309.5,4.0,4.0,4,E,120
2086,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,297120,309.5,3.0,11.0,5,F,330
2087,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,297120,309.5,3.0,4.0,4,E,120
2091,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,297240,309.625,4.0,7.0,1,C#,210
2092,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,297240,309.625,4.0,2.0,2,D,60
2093,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,297240,309.625,3.0,7.0,1,C#,210
2097,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,297600,310.0,4.0,4.0,4,E,120
2098,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,297600,310.0,3.0,11.0,5,F,330
2099,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,297600,310.0,3.0,4.0,4,E,120
2103,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,297840,310.25,4.0,7.0,1,C#,210
2113,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,298080,310.5,4.0,7.0,1,C#,210
2115,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,298200,310.625,4.0,6.0,6,F#,180
2117,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,298320,310.75,4.0,2.0,2,D,60
2119,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,298440,310.875,5.0,2.0,2,D,60
2120,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,298440,310.875,4.0,9.0,3,D#,270
2121,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,298440,310.875,4.0,2.0,2,D,60
2125,0.0,,,,,,64.0,,,,,,120,note_on,,95.0,64.0,95.0,298680,311.125,5.0,4.0,4,E,120
2126,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,298680,311.125,4.0,11.0,5,F,330
2127,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,298680,311.125,4.0,4.0,4,E,120
2131,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,298920,311.375,5.0,2.0,2,D,60
2132,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,298920,311.375,4.0,9.0,3,D#,270
2133,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,298920,311.375,4.0,2.0,2,D,60
2137,0.0,,,,,,64.0,,,,,,0,note_on,,95.0,64.0,95.0,299040,311.5,5.0,4.0,4,E,120
2138,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,299040,311.5,4.0,11.0,5,F,330
2139,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,299040,311.5,4.0,4.0,4,E,120
2143,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,299520,312.0,4.0,4.0,4,E,120
2144,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,299520,312.0,3.0,11.0,5,F,330
2145,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,299520,312.0,3.0,4.0,4,E,120
2149,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,299760,312.25,4.0,7.0,1,C#,210
2159,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,300000,312.5,4.0,7.0,1,C#,210
2161,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,300120,312.625,4.0,6.0,6,F#,180
2163,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,300240,312.75,4.0,2.0,2,D,60
2165,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,300360,312.875,4.0,2.0,2,D,60
2167,0.0,,,,,,49.0,,,,,,0,note_on,,95.0,49.0,95.0,300600,313.125,4.0,1.0,7,G,30
2169,0.0,,,,,,45.0,,,,,,0,note_on,,95.0,45.0,95.0,300720,313.25,3.0,9.0,3,D#,270
2171,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,300960,313.5,4.0,4.0,4,E,120
2172,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,300960,313.5,3.0,11.0,5,F,330
2173,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,300960,313.5,3.0,4.0,4,E,120
2177,0.0,,,,,,55.0,,,,,,100,note_on,,95.0,55.0,95.0,301080,313.625,4.0,7.0,1,C#,210
2178,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,301080,313.625,4.0,2.0,2,D,60
2179,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,301080,313.625,3.0,7.0,1,C#,210
2183,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,301440,314.0,4.0,4.0,4,E,120
2184,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,301440,314.0,3.0,11.0,5,F,330
2185,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,301440,314.0,3.0,4.0,4,E,120
2189,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,301680,314.25,4.0,7.0,1,C#,210
2199,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,301920,314.5,4.0,7.0,1,C#,210
2201,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,302040,314.625,4.0,6.0,6,F#,180
2203,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,302160,314.75,4.0,2.0,2,D,60
2205,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,302280,314.875,5.0,2.0,2,D,60
2207,0.0,,,,,,61.0,,,,,,0,note_on,,95.0,61.0,95.0,302520,315.125,5.0,1.0,7,G,30
2209,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,302640,315.25,4.0,9.0,3,D#,270
2211,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,302880,315.5,4.0,4.0,4,E,120
2212,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,302880,315.5,3.0,11.0,5,F,330
2213,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,302880,315.5,3.0,4.0,4,E,120
2217,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,303000,315.625,4.0,7.0,1,C#,210
2218,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,303000,315.625,4.0,2.0,2,D,60
2219,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,303000,315.625,3.0,7.0,1,C#,210
2223,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,303360,316.0,4.0,4.0,4,E,120
2224,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,303360,316.0,3.0,11.0,5,F,330
2225,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,303360,316.0,3.0,4.0,4,E,120
2229,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,303600,316.25,4.0,7.0,1,C#,210
2239,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,303840,316.5,4.0,7.0,1,C#,210
2241,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,303960,316.625,4.0,6.0,6,F#,180
2243,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,304080,316.75,4.0,2.0,2,D,60
2245,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,304200,316.875,4.0,2.0,2,D,60
2247,0.0,,,,,,49.0,,,,,,0,note_on,,95.0,49.0,95.0,304440,317.125,4.0,1.0,7,G,30
2249,0.0,,,,,,45.0,,,,,,0,note_on,,95.0,45.0,95.0,304560,317.25,3.0,9.0,3,D#,270
2251,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,304800,317.5,4.0,4.0,4,E,120
2252,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,304800,317.5,3.0,11.0,5,F,330
2253,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,304800,317.5,3.0,4.0,4,E,120
2257,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,304920,317.625,4.0,7.0,1,C#,210
2258,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,304920,317.625,4.0,2.0,2,D,60
2259,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,304920,317.625,3.0,7.0,1,C#,210
2263,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,305280,318.0,4.0,4.0,4,E,120
2264,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,305280,318.0,3.0,11.0,5,F,330
2265,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,305280,318.0,3.0,4.0,4,E,120
2269,1.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,305520,318.25,4.0,7.0,1,C#,210
2279,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,305760,318.5,4.0,7.0,1,C#,210
2281,0.0,,,,,,54.0,,,,,,0,note_on,,95.0,54.0,95.0,305880,318.625,4.0,6.0,6,F#,180
2283,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,306000,318.75,4.0,2.0,2,D,60
2285,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,306120,318.875,5.0,2.0,2,D,60
2286,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,306120,318.875,4.0,9.0,3,D#,270
2287,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,306120,318.875,4.0,2.0,2,D,60
2291,0.0,,,,,,64.0,,,,,,0,note_on,,95.0,64.0,95.0,306360,319.125,5.0,4.0,4,E,120
2292,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,306360,319.125,4.0,11.0,5,F,330
2293,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,306360,319.125,4.0,4.0,4,E,120
2297,0.0,,,,,,62.0,,,,,,0,note_on,,95.0,62.0,95.0,306600,319.375,5.0,2.0,2,D,60
2298,0.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,306600,319.375,4.0,9.0,3,D#,270
2299,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,306600,319.375,4.0,2.0,2,D,60
2303,0.0,,,,,,64.0,,,,,,0,note_on,,95.0,64.0,95.0,306720,319.5,5.0,4.0,4,E,120
2304,0.0,,,,,,59.0,,,,,,0,note_on,,95.0,59.0,95.0,306720,319.5,4.0,11.0,5,F,330
2305,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,306720,319.5,4.0,4.0,4,E,120
2309,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,307200,320.0,4.0,4.0,4,E,120
2310,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,307200,320.0,3.0,11.0,5,F,330
2311,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,307200,320.0,3.0,4.0,4,E,120
2315,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,310560,323.5,4.0,4.0,4,E,120
2316,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,310560,323.5,3.0,11.0,5,F,330
2317,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,310560,323.5,3.0,4.0,4,E,120
2321,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,310680,323.625,4.0,7.0,1,C#,210
2322,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,310680,323.625,4.0,2.0,2,D,60
2323,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,310680,323.625,3.0,7.0,1,C#,210
2327,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,311040,324.0,4.0,4.0,4,E,120
2328,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,311040,324.0,3.0,11.0,5,F,330
2329,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,311040,324.0,3.0,4.0,4,E,120
2333,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,311520,324.5,4.0,4.0,4,E,120
2334,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,311520,324.5,3.0,11.0,5,F,330
2335,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,311520,324.5,3.0,4.0,4,E,120
2339,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,312000,325.0,4.0,4.0,4,E,120
2340,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,312000,325.0,3.0,11.0,5,F,330
2341,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,312000,325.0,3.0,4.0,4,E,120
2345,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,312480,325.5,4.0,4.0,4,E,120
2346,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,312480,325.5,3.0,11.0,5,F,330
2347,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,312480,325.5,3.0,4.0,4,E,120
2351,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,312960,326.0,4.0,4.0,4,E,120
2352,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,312960,326.0,3.0,11.0,5,F,330
2353,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,312960,326.0,3.0,4.0,4,E,120
2357,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,313440,326.5,4.0,4.0,4,E,120
2358,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,313440,326.5,3.0,11.0,5,F,330
2359,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,313440,326.5,3.0,4.0,4,E,120
2363,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,313920,327.0,4.0,4.0,4,E,120
2364,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,313920,327.0,3.0,11.0,5,F,330
2365,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,313920,327.0,3.0,4.0,4,E,120
2369,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,314400,327.5,4.0,4.0,4,E,120
2370,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,314400,327.5,3.0,11.0,5,F,330
2371,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,314400,327.5,3.0,4.0,4,E,120
2375,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,314520,327.625,4.0,7.0,1,C#,210
2376,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,314520,327.625,4.0,2.0,2,D,60
2377,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,314520,327.625,3.0,7.0,1,C#,210
2381,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,314880,328.0,4.0,4.0,4,E,120
2382,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,314880,328.0,3.0,11.0,5,F,330
2383,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,314880,328.0,3.0,4.0,4,E,120
2387,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,315360,328.5,4.0,4.0,4,E,120
2388,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,315360,328.5,3.0,11.0,5,F,330
2389,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,315360,328.5,3.0,4.0,4,E,120
2393,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,315840,329.0,4.0,4.0,4,E,120
2394,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,315840,329.0,3.0,11.0,5,F,330
2395,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,315840,329.0,3.0,4.0,4,E,120
2399,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,316320,329.5,4.0,4.0,4,E,120
2400,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,316320,329.5,3.0,11.0,5,F,330
2401,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,316320,329.5,3.0,4.0,4,E,120
2405,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,316800,330.0,4.0,4.0,4,E,120
2406,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,316800,330.0,3.0,11.0,5,F,330
2407,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,316800,330.0,3.0,4.0,4,E,120
2411,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,317280,330.5,4.0,4.0,4,E,120
2412,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,317280,330.5,3.0,11.0,5,F,330
2413,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,317280,330.5,3.0,4.0,4,E,120
2417,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,317760,331.0,4.0,4.0,4,E,120
2418,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,317760,331.0,3.0,11.0,5,F,330
2419,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,317760,331.0,3.0,4.0,4,E,120
2423,0.0,,,,,,52.0,,,,,,120,note_on,,95.0,52.0,95.0,318240,331.5,4.0,4.0,4,E,120
2424,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,318240,331.5,3.0,11.0,5,F,330
2425,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,318240,331.5,3.0,4.0,4,E,120
2429,0.0,,,,,,55.0,,,,,,0,note_on,,95.0,55.0,95.0,318360,331.625,4.0,7.0,1,C#,210
2430,0.0,,,,,,50.0,,,,,,0,note_on,,95.0,50.0,95.0,318360,331.625,4.0,2.0,2,D,60
2431,0.0,,,,,,43.0,,,,,,0,note_on,,95.0,43.0,95.0,318360,331.625,3.0,7.0,1,C#,210
2435,0.0,,,,,,52.0,,,,,,0,note_on,,95.0,52.0,95.0,318720,332.0,4.0,4.0,4,E,120
2436,0.0,,,,,,47.0,,,,,,0,note_on,,95.0,47.0,95.0,318720,332.0,3.0,11.0,5,F,330
2437,0.0,,,,,,40.0,,,,,,0,note_on,,95.0,40.0,95.0,318720,332.0,3.0,4.0,4,E,120
2441,0.0,,,,,,52.0,,,,,,240,note_on,,76.0,52.0,76.0,319200,332.5,4.0,4.0,4,E,120
2442,0.0,,,,,,47.0,,,,,,0,note_on,,76.0,47.0,76.0,319200,332.5,3.0,11.0,5,F,330
2443,0.0,,,,,,40.0,,,,,,0,note_on,,76.0,40.0,76.0,319200,332.5,3.0,4.0,4,E,120
2447,0.0,,,,,,52.0,,,,,,120,note_on,,76.0,52.0,76.0,319680,333.0,4.0,4.0,4,E,120
