,channel,name,tempo,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_name,angle,prior_midi_note,prior_note_name,prior_octave
1480,2.0,,,50.0,64.0,22744,118.45833333333333,4.0,2.0,D,60,50.0,D,4.0
1482,2.0,,,50.0,64.0,22752,118.5,4.0,2.0,D,60,50.0,D,4.0
1484,2.0,,,67.0,64.0,22784,118.66666666666666,5.0,7.0,C#,210,50.0,D,4.0
1486,2.0,,,55.0,64.0,22864,119.08333333333333,4.0,7.0,C#,210,67.0,C#,5.0
1488,2.0,,,55.0,64.0,22944,119.5,4.0,7.0,C#,210,55.0,C#,4.0
1490,2.0,,,52.0,64.0,23000,119.79166666666666,4.0,4.0,E,120,55.0,C#,4.0
1492,2.0,,,48.0,64.0,23056,120.08333333333333,4.0,0.0,C,0,52.0,E,4.0
1494,2.0,,,53.0,64.0,23112,120.375,4.0,5.0,B,150,48.0,C,4.0
1496,2.0,,,55.0,64.0,23144,120.54166666666666,4.0,7.0,C#,210,53.0,B,4.0
1498,2.0,,,54.0,64.0,23176,120.70833333333333,4.0,6.0,F#,180,55.0,C#,4.0
1500,2.0,,,53.0,64.0,23184,120.75,4.0,5.0,B,150,54.0,F#,4.0
1502,2.0,,,52.0,64.0,23216,120.91666666666666,4.0,4.0,E,120,53.0,B,4.0
1504,2.0,,,60.0,64.0,23232,121.0,5.0,0.0,C,0,52.0,E,4.0
1506,2.0,,,64.0,64.0,23248,121.08333333333333,5.0,4.0,E,120,60.0,C,5.0
1508,2.0,,,65.0,64.0,23264,121.16666666666666,5.0,5.0,B,150,64.0,E,5.0
1510,2.0,,,62.0,64.0,23296,121.33333333333333,5.0,2.0,D,60,65.0,B,5.0
1512,2.0,,,64.0,64.0,23304,121.375,5.0,4.0,E,120,62.0,D,5.0
1514,2.0,,,60.0,64.0,23336,121.54166666666666,5.0,0.0,C,0,64.0,E,5.0
1516,2.0,,,57.0,64.0,23368,121.70833333333333,4.0,9.0,D#,270,60.0,C,5.0
1518,2.0,,,59.0,64.0,23376,121.75,4.0,11.0,F,330,57.0,D#,4.0
1520,2.0,,,55.0,64.0,23384,121.79166666666666,4.0,7.0,C#,210,59.0,F,4.0
1522,2.0,,,55.0,64.0,23440,122.08333333333333,4.0,7.0,C#,210,55.0,C#,4.0
1524,2.0,,,52.0,64.0,23496,122.375,4.0,4.0,E,120,55.0,C#,4.0
1526,2.0,,,48.0,64.0,23552,122.66666666666666,4.0,0.0,C,0,52.0,E,4.0
1528,2.0,,,53.0,64.0,23608,122.95833333333333,4.0,5.0,B,150,48.0,C,4.0
1530,2.0,,,55.0,64.0,23640,123.125,4.0,7.0,C#,210,53.0,B,4.0
1532,2.0,,,54.0,64.0,23672,123.29166666666666,4.0,6.0,F#,180,55.0,C#,4.0
1534,2.0,,,53.0,64.0,23680,123.33333333333333,4.0,5.0,B,150,54.0,F#,4.0
1536,2.0,,,52.0,64.0,23712,123.5,4.0,4.0,E,120,53.0,B,4.0
1538,2.0,,,60.0,64.0,23728,123.58333333333333,5.0,0.0,C,0,52.0,E,4.0
1540,2.0,,,64.0,64.0,23744,123.66666666666666,5.0,4.0,E,120,60.0,C,5.0
1542,2.0,,,65.0,64.0,23760,123.75,5.0,5.0,B,150,64.0,E,5.0
1544,2.0,,,62.0,64.0,23792,123.91666666666666,5.0,2.0,D,60,65.0,B,5.0
1546,2.0,,,64.0,64.0,23800,123.95833333333333,5.0,4.0,E,120,62.0,D,5.0
1548,2.0,,,60.0,64.0,23832,124.125,5.0,0.0,C,0,64.0,E,5.0
1550,2.0,,,57.0,64.0,23864,124.29166666666666,4.0,9.0,D#,270,60.0,C,5.0
1552,2.0,,,59.0,64.0,23872,124.33333333333333,4.0,11.0,F,330,57.0,D#,4.0
1554,2.0,,,55.0,64.0,23880,124.375,4.0,7.0,C#,210,59.0,F,4.0
1556,2.0,,,48.0,64.0,23936,124.66666666666666,4.0,0.0,C,0,55.0,C#,4.0
1558,2.0,,,54.0,64.0,23992,124.95833333333333,4.0,6.0,F#,180,48.0,C,4.0
1560,2.0,,,55.0,64.0,24000,125.0,4.0,7.0,C#,210,54.0,F#,4.0
1562,2.0,,,60.0,64.0,24032,125.16666666666666,5.0,0.0,C,0,55.0,C#,4.0
1564,2.0,,,53.0,64.0,24064,125.33333333333333,4.0,5.0,B,150,60.0,C,5.0
1566,2.0,,,53.0,64.0,24096,125.5,4.0,5.0,B,150,53.0,B,4.0
1568,2.0,,,60.0,64.0,24128,125.66666666666666,5.0,0.0,C,0,53.0,B,4.0
1570,2.0,,,60.0,64.0,24136,125.70833333333333,5.0,0.0,C,0,60.0,C,5.0
1572,2.0,,,53.0,64.0,24144,125.75,4.0,5.0,B,150,60.0,C,5.0
1574,2.0,,,50.0,64.0,24176,125.91666666666666,4.0,2.0,D,60,53.0,B,4.0
1576,2.0,,,53.0,64.0,24232,126.20833333333333,4.0,5.0,B,150,50.0,D,4.0
1578,2.0,,,55.0,64.0,24240,126.25,4.0,7.0,C#,210,53.0,B,4.0
1580,2.0,,,59.0,64.0,24272,126.41666666666666,4.0,11.0,F,330,55.0,C#,4.0
1582,2.0,,,55.0,64.0,24304,126.58333333333333,4.0,7.0,C#,210,59.0,F,4.0
1584,2.0,,,55.0,64.0,24336,126.75,4.0,7.0,C#,210,55.0,C#,4.0
1586,2.0,,,60.0,64.0,24368,126.91666666666666,5.0,0.0,C,0,55.0,C#,4.0
1588,2.0,,,60.0,64.0,24376,126.95833333333333,5.0,0.0,C,0,60.0,C,5.0
1590,2.0,,,55.0,64.0,24384,127.0,4.0,7.0,C#,210,60.0,C,5.0
1592,2.0,,,48.0,64.0,24416,127.16666666666666,4.0,0.0,C,0,55.0,C#,4.0
1594,2.0,,,54.0,64.0,24472,127.45833333333333,4.0,6.0,F#,180,48.0,C,4.0
1596,2.0,,,55.0,64.0,24480,127.5,4.0,7.0,C#,210,54.0,F#,4.0
1598,2.0,,,60.0,64.0,24512,127.66666666666666,5.0,0.0,C,0,55.0,C#,4.0
1600,2.0,,,53.0,64.0,24544,127.83333333333333,4.0,5.0,B,150,60.0,C,5.0
1602,2.0,,,53.0,64.0,24576,128.0,4.0,5.0,B,150,53.0,B,4.0
1604,2.0,,,60.0,64.0,24608,128.16666666666666,5.0,0.0,C,0,53.0,B,4.0
1606,2.0,,,60.0,64.0,24616,128.20833333333331,5.0,0.0,C,0,60.0,C,5.0
1608,2.0,,,53.0,64.0,24624,128.25,4.0,5.0,B,150,60.0,C,5.0
1610,2.0,,,55.0,64.0,24656,128.41666666666666,4.0,7.0,C#,210,53.0,B,4.0
1612,2.0,,,55.0,64.0,24664,128.45833333333331,4.0,7.0,C#,210,55.0,C#,4.0
1614,2.0,,,55.0,64.0,24696,128.625,4.0,7.0,C#,210,55.0,C#,4.0
1616,2.0,,,55.0,64.0,24704,128.66666666666666,4.0,7.0,C#,210,55.0,C#,4.0
1618,2.0,,,57.0,64.0,24720,128.75,4.0,9.0,D#,270,55.0,C#,4.0
1620,2.0,,,59.0,64.0,24736,128.83333333333331,4.0,11.0,F,330,57.0,D#,4.0
1622,2.0,,,60.0,64.0,24752,128.91666666666666,5.0,0.0,C,0,59.0,F,4.0
1624,2.0,,,55.0,64.0,24784,129.08333333333331,4.0,7.0,C#,210,60.0,C,5.0
1626,2.0,,,48.0,64.0,24816,129.25,4.0,0.0,C,0,55.0,C#,4.0
1628,2.0,,,48.0,64.0,24896,129.66666666666666,4.0,0.0,C,0,48.0,C,4.0
1630,2.0,,,54.0,64.0,24952,129.95833333333331,4.0,6.0,F#,180,48.0,C,4.0
1632,2.0,,,55.0,64.0,24960,130.0,4.0,7.0,C#,210,54.0,F#,4.0
1634,2.0,,,60.0,64.0,24992,130.16666666666666,5.0,0.0,C,0,55.0,C#,4.0
1636,2.0,,,53.0,64.0,25024,130.33333333333331,4.0,5.0,B,150,60.0,C,5.0
1638,2.0,,,53.0,64.0,25056,130.5,4.0,5.0,B,150,53.0,B,4.0
1640,2.0,,,60.0,64.0,25088,130.66666666666666,5.0,0.0,C,0,53.0,B,4.0
1642,2.0,,,60.0,64.0,25096,130.70833333333331,5.0,0.0,C,0,60.0,C,5.0
1644,2.0,,,53.0,64.0,25104,130.75,4.0,5.0,B,150,60.0,C,5.0
1646,2.0,,,50.0,64.0,25136,130.91666666666666,4.0,2.0,D,60,53.0,B,4.0
1648,2.0,,,53.0,64.0,25192,131.20833333333331,4.0,5.0,B,150,50.0,D,4.0
1650,2.0,,,55.0,64.0,25200,131.25,4.0,7.0,C#,210,53.0,B,4.0
1652,2.0,,,59.0,64.0,25232,131.41666666666666,4.0,11.0,F,330,55.0,C#,4.0
1654,2.0,,,55.0,64.0,25264,131.58333333333331,4.0,7.0,C#,210,59.0,F,4.0
1656,2.0,,,55.0,64.0,25296,131.75,4.0,7.0,C#,210,55.0,C#,4.0
1658,2.0,,,60.0,64.0,25328,131.91666666666666,5.0,0.0,C,0,55.0,C#,4.0
1660,2.0,,,60.0,64.0,25336,131.95833333333331,5.0,0.0,C,0,60.0,C,5.0
1662,2.0,,,55.0,64.0,25344,132.0,4.0,7.0,C#,210,60.0,C,5.0
1664,2.0,,,48.0,64.0,25376,132.16666666666666,4.0,0.0,C,0,55.0,C#,4.0
1666,2.0,,,54.0,64.0,25432,132.45833333333331,4.0,6.0,F#,180,48.0,C,4.0
1668,2.0,,,55.0,64.0,25440,132.5,4.0,7.0,C#,210,54.0,F#,4.0
1670,2.0,,,60.0,64.0,25472,132.66666666666666,5.0,0.0,C,0,55.0,C#,4.0
1672,2.0,,,53.0,64.0,25504,132.83333333333331,4.0,5.0,B,150,60.0,C,5.0
1674,2.0,,,53.0,64.0,25536,133.0,4.0,5.0,B,150,53.0,B,4.0
1676,2.0,,,60.0,64.0,25568,133.16666666666666,5.0,0.0,C,0,53.0,B,4.0
1678,2.0,,,60.0,64.0,25576,133.20833333333331,5.0,0.0,C,0,60.0,C,5.0
1680,2.0,,,53.0,64.0,25584,133.25,4.0,5.0,B,150,60.0,C,5.0
1682,2.0,,,55.0,64.0,25616,133.41666666666666,4.0,7.0,C#,210,53.0,B,4.0
1684,2.0,,,55.0,64.0,25624,133.45833333333331,4.0,7.0,C#,210,55.0,C#,4.0
1686,2.0,,,55.0,64.0,25656,133.625,4.0,7.0,C#,210,55.0,C#,4.0
1688,2.0,,,55.0,64.0,25664,133.66666666666666,4.0,7.0,C#,210,55.0,C#,4.0
1690,2.0,,,57.0,64.0,25680,133.75,4.0,9.0,D#,270,55.0,C#,4.0
1692,2.0,,,59.0,64.0,25696,133.83333333333331,4.0,11.0,F,330,57.0,D#,4.0
1694,2.0,,,60.0,64.0,25712,133.91666666666666,5.0,0.0,C,0,59.0,F,4.0
1696,2.0,,,55.0,64.0,25744,134.08333333333331,4.0,7.0,C#,210,60.0,C,5.0
1698,2.0,,,48.0,64.0,25776,134.25,4.0,0.0,C,0,55.0,C#,4.0
1700,2.0,,,44.0,64.0,25856,134.66666666666666,3.0,8.0,G#,240,48.0,C,4.0
1702,2.0,,,51.0,64.0,25912,134.95833333333331,4.0,3.0,A,90,44.0,G#,3.0
1704,2.0,,,56.0,64.0,25968,135.25,4.0,8.0,G#,240,51.0,A,4.0
1706,2.0,,,55.0,64.0,26000,135.41666666666666,4.0,7.0,C#,210,56.0,G#,4.0
1708,2.0,,,48.0,64.0,26056,135.70833333333331,4.0,0.0,C,0,55.0,C#,4.0
1710,2.0,,,43.0,64.0,26112,136.0,3.0,7.0,C#,210,48.0,C,4.0
1712,2.0,,,44.0,64.0,26144,136.16666666666666,3.0,8.0,G#,240,43.0,C#,3.0
1714,2.0,,,51.0,64.0,26200,136.45833333333331,4.0,3.0,A,90,44.0,G#,3.0
1716,2.0,,,56.0,64.0,26256,136.75,4.0,8.0,G#,240,51.0,A,4.0
1718,2.0,,,55.0,64.0,26288,136.91666666666666,4.0,7.0,C#,210,56.0,G#,4.0
1720,2.0,,,48.0,64.0,26344,137.20833333333331,4.0,0.0,C,0,55.0,C#,4.0
1722,2.0,,,43.0,64.0,26400,137.5,3.0,7.0,C#,210,48.0,C,4.0
1724,2.0,,,44.0,64.0,26432,137.66666666666666,3.0,8.0,G#,240,43.0,C#,3.0
1726,2.0,,,51.0,64.0,26488,137.95833333333331,4.0,3.0,A,90,44.0,G#,3.0
1728,2.0,,,56.0,64.0,26544,138.25,4.0,8.0,G#,240,51.0,A,4.0
1730,2.0,,,55.0,64.0,26576,138.41666666666666,4.0,7.0,C#,210,56.0,G#,4.0
1732,2.0,,,48.0,64.0,26632,138.70833333333331,4.0,0.0,C,0,55.0,C#,4.0
1734,2.0,,,43.0,64.0,26688,139.0,3.0,7.0,C#,210,48.0,C,4.0
1736,2.0,,,50.0,64.0,26720,139.16666666666666,4.0,2.0,D,60,43.0,C#,3.0
1738,2.0,,,50.0,64.0,26728,139.20833333333331,4.0,2.0,D,60,50.0,D,4.0
1740,2.0,,,50.0,64.0,26760,139.375,4.0,2.0,D,60,50.0,D,4.0
1742,2.0,,,50.0,64.0,26792,139.54166666666666,4.0,2.0,D,60,50.0,D,4.0
1744,2.0,,,50.0,64.0,26800,139.58333333333331,4.0,2.0,D,60,50.0,D,4.0
1746,2.0,,,67.0,64.0,26832,139.75,5.0,7.0,C#,210,50.0,D,4.0
1748,2.0,,,55.0,64.0,26912,140.16666666666666,4.0,7.0,C#,210,67.0,C#,5.0
1750,2.0,,,48.0,64.0,26992,140.58333333333331,4.0,0.0,C,0,55.0,C#,4.0
1752,2.0,,,54.0,64.0,27048,140.875,4.0,6.0,F#,180,48.0,C,4.0
1754,2.0,,,55.0,64.0,27056,140.91666666666666,4.0,7.0,C#,210,54.0,F#,4.0
1756,2.0,,,60.0,64.0,27088,141.08333333333331,5.0,0.0,C,0,55.0,C#,4.0
1758,2.0,,,53.0,64.0,27120,141.25,4.0,5.0,B,150,60.0,C,5.0
1760,2.0,,,53.0,64.0,27152,141.41666666666666,4.0,5.0,B,150,53.0,B,4.0
1762,2.0,,,60.0,64.0,27184,141.58333333333331,5.0,0.0,C,0,53.0,B,4.0
1764,2.0,,,60.0,64.0,27192,141.625,5.0,0.0,C,0,60.0,C,5.0
1766,2.0,,,53.0,64.0,27200,141.66666666666666,4.0,5.0,B,150,60.0,C,5.0
1768,2.0,,,50.0,64.0,27232,141.83333333333331,4.0,2.0,D,60,53.0,B,4.0
1770,2.0,,,53.0,64.0,27288,142.125,4.0,5.0,B,150,50.0,D,4.0
1772,2.0,,,55.0,64.0,27296,142.16666666666666,4.0,7.0,C#,210,53.0,B,4.0
1774,2.0,,,59.0,64.0,27328,142.33333333333331,4.0,11.0,F,330,55.0,C#,4.0
1776,2.0,,,55.0,64.0,27360,142.5,4.0,7.0,C#,210,59.0,F,4.0
1778,2.0,,,55.0,64.0,27392,142.66666666666666,4.0,7.0,C#,210,55.0,C#,4.0
1780,2.0,,,60.0,64.0,27424,142.83333333333331,5.0,0.0,C,0,55.0,C#,4.0
1782,2.0,,,60.0,64.0,27432,142.875,5.0,0.0,C,0,60.0,C,5.0
1784,2.0,,,55.0,64.0,27440,142.91666666666666,4.0,7.0,C#,210,60.0,C,5.0
1786,2.0,,,48.0,64.0,27472,143.08333333333331,4.0,0.0,C,0,55.0,C#,4.0
1788,2.0,,,54.0,64.0,27528,143.375,4.0,6.0,F#,180,48.0,C,4.0
1790,2.0,,,55.0,64.0,27536,143.41666666666666,4.0,7.0,C#,210,54.0,F#,4.0
1792,2.0,,,60.0,64.0,27568,143.58333333333331,5.0,0.0,C,0,55.0,C#,4.0
1794,2.0,,,53.0,64.0,27600,143.75,4.0,5.0,B,150,60.0,C,5.0
1796,2.0,,,53.0,64.0,27632,143.91666666666666,4.0,5.0,B,150,53.0,B,4.0
1798,2.0,,,60.0,64.0,27664,144.08333333333331,5.0,0.0,C,0,53.0,B,4.0
1800,2.0,,,60.0,64.0,27672,144.125,5.0,0.0,C,0,60.0,C,5.0
1802,2.0,,,53.0,64.0,27680,144.16666666666666,4.0,5.0,B,150,60.0,C,5.0
1804,2.0,,,55.0,64.0,27712,144.33333333333331,4.0,7.0,C#,210,53.0,B,4.0
1806,2.0,,,55.0,64.0,27720,144.375,4.0,7.0,C#,210,55.0,C#,4.0
1808,2.0,,,55.0,64.0,27752,144.54166666666666,4.0,7.0,C#,210,55.0,C#,4.0
1810,2.0,,,55.0,64.0,27760,144.58333333333331,4.0,7.0,C#,210,55.0,C#,4.0
1812,2.0,,,57.0,64.0,27776,144.66666666666666,4.0,9.0,D#,270,55.0,C#,4.0
1814,2.0,,,59.0,64.0,27792,144.75,4.0,11.0,F,330,57.0,D#,4.0
1816,2.0,,,60.0,64.0,27808,144.83333333333331,5.0,0.0,C,0,59.0,F,4.0
1818,2.0,,,55.0,64.0,27840,145.0,4.0,7.0,C#,210,60.0,C,5.0
1820,2.0,,,48.0,64.0,27872,145.16666666666666,4.0,0.0,C,0,55.0,C#,4.0
1828,9.0,,,42.0,96.0,27872,145.16666666666666,3.0,6.0,F#,180,48.0,C,4.0
1830,9.0,,,42.0,96.0,27888,145.25,3.0,6.0,F#,180,42.0,F#,3.0
1832,9.0,,,42.0,96.0,27896,145.29166666666666,3.0,6.0,F#,180,42.0,F#,3.0
1834,9.0,,,42.0,96.0,27912,145.375,3.0,6.0,F#,180,42.0,F#,3.0
1836,9.0,,,42.0,96.0,27920,145.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1838,9.0,,,42.0,96.0,27936,145.5,3.0,6.0,F#,180,42.0,F#,3.0
1840,9.0,,,42.0,96.0,27976,145.70833333333331,3.0,6.0,F#,180,42.0,F#,3.0
1842,9.0,,,42.0,96.0,27992,145.79166666666666,3.0,6.0,F#,180,42.0,F#,3.0
1844,9.0,,,42.0,96.0,28000,145.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1846,9.0,,,42.0,96.0,28008,145.875,3.0,6.0,F#,180,42.0,F#,3.0
1848,9.0,,,42.0,96.0,28016,145.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1850,9.0,,,42.0,96.0,28048,146.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1852,9.0,,,42.0,96.0,28064,146.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1854,9.0,,,42.0,96.0,28064,146.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1856,9.0,,,42.0,96.0,28080,146.25,3.0,6.0,F#,180,42.0,F#,3.0
1858,9.0,,,42.0,96.0,28096,146.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1860,9.0,,,42.0,96.0,28096,146.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1862,9.0,,,42.0,96.0,28128,146.5,3.0,6.0,F#,180,42.0,F#,3.0
1864,9.0,,,42.0,96.0,28144,146.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1866,9.0,,,42.0,96.0,28144,146.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1868,9.0,,,42.0,96.0,28160,146.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1870,9.0,,,42.0,96.0,28176,146.75,3.0,6.0,F#,180,42.0,F#,3.0
1872,9.0,,,42.0,96.0,28176,146.75,3.0,6.0,F#,180,42.0,F#,3.0
1874,9.0,,,42.0,96.0,28208,146.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1876,9.0,,,42.0,96.0,28224,147.0,3.0,6.0,F#,180,42.0,F#,3.0
1878,9.0,,,42.0,96.0,28224,147.0,3.0,6.0,F#,180,42.0,F#,3.0
1880,9.0,,,42.0,96.0,28240,147.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1882,9.0,,,42.0,96.0,28256,147.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1884,9.0,,,42.0,96.0,28256,147.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1886,9.0,,,42.0,96.0,28288,147.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1888,9.0,,,42.0,96.0,28304,147.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1890,9.0,,,42.0,96.0,28304,147.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1892,9.0,,,42.0,96.0,28320,147.5,3.0,6.0,F#,180,42.0,F#,3.0
1894,9.0,,,42.0,96.0,28336,147.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1896,9.0,,,42.0,96.0,28336,147.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1898,9.0,,,42.0,96.0,28368,147.75,3.0,6.0,F#,180,42.0,F#,3.0
1900,9.0,,,42.0,96.0,28384,147.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1902,9.0,,,42.0,96.0,28384,147.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1904,9.0,,,42.0,96.0,28400,147.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1906,9.0,,,42.0,96.0,28416,148.0,3.0,6.0,F#,180,42.0,F#,3.0
1908,9.0,,,42.0,96.0,28416,148.0,3.0,6.0,F#,180,42.0,F#,3.0
1910,9.0,,,42.0,96.0,28448,148.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1912,9.0,,,42.0,96.0,28464,148.25,3.0,6.0,F#,180,42.0,F#,3.0
1914,9.0,,,42.0,96.0,28464,148.25,3.0,6.0,F#,180,42.0,F#,3.0
1916,9.0,,,42.0,96.0,28480,148.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1918,9.0,,,42.0,96.0,28496,148.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1920,9.0,,,42.0,96.0,28496,148.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1922,9.0,,,42.0,96.0,28528,148.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1924,9.0,,,42.0,96.0,28544,148.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1926,9.0,,,42.0,96.0,28544,148.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1928,9.0,,,42.0,96.0,28560,148.75,3.0,6.0,F#,180,42.0,F#,3.0
1930,9.0,,,42.0,96.0,28576,148.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1932,9.0,,,42.0,96.0,28576,148.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1934,9.0,,,42.0,96.0,28608,149.0,3.0,6.0,F#,180,42.0,F#,3.0
1936,9.0,,,42.0,96.0,28624,149.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1938,9.0,,,42.0,96.0,28624,149.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1940,9.0,,,42.0,96.0,28640,149.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1942,9.0,,,42.0,96.0,28656,149.25,3.0,6.0,F#,180,42.0,F#,3.0
1944,9.0,,,42.0,96.0,28656,149.25,3.0,6.0,F#,180,42.0,F#,3.0
1946,9.0,,,42.0,96.0,28688,149.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1948,9.0,,,42.0,96.0,28704,149.5,3.0,6.0,F#,180,42.0,F#,3.0
1950,9.0,,,42.0,96.0,28704,149.5,3.0,6.0,F#,180,42.0,F#,3.0
1952,9.0,,,42.0,96.0,28720,149.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1954,9.0,,,42.0,96.0,28736,149.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1956,9.0,,,42.0,96.0,28736,149.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1958,9.0,,,42.0,96.0,28768,149.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1960,9.0,,,42.0,96.0,28784,149.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1962,9.0,,,42.0,96.0,28784,149.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1964,9.0,,,42.0,96.0,28800,150.0,3.0,6.0,F#,180,42.0,F#,3.0
1966,9.0,,,42.0,96.0,28816,150.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1968,9.0,,,42.0,96.0,28816,150.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1970,9.0,,,42.0,96.0,28848,150.25,3.0,6.0,F#,180,42.0,F#,3.0
1972,9.0,,,42.0,96.0,28864,150.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1974,9.0,,,42.0,96.0,28864,150.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1976,9.0,,,42.0,96.0,28880,150.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1978,9.0,,,42.0,96.0,28896,150.5,3.0,6.0,F#,180,42.0,F#,3.0
1980,9.0,,,42.0,96.0,28896,150.5,3.0,6.0,F#,180,42.0,F#,3.0
1982,9.0,,,42.0,96.0,28928,150.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1984,9.0,,,42.0,96.0,28944,150.75,3.0,6.0,F#,180,42.0,F#,3.0
1986,9.0,,,42.0,96.0,28944,150.75,3.0,6.0,F#,180,42.0,F#,3.0
1988,9.0,,,42.0,96.0,28960,150.83333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1990,9.0,,,42.0,96.0,28976,150.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1992,9.0,,,42.0,96.0,28976,150.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1994,9.0,,,42.0,96.0,29008,151.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
1996,9.0,,,42.0,96.0,29024,151.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
1998,9.0,,,42.0,96.0,29024,151.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2000,9.0,,,42.0,96.0,29040,151.25,3.0,6.0,F#,180,42.0,F#,3.0
2002,9.0,,,42.0,96.0,29056,151.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2004,9.0,,,42.0,96.0,29056,151.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2006,9.0,,,42.0,96.0,29088,151.5,3.0,6.0,F#,180,42.0,F#,3.0
2008,9.0,,,42.0,96.0,29104,151.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2010,9.0,,,42.0,96.0,29104,151.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2012,9.0,,,42.0,96.0,29120,151.66666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2014,9.0,,,42.0,96.0,29136,151.75,3.0,6.0,F#,180,42.0,F#,3.0
2016,9.0,,,42.0,96.0,29136,151.75,3.0,6.0,F#,180,42.0,F#,3.0
2018,9.0,,,42.0,96.0,29168,151.91666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2020,9.0,,,42.0,96.0,29184,152.0,3.0,6.0,F#,180,42.0,F#,3.0
2022,9.0,,,42.0,96.0,29184,152.0,3.0,6.0,F#,180,42.0,F#,3.0
2024,9.0,,,42.0,96.0,29200,152.08333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2026,9.0,,,42.0,96.0,29216,152.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2028,9.0,,,42.0,96.0,29216,152.16666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2030,9.0,,,42.0,96.0,29248,152.33333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2032,9.0,,,42.0,96.0,29264,152.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2034,9.0,,,42.0,96.0,29264,152.41666666666666,3.0,6.0,F#,180,42.0,F#,3.0
2036,9.0,,,42.0,96.0,29280,152.5,3.0,6.0,F#,180,42.0,F#,3.0
2038,9.0,,,42.0,96.0,29296,152.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2040,9.0,,,42.0,96.0,29296,152.58333333333331,3.0,6.0,F#,180,42.0,F#,3.0
2042,9.0,,,42.0,96.0,29328,152.75,3.0,6.0,F#,180,42.0,F#,3.0
