,channel,control,data,name,note,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
5683,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,40896,106.5,4.0,7.0,1,C#,210
5687,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,40992,106.75,4.0,7.0,1,C#,210
5688,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,40992,106.75,4.0,11.0,5,F,330
5689,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,40992,106.75,5.0,2.0,2,D,60
5693,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,41088,107.0,4.0,7.0,1,C#,210
5694,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,41088,107.0,4.0,11.0,5,F,330
5695,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,41088,107.0,5.0,2.0,2,D,60
5699,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,41184,107.25,4.0,11.0,5,F,330
5700,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,41184,107.25,5.0,2.0,2,D,60
5701,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,41184,107.25,4.0,7.0,1,C#,210
5705,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,41280,107.5,5.0,2.0,2,D,60
5706,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,41280,107.5,4.0,11.0,5,F,330
5707,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,41280,107.5,4.0,7.0,1,C#,210
5711,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,41376,107.75,5.0,2.0,2,D,60
5712,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,41376,107.75,4.0,11.0,5,F,330
5713,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,41376,107.75,4.0,7.0,1,C#,210
5717,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,41472,108.0,5.0,0.0,0,C,0
5718,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,41472,108.0,4.0,9.0,3,D#,270
5719,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,41472,108.0,4.0,5.0,11,B,150
5723,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,41568,108.25,4.0,5.0,11,B,150
5724,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,41568,108.25,5.0,0.0,0,C,0
5725,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,41568,108.25,4.0,9.0,3,D#,270
5729,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,41664,108.5,4.0,5.0,11,B,150
5730,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,41664,108.5,5.0,0.0,0,C,0
5731,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,41664,108.5,4.0,9.0,3,D#,270
5735,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,41760,108.75,5.0,0.0,0,C,0
5736,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,41760,108.75,4.0,5.0,11,B,150
5737,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,41760,108.75,4.0,9.0,3,D#,270
5741,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,41856,109.0,4.0,5.0,11,B,150
5742,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,41856,109.0,5.0,0.0,0,C,0
5743,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,41856,109.0,4.0,9.0,3,D#,270
5747,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,41952,109.25,4.0,5.0,11,B,150
5748,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,41952,109.25,4.0,9.0,3,D#,270
5749,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,41952,109.25,5.0,0.0,0,C,0
5753,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,42048,109.5,4.0,5.0,11,B,150
5754,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,42048,109.5,5.0,0.0,0,C,0
5755,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,42048,109.5,4.0,9.0,3,D#,270
5759,0.0,,,,48.0,,,,,52,note_on,,100.0,48.0,100.0,42144,109.75,4.0,0.0,0,C,0
5761,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,42240,110.0,4.0,7.0,1,C#,210
5762,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,42240,110.0,5.0,0.0,0,C,0
5763,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,42240,110.0,5.0,4.0,4,E,120
5767,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,42336,110.25,5.0,4.0,4,E,120
5768,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,42336,110.25,5.0,0.0,0,C,0
5769,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,42336,110.25,4.0,7.0,1,C#,210
5773,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,42432,110.5,4.0,7.0,1,C#,210
5774,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,42432,110.5,5.0,0.0,0,C,0
5775,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,42432,110.5,5.0,4.0,4,E,120
5779,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,42528,110.75,5.0,4.0,4,E,120
5780,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,42528,110.75,4.0,7.0,1,C#,210
5781,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,42528,110.75,5.0,0.0,0,C,0
5785,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,42624,111.0,5.0,0.0,0,C,0
5786,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,42624,111.0,4.0,7.0,1,C#,210
5787,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,42624,111.0,5.0,4.0,4,E,120
5791,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,42720,111.25,5.0,0.0,0,C,0
5792,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,42720,111.25,5.0,4.0,4,E,120
5793,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,42720,111.25,4.0,7.0,1,C#,210
5797,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,42816,111.5,5.0,4.0,4,E,120
5798,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,42816,111.5,5.0,0.0,0,C,0
5799,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,42816,111.5,4.0,7.0,1,C#,210
5803,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,42912,111.75,4.0,7.0,1,C#,210
5804,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,42912,111.75,5.0,0.0,0,C,0
5805,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,42912,111.75,5.0,4.0,4,E,120
5809,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,43008,112.0,5.0,2.0,2,D,60
5810,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,43008,112.0,4.0,7.0,1,C#,210
5811,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,43008,112.0,4.0,11.0,5,F,330
5815,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,43104,112.25,4.0,11.0,5,F,330
5816,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,43104,112.25,5.0,2.0,2,D,60
5817,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,43104,112.25,4.0,7.0,1,C#,210
5821,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,43200,112.5,4.0,11.0,5,F,330
5822,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,43200,112.5,5.0,2.0,2,D,60
5823,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,43200,112.5,4.0,7.0,1,C#,210
5827,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,43296,112.75,4.0,11.0,5,F,330
5828,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,43296,112.75,5.0,2.0,2,D,60
5829,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,43296,112.75,4.0,7.0,1,C#,210
5833,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,43392,113.0,4.0,7.0,1,C#,210
5834,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,43392,113.0,4.0,11.0,5,F,330
5835,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,43392,113.0,5.0,2.0,2,D,60
5839,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,43488,113.25,5.0,2.0,2,D,60
5840,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,43488,113.25,4.0,7.0,1,C#,210
5841,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,43488,113.25,4.0,11.0,5,F,330
5845,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,43584,113.5,4.0,11.0,5,F,330
5846,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,43584,113.5,5.0,2.0,2,D,60
5847,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,43584,113.5,4.0,7.0,1,C#,210
5851,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,43680,113.75,5.0,2.0,2,D,60
5852,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,43680,113.75,4.0,7.0,1,C#,210
5853,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,43680,113.75,4.0,11.0,5,F,330
5857,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,43776,114.0,5.0,2.0,2,D,60
5858,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,43776,114.0,4.0,11.0,5,F,330
5859,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,43776,114.0,4.0,7.0,1,C#,210
5863,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,43872,114.25,4.0,11.0,5,F,330
5864,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,43872,114.25,5.0,2.0,2,D,60
5865,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,43872,114.25,4.0,7.0,1,C#,210
5869,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,43968,114.5,4.0,7.0,1,C#,210
5870,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,43968,114.5,4.0,11.0,5,F,330
5871,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,43968,114.5,5.0,2.0,2,D,60
5875,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,44064,114.75,4.0,11.0,5,F,330
5876,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,44064,114.75,4.0,7.0,1,C#,210
5877,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,44064,114.75,5.0,2.0,2,D,60
5881,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,44160,115.0,4.0,7.0,1,C#,210
5882,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,44160,115.0,4.0,11.0,5,F,330
5883,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,44160,115.0,5.0,2.0,2,D,60
5887,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,44256,115.25,5.0,2.0,2,D,60
5888,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,44256,115.25,4.0,7.0,1,C#,210
5889,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,44256,115.25,4.0,11.0,5,F,330
5893,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,44352,115.5,4.0,7.0,1,C#,210
5894,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,44352,115.5,5.0,2.0,2,D,60
5895,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,44352,115.5,4.0,11.0,5,F,330
5899,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,44448,115.75,4.0,11.0,5,F,330
5900,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,44448,115.75,4.0,7.0,1,C#,210
5901,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,44448,115.75,5.0,2.0,2,D,60
5905,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,44544,116.0,5.0,0.0,0,C,0
5906,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,44544,116.0,4.0,9.0,3,D#,270
5907,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,44544,116.0,4.0,5.0,11,B,150
5911,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,44640,116.25,4.0,5.0,11,B,150
5912,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,44640,116.25,4.0,9.0,3,D#,270
5913,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,44640,116.25,5.0,0.0,0,C,0
5917,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,44736,116.5,5.0,0.0,0,C,0
5918,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,44736,116.5,4.0,9.0,3,D#,270
5919,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,44736,116.5,4.0,5.0,11,B,150
5923,0.0,,,,57.0,,,,,52,note_on,,100.0,57.0,100.0,44832,116.75,4.0,9.0,3,D#,270
5924,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,44832,116.75,5.0,0.0,0,C,0
5925,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,44832,116.75,4.0,5.0,11,B,150
5929,0.0,,,,57.0,,,,,52,note_on,,100.0,57.0,100.0,44928,117.0,4.0,9.0,3,D#,270
5930,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,44928,117.0,5.0,0.0,0,C,0
5931,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,44928,117.0,4.0,5.0,11,B,150
5935,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,45024,117.25,4.0,5.0,11,B,150
5936,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,45024,117.25,4.0,9.0,3,D#,270
5937,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,45024,117.25,5.0,0.0,0,C,0
5941,0.0,,,,57.0,,,,,52,note_on,,100.0,57.0,100.0,45120,117.5,4.0,9.0,3,D#,270
5942,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,45120,117.5,5.0,0.0,0,C,0
5943,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,45120,117.5,4.0,5.0,11,B,150
5947,0.0,,,,48.0,,,,,52,note_on,,100.0,48.0,100.0,45216,117.75,4.0,0.0,0,C,0
5949,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,45312,118.0,5.0,4.0,4,E,120
5950,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,45312,118.0,5.0,0.0,0,C,0
5951,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,45312,118.0,4.0,7.0,1,C#,210
5955,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,45408,118.25,5.0,4.0,4,E,120
5956,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,45408,118.25,5.0,0.0,0,C,0
5957,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,45408,118.25,4.0,7.0,1,C#,210
5961,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,45504,118.5,5.0,4.0,4,E,120
5962,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,45504,118.5,4.0,7.0,1,C#,210
5963,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,45504,118.5,5.0,0.0,0,C,0
5967,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,45600,118.75,5.0,0.0,0,C,0
5968,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,45600,118.75,4.0,7.0,1,C#,210
5969,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,45600,118.75,5.0,4.0,4,E,120
5973,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,45696,119.0,4.0,7.0,1,C#,210
5974,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,45696,119.0,5.0,4.0,4,E,120
5975,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,45696,119.0,5.0,0.0,0,C,0
5979,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,45792,119.25,4.0,7.0,1,C#,210
5980,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,45792,119.25,5.0,4.0,4,E,120
5981,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,45792,119.25,5.0,0.0,0,C,0
5985,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,45888,119.5,4.0,7.0,1,C#,210
5986,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,45888,119.5,5.0,0.0,0,C,0
5987,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,45888,119.5,5.0,4.0,4,E,120
5991,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,45984,119.75,5.0,4.0,4,E,120
5992,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,45984,119.75,4.0,7.0,1,C#,210
5993,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,45984,119.75,5.0,0.0,0,C,0
5997,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,46080,120.0,5.0,2.0,2,D,60
5998,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,46080,120.0,4.0,7.0,1,C#,210
5999,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,46080,120.0,4.0,11.0,5,F,330
6003,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,46176,120.25,4.0,7.0,1,C#,210
6004,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,46176,120.25,5.0,2.0,2,D,60
6005,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,46176,120.25,4.0,11.0,5,F,330
6009,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,46272,120.5,4.0,7.0,1,C#,210
6010,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,46272,120.5,5.0,2.0,2,D,60
6011,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,46272,120.5,4.0,11.0,5,F,330
6015,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,46368,120.75,4.0,7.0,1,C#,210
6016,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,46368,120.75,5.0,2.0,2,D,60
6017,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,46368,120.75,4.0,11.0,5,F,330
6021,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,46464,121.0,4.0,11.0,5,F,330
6022,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,46464,121.0,5.0,2.0,2,D,60
6023,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,46464,121.0,4.0,7.0,1,C#,210
6027,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,46560,121.25,4.0,7.0,1,C#,210
6028,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,46560,121.25,4.0,11.0,5,F,330
6029,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,46560,121.25,5.0,2.0,2,D,60
6033,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,46656,121.5,5.0,2.0,2,D,60
6034,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,46656,121.5,4.0,7.0,1,C#,210
6035,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,46656,121.5,4.0,11.0,5,F,330
6039,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,46752,121.75,4.0,7.0,1,C#,210
6040,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,46752,121.75,5.0,2.0,2,D,60
6041,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,46752,121.75,4.0,11.0,5,F,330
6045,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,46848,122.0,4.0,7.0,1,C#,210
6046,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,46848,122.0,4.0,11.0,5,F,330
6047,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,46848,122.0,5.0,2.0,2,D,60
6051,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,46944,122.25,4.0,11.0,5,F,330
6052,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,46944,122.25,4.0,7.0,1,C#,210
6053,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,46944,122.25,5.0,2.0,2,D,60
6057,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,47040,122.5,5.0,2.0,2,D,60
6058,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,47040,122.5,4.0,11.0,5,F,330
6059,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,47040,122.5,4.0,7.0,1,C#,210
6063,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,47136,122.75,4.0,7.0,1,C#,210
6064,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,47136,122.75,4.0,11.0,5,F,330
6065,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,47136,122.75,5.0,2.0,2,D,60
6069,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,47232,123.0,5.0,2.0,2,D,60
6070,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,47232,123.0,4.0,7.0,1,C#,210
6071,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,47232,123.0,4.0,11.0,5,F,330
6075,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,47328,123.25,5.0,2.0,2,D,60
6076,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,47328,123.25,4.0,11.0,5,F,330
6077,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,47328,123.25,4.0,7.0,1,C#,210
6081,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,47424,123.5,4.0,11.0,5,F,330
6082,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,47424,123.5,4.0,7.0,1,C#,210
6083,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,47424,123.5,5.0,2.0,2,D,60
6087,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,47520,123.75,4.0,11.0,5,F,330
6088,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,47520,123.75,5.0,2.0,2,D,60
6089,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,47520,123.75,4.0,7.0,1,C#,210
6093,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,47616,124.0,4.0,5.0,11,B,150
6094,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,47616,124.0,5.0,0.0,0,C,0
6095,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,47616,124.0,4.0,9.0,3,D#,270
6099,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,47712,124.25,4.0,5.0,11,B,150
6100,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,47712,124.25,4.0,9.0,3,D#,270
6101,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,47712,124.25,5.0,0.0,0,C,0
6105,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,47808,124.5,4.0,5.0,11,B,150
6106,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,47808,124.5,4.0,9.0,3,D#,270
6107,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,47808,124.5,5.0,0.0,0,C,0
6111,0.0,,,,57.0,,,,,52,note_on,,100.0,57.0,100.0,47904,124.75,4.0,9.0,3,D#,270
6112,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,47904,124.75,4.0,5.0,11,B,150
6113,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,47904,124.75,5.0,0.0,0,C,0
6117,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,48000,125.0,4.0,5.0,11,B,150
6118,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,48000,125.0,4.0,9.0,3,D#,270
6119,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,48000,125.0,5.0,0.0,0,C,0
6123,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,48096,125.25,4.0,5.0,11,B,150
6124,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,48096,125.25,5.0,0.0,0,C,0
6125,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,48096,125.25,4.0,9.0,3,D#,270
6129,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,48192,125.5,4.0,5.0,11,B,150
6130,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,48192,125.5,4.0,9.0,3,D#,270
6131,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,48192,125.5,5.0,0.0,0,C,0
6135,0.0,,,,48.0,,,,,52,note_on,,100.0,48.0,100.0,48288,125.75,4.0,0.0,0,C,0
6137,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,48384,126.0,5.0,4.0,4,E,120
6138,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,48384,126.0,5.0,0.0,0,C,0
6139,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,48384,126.0,4.0,7.0,1,C#,210
6143,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,48480,126.25,5.0,0.0,0,C,0
6144,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,48480,126.25,4.0,7.0,1,C#,210
6145,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,48480,126.25,5.0,4.0,4,E,120
6149,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,48576,126.5,5.0,0.0,0,C,0
6150,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,48576,126.5,5.0,4.0,4,E,120
6151,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,48576,126.5,4.0,7.0,1,C#,210
6155,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,48672,126.75,5.0,4.0,4,E,120
6156,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,48672,126.75,4.0,7.0,1,C#,210
6157,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,48672,126.75,5.0,0.0,0,C,0
