,channel,control,data,name,note,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
6161,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,48768,127.0,5.0,0.0,0,C,0
6162,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,48768,127.0,4.0,7.0,1,C#,210
6163,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,48768,127.0,5.0,4.0,4,E,120
6167,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,48864,127.25,4.0,7.0,1,C#,210
6168,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,48864,127.25,5.0,0.0,0,C,0
6169,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,48864,127.25,5.0,4.0,4,E,120
6173,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,48960,127.5,4.0,7.0,1,C#,210
6174,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,48960,127.5,5.0,4.0,4,E,120
6175,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,48960,127.5,5.0,0.0,0,C,0
6179,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,49056,127.75,5.0,4.0,4,E,120
6180,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,49056,127.75,5.0,0.0,0,C,0
6181,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49056,127.75,4.0,7.0,1,C#,210
6185,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,49152,128.0,5.0,2.0,2,D,60
6186,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49152,128.0,4.0,7.0,1,C#,210
6187,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,49152,128.0,4.0,11.0,5,F,330
6191,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,49248,128.25,5.0,2.0,2,D,60
6192,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,49248,128.25,4.0,11.0,5,F,330
6193,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49248,128.25,4.0,7.0,1,C#,210
6197,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,49344,128.5,5.0,2.0,2,D,60
6198,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49344,128.5,4.0,7.0,1,C#,210
6199,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,49344,128.5,4.0,11.0,5,F,330
6203,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,49440,128.75,5.0,2.0,2,D,60
6204,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49440,128.75,4.0,7.0,1,C#,210
6205,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,49440,128.75,4.0,11.0,5,F,330
6209,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,49536,129.0,4.0,11.0,5,F,330
6210,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49536,129.0,4.0,7.0,1,C#,210
6211,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,49536,129.0,5.0,2.0,2,D,60
6215,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,49632,129.25,4.0,11.0,5,F,330
6216,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49632,129.25,4.0,7.0,1,C#,210
6217,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,49632,129.25,5.0,2.0,2,D,60
6221,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,49728,129.5,4.0,7.0,1,C#,210
6222,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,49728,129.5,4.0,11.0,5,F,330
6223,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,49728,129.5,5.0,2.0,2,D,60
6227,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,49824,129.75,5.0,2.0,2,D,60
6228,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49824,129.75,4.0,7.0,1,C#,210
6229,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,49824,129.75,4.0,11.0,5,F,330
6233,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,49920,130.0,4.0,11.0,5,F,330
6234,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,49920,130.0,4.0,7.0,1,C#,210
6235,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,49920,130.0,5.0,2.0,2,D,60
6239,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,50016,130.25,4.0,7.0,1,C#,210
6240,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,50016,130.25,5.0,2.0,2,D,60
6241,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,50016,130.25,4.0,11.0,5,F,330
6245,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,50112,130.5,4.0,11.0,5,F,330
6246,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,50112,130.5,4.0,7.0,1,C#,210
6247,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,50112,130.5,5.0,2.0,2,D,60
6251,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,50208,130.75,5.0,2.0,2,D,60
6252,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,50208,130.75,4.0,11.0,5,F,330
6253,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,50208,130.75,4.0,7.0,1,C#,210
6257,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,50304,131.0,4.0,7.0,1,C#,210
6258,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,50304,131.0,5.0,2.0,2,D,60
6259,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,50304,131.0,4.0,11.0,5,F,330
6263,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,50400,131.25,4.0,7.0,1,C#,210
6264,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,50400,131.25,5.0,2.0,2,D,60
6265,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,50400,131.25,4.0,11.0,5,F,330
6269,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,50496,131.5,4.0,11.0,5,F,330
6270,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,50496,131.5,4.0,7.0,1,C#,210
6271,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,50496,131.5,5.0,2.0,2,D,60
6275,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,50592,131.75,4.0,7.0,1,C#,210
6276,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,50592,131.75,4.0,11.0,5,F,330
6277,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,50592,131.75,5.0,2.0,2,D,60
6281,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,50688,132.0,4.0,5.0,11,B,150
6282,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,50688,132.0,5.0,0.0,0,C,0
6283,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,50688,132.0,4.0,9.0,3,D#,270
6287,0.0,,,,57.0,,,,,52,note_on,,100.0,57.0,100.0,50784,132.25,4.0,9.0,3,D#,270
6288,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,50784,132.25,5.0,0.0,0,C,0
6289,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,50784,132.25,4.0,5.0,11,B,150
6293,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,50880,132.5,4.0,5.0,11,B,150
6294,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,50880,132.5,4.0,9.0,3,D#,270
6295,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,50880,132.5,5.0,0.0,0,C,0
6299,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,50976,132.75,5.0,0.0,0,C,0
6300,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,50976,132.75,4.0,9.0,3,D#,270
6301,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,50976,132.75,4.0,5.0,11,B,150
6305,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,51072,133.0,5.0,0.0,0,C,0
6306,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,51072,133.0,4.0,9.0,3,D#,270
6307,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,51072,133.0,4.0,5.0,11,B,150
6311,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,51168,133.25,5.0,0.0,0,C,0
6312,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,51168,133.25,4.0,9.0,3,D#,270
6313,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,51168,133.25,4.0,5.0,11,B,150
6317,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,51264,133.5,5.0,0.0,0,C,0
6318,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,51264,133.5,4.0,9.0,3,D#,270
6319,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,51264,133.5,4.0,5.0,11,B,150
6323,0.0,,,,48.0,,,,,52,note_on,,100.0,48.0,100.0,51360,133.75,4.0,0.0,0,C,0
6325,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,51456,134.0,5.0,0.0,0,C,0
6326,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,51456,134.0,4.0,7.0,1,C#,210
6327,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,51456,134.0,5.0,4.0,4,E,120
6331,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,51552,134.25,5.0,0.0,0,C,0
6332,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,51552,134.25,5.0,4.0,4,E,120
6333,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,51552,134.25,4.0,7.0,1,C#,210
6337,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,51648,134.5,4.0,7.0,1,C#,210
6338,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,51648,134.5,5.0,0.0,0,C,0
6339,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,51648,134.5,5.0,4.0,4,E,120
6343,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,51744,134.75,4.0,7.0,1,C#,210
6344,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,51744,134.75,5.0,0.0,0,C,0
6345,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,51744,134.75,5.0,4.0,4,E,120
6349,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,51840,135.0,4.0,7.0,1,C#,210
6350,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,51840,135.0,5.0,0.0,0,C,0
6351,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,51840,135.0,5.0,4.0,4,E,120
6355,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,51936,135.25,4.0,7.0,1,C#,210
6356,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,51936,135.25,5.0,4.0,4,E,120
6357,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,51936,135.25,5.0,0.0,0,C,0
6361,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,52032,135.5,5.0,0.0,0,C,0
6362,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,52032,135.5,4.0,7.0,1,C#,210
6363,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,52032,135.5,5.0,4.0,4,E,120
6367,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,52128,135.75,5.0,0.0,0,C,0
6368,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,52128,135.75,4.0,7.0,1,C#,210
6369,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,52128,135.75,5.0,4.0,4,E,120
6373,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,52224,136.0,4.0,7.0,1,C#,210
6374,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,52224,136.0,5.0,2.0,2,D,60
6375,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,52224,136.0,4.0,11.0,5,F,330
6379,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,52320,136.25,4.0,7.0,1,C#,210
6380,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,52320,136.25,5.0,2.0,2,D,60
6381,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,52320,136.25,4.0,11.0,5,F,330
6385,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,52416,136.5,4.0,11.0,5,F,330
6386,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,52416,136.5,5.0,2.0,2,D,60
6387,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,52416,136.5,4.0,7.0,1,C#,210
6391,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,52512,136.75,4.0,11.0,5,F,330
6392,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,52512,136.75,5.0,2.0,2,D,60
6393,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,52512,136.75,4.0,7.0,1,C#,210
6397,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,52608,137.0,5.0,2.0,2,D,60
6398,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,52608,137.0,4.0,7.0,1,C#,210
6399,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,52608,137.0,4.0,11.0,5,F,330
6403,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,52704,137.25,4.0,7.0,1,C#,210
6404,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,52704,137.25,5.0,2.0,2,D,60
6405,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,52704,137.25,4.0,11.0,5,F,330
6409,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,52800,137.5,4.0,11.0,5,F,330
6410,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,52800,137.5,5.0,2.0,2,D,60
6411,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,52800,137.5,4.0,7.0,1,C#,210
6415,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,52896,137.75,5.0,2.0,2,D,60
6416,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,52896,137.75,4.0,7.0,1,C#,210
6417,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,52896,137.75,4.0,11.0,5,F,330
6421,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,52992,138.0,4.0,11.0,5,F,330
6422,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,52992,138.0,5.0,2.0,2,D,60
6423,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,52992,138.0,4.0,7.0,1,C#,210
6427,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,53088,138.25,5.0,2.0,2,D,60
6428,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,53088,138.25,4.0,11.0,5,F,330
6429,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,53088,138.25,4.0,7.0,1,C#,210
6433,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,53184,138.5,4.0,7.0,1,C#,210
6434,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,53184,138.5,5.0,2.0,2,D,60
6435,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,53184,138.5,4.0,11.0,5,F,330
6439,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,53280,138.75,4.0,11.0,5,F,330
6440,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,53280,138.75,5.0,2.0,2,D,60
6441,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,53280,138.75,4.0,7.0,1,C#,210
6445,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,53376,139.0,4.0,7.0,1,C#,210
6446,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,53376,139.0,4.0,11.0,5,F,330
6447,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,53376,139.0,5.0,2.0,2,D,60
6451,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,53472,139.25,4.0,7.0,1,C#,210
6452,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,53472,139.25,4.0,11.0,5,F,330
6453,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,53472,139.25,5.0,2.0,2,D,60
6457,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,53568,139.5,4.0,7.0,1,C#,210
6458,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,53568,139.5,4.0,11.0,5,F,330
6459,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,53568,139.5,5.0,2.0,2,D,60
6463,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,53664,139.75,4.0,7.0,1,C#,210
6464,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,53664,139.75,5.0,2.0,2,D,60
6465,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,53664,139.75,4.0,11.0,5,F,330
6469,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,53760,140.0,4.0,5.0,11,B,150
6470,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,53760,140.0,4.0,9.0,3,D#,270
6471,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,53760,140.0,5.0,0.0,0,C,0
6475,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,53856,140.25,5.0,0.0,0,C,0
6476,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,53856,140.25,4.0,5.0,11,B,150
6477,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,53856,140.25,4.0,9.0,3,D#,270
6481,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,53952,140.5,5.0,0.0,0,C,0
6482,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,53952,140.5,4.0,5.0,11,B,150
6483,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,53952,140.5,4.0,9.0,3,D#,270
6487,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,54048,140.75,5.0,0.0,0,C,0
6488,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,54048,140.75,4.0,9.0,3,D#,270
6489,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,54048,140.75,4.0,5.0,11,B,150
6493,0.0,,,,57.0,,,,,52,note_on,,100.0,57.0,100.0,54144,141.0,4.0,9.0,3,D#,270
6494,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,54144,141.0,4.0,5.0,11,B,150
6495,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,54144,141.0,5.0,0.0,0,C,0
6499,0.0,,,,53.0,,,,,52,note_on,,100.0,53.0,100.0,54240,141.25,4.0,5.0,11,B,150
6500,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,54240,141.25,5.0,0.0,0,C,0
6501,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,54240,141.25,4.0,9.0,3,D#,270
6505,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,54336,141.5,5.0,0.0,0,C,0
6506,0.0,,,,57.0,,,,,0,note_on,,100.0,57.0,100.0,54336,141.5,4.0,9.0,3,D#,270
6507,0.0,,,,53.0,,,,,0,note_on,,100.0,53.0,100.0,54336,141.5,4.0,5.0,11,B,150
6511,0.0,,,,48.0,,,,,52,note_on,,100.0,48.0,100.0,54432,141.75,4.0,0.0,0,C,0
6513,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,54528,142.0,5.0,4.0,4,E,120
6514,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,54528,142.0,4.0,7.0,1,C#,210
6515,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,54528,142.0,5.0,0.0,0,C,0
6519,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,54624,142.25,5.0,0.0,0,C,0
6520,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,54624,142.25,4.0,7.0,1,C#,210
6521,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,54624,142.25,5.0,4.0,4,E,120
6525,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,54720,142.5,5.0,4.0,4,E,120
6526,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,54720,142.5,4.0,7.0,1,C#,210
6527,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,54720,142.5,5.0,0.0,0,C,0
6531,0.0,,,,64.0,,,,,52,note_on,,100.0,64.0,100.0,54816,142.75,5.0,4.0,4,E,120
6532,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,54816,142.75,4.0,7.0,1,C#,210
6533,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,54816,142.75,5.0,0.0,0,C,0
6537,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,54912,143.0,5.0,0.0,0,C,0
6538,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,54912,143.0,5.0,4.0,4,E,120
6539,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,54912,143.0,4.0,7.0,1,C#,210
6543,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,55008,143.25,5.0,0.0,0,C,0
6544,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,55008,143.25,5.0,4.0,4,E,120
6545,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,55008,143.25,4.0,7.0,1,C#,210
6549,0.0,,,,60.0,,,,,52,note_on,,100.0,60.0,100.0,55104,143.5,5.0,0.0,0,C,0
6550,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,55104,143.5,5.0,4.0,4,E,120
6551,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,55104,143.5,4.0,7.0,1,C#,210
6555,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,55200,143.75,4.0,7.0,1,C#,210
6556,0.0,,,,60.0,,,,,0,note_on,,100.0,60.0,100.0,55200,143.75,5.0,0.0,0,C,0
6557,0.0,,,,64.0,,,,,0,note_on,,100.0,64.0,100.0,55200,143.75,5.0,4.0,4,E,120
6561,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,55296,144.0,4.0,11.0,5,F,330
6562,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,55296,144.0,5.0,2.0,2,D,60
6563,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,55296,144.0,4.0,7.0,1,C#,210
6567,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,55392,144.25,4.0,11.0,5,F,330
6568,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,55392,144.25,5.0,2.0,2,D,60
6569,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,55392,144.25,4.0,7.0,1,C#,210
6573,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,55488,144.5,4.0,11.0,5,F,330
6574,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,55488,144.5,4.0,7.0,1,C#,210
6575,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,55488,144.5,5.0,2.0,2,D,60
6579,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,55584,144.75,4.0,11.0,5,F,330
6580,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,55584,144.75,5.0,2.0,2,D,60
6581,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,55584,144.75,4.0,7.0,1,C#,210
6585,0.0,,,,55.0,,,,,52,note_on,,100.0,55.0,100.0,55680,145.0,4.0,7.0,1,C#,210
6586,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,55680,145.0,5.0,2.0,2,D,60
6587,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,55680,145.0,4.0,11.0,5,F,330
6591,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,55776,145.25,4.0,11.0,5,F,330
6592,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,55776,145.25,4.0,7.0,1,C#,210
6593,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,55776,145.25,5.0,2.0,2,D,60
6597,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,55872,145.5,5.0,2.0,2,D,60
6598,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,55872,145.5,4.0,7.0,1,C#,210
6599,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,55872,145.5,4.0,11.0,5,F,330
6603,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,55968,145.75,4.0,11.0,5,F,330
6604,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,55968,145.75,4.0,7.0,1,C#,210
6605,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,55968,145.75,5.0,2.0,2,D,60
6609,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,56064,146.0,4.0,11.0,5,F,330
6610,0.0,,,,62.0,,,,,0,note_on,,100.0,62.0,100.0,56064,146.0,5.0,2.0,2,D,60
6611,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,56064,146.0,4.0,7.0,1,C#,210
6615,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,56160,146.25,5.0,2.0,2,D,60
6616,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,56160,146.25,4.0,7.0,1,C#,210
6617,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,56160,146.25,4.0,11.0,5,F,330
6621,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,56256,146.5,5.0,2.0,2,D,60
6622,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,56256,146.5,4.0,7.0,1,C#,210
6623,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,56256,146.5,4.0,11.0,5,F,330
6627,0.0,,,,62.0,,,,,52,note_on,,100.0,62.0,100.0,56352,146.75,5.0,2.0,2,D,60
6628,0.0,,,,59.0,,,,,0,note_on,,100.0,59.0,100.0,56352,146.75,4.0,11.0,5,F,330
6629,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,56352,146.75,4.0,7.0,1,C#,210
6633,0.0,,,,59.0,,,,,52,note_on,,100.0,59.0,100.0,56448,147.0,4.0,11.0,5,F,330
6634,0.0,,,,55.0,,,,,0,note_on,,100.0,55.0,100.0,56448,147.0,4.0,7.0,1,C#,210
