,channel,clocks_per_click,control,denominator,key,name,notated_32nd_notes_per_beat,note,numerator,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
7915,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,248285,1034.5208333333333,4.0,7.0,1,C#,210
7916,3.0,,,,,,,59.0,,,,1,note_on,,70.0,59.0,70.0,248286,1034.525,4.0,11.0,5,F,330
7917,3.0,,,,,,,67.0,,,,1,note_on,,70.0,67.0,70.0,248287,1034.5291666666667,5.0,7.0,1,C#,210
7921,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,248400,1035.0,4.0,7.0,1,C#,210
7922,3.0,,,,,,,59.0,,,,4,note_on,,70.0,59.0,70.0,248404,1035.0166666666667,4.0,11.0,5,F,330
7923,3.0,,,,,,,67.0,,,,3,note_on,,70.0,67.0,70.0,248407,1035.0291666666667,5.0,7.0,1,C#,210
7930,3.0,,,,,,,43.0,,,,0,note_on,,70.0,43.0,70.0,248460,1035.25,3.0,7.0,1,C#,210
7931,3.0,,,,,,,47.0,,,,2,note_on,,70.0,47.0,70.0,248462,1035.2583333333332,3.0,11.0,5,F,330
7932,3.0,,,,,,,50.0,,,,2,note_on,,70.0,50.0,70.0,248464,1035.2666666666667,4.0,2.0,2,D,60
7933,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,248465,1035.2708333333333,4.0,7.0,1,C#,210
7934,3.0,,,,,,,59.0,,,,1,note_on,,70.0,59.0,70.0,248466,1035.275,4.0,11.0,5,F,330
7935,3.0,,,,,,,67.0,,,,1,note_on,,70.0,67.0,70.0,248467,1035.2791666666667,5.0,7.0,1,C#,210
7939,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,248580,1035.75,4.0,7.0,1,C#,210
7940,3.0,,,,,,,59.0,,,,4,note_on,,70.0,59.0,70.0,248584,1035.7666666666667,4.0,11.0,5,F,330
7941,3.0,,,,,,,67.0,,,,3,note_on,,70.0,67.0,70.0,248587,1035.7791666666667,5.0,7.0,1,C#,210
7948,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,248640,1036.0,4.0,0.0,0,C,0
7949,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,248644,1036.0166666666667,4.0,4.0,4,E,120
7950,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,248645,1036.0208333333333,4.0,7.0,1,C#,210
7951,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,248646,1036.025,5.0,0.0,0,C,0
7952,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,248647,1036.0291666666667,5.0,4.0,4,E,120
7956,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,248760,1036.5,4.0,7.0,1,C#,210
7957,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,248764,1036.5166666666667,5.0,0.0,0,C,0
7958,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,248767,1036.5291666666667,5.0,4.0,4,E,120
7964,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,248820,1036.75,4.0,0.0,0,C,0
7965,3.0,,,,,,,52.0,,,,4,note_on,,70.0,52.0,70.0,248824,1036.7666666666667,4.0,4.0,4,E,120
7966,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,248825,1036.7708333333333,4.0,7.0,1,C#,210
7967,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,248826,1036.775,5.0,0.0,0,C,0
7968,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,248827,1036.7791666666667,5.0,4.0,4,E,120
7972,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,248940,1037.25,4.0,7.0,1,C#,210
7973,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,248944,1037.2666666666667,5.0,0.0,0,C,0
7974,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,248947,1037.2791666666667,5.0,4.0,4,E,120
7980,3.0,,,,,,,43.0,,,,0,note_on,,70.0,43.0,70.0,249000,1037.5,3.0,7.0,1,C#,210
7981,3.0,,,,,,,47.0,,,,2,note_on,,70.0,47.0,70.0,249002,1037.5083333333332,3.0,11.0,5,F,330
7982,3.0,,,,,,,50.0,,,,2,note_on,,70.0,50.0,70.0,249004,1037.5166666666667,4.0,2.0,2,D,60
7983,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,249005,1037.5208333333333,4.0,7.0,1,C#,210
7984,3.0,,,,,,,59.0,,,,1,note_on,,70.0,59.0,70.0,249006,1037.525,4.0,11.0,5,F,330
7985,3.0,,,,,,,67.0,,,,1,note_on,,70.0,67.0,70.0,249007,1037.5291666666667,5.0,7.0,1,C#,210
7989,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,249120,1038.0,4.0,7.0,1,C#,210
7990,3.0,,,,,,,59.0,,,,4,note_on,,70.0,59.0,70.0,249124,1038.0166666666667,4.0,11.0,5,F,330
7991,3.0,,,,,,,67.0,,,,3,note_on,,70.0,67.0,70.0,249127,1038.0291666666667,5.0,7.0,1,C#,210
7998,3.0,,,,,,,43.0,,,,0,note_on,,70.0,43.0,70.0,249180,1038.25,3.0,7.0,1,C#,210
7999,3.0,,,,,,,47.0,,,,2,note_on,,70.0,47.0,70.0,249182,1038.2583333333332,3.0,11.0,5,F,330
8000,3.0,,,,,,,50.0,,,,2,note_on,,70.0,50.0,70.0,249184,1038.2666666666667,4.0,2.0,2,D,60
8001,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,249185,1038.2708333333333,4.0,7.0,1,C#,210
8002,3.0,,,,,,,59.0,,,,1,note_on,,70.0,59.0,70.0,249186,1038.275,4.0,11.0,5,F,330
8003,3.0,,,,,,,67.0,,,,1,note_on,,70.0,67.0,70.0,249187,1038.2791666666667,5.0,7.0,1,C#,210
8007,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,249300,1038.75,4.0,7.0,1,C#,210
8008,3.0,,,,,,,59.0,,,,4,note_on,,70.0,59.0,70.0,249304,1038.7666666666667,4.0,11.0,5,F,330
8009,3.0,,,,,,,67.0,,,,3,note_on,,70.0,67.0,70.0,249307,1038.7791666666667,5.0,7.0,1,C#,210
8016,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,249360,1039.0,4.0,0.0,0,C,0
8017,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,249362,1039.0083333333332,4.0,4.0,4,E,120
8018,3.0,,,,,,,55.0,,,,2,note_on,,70.0,55.0,70.0,249364,1039.0166666666667,4.0,7.0,1,C#,210
8019,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,249365,1039.0208333333333,5.0,0.0,0,C,0
8020,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,249366,1039.025,5.0,4.0,4,E,120
8024,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,249480,1039.5,4.0,7.0,1,C#,210
8025,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,249484,1039.5166666666667,5.0,0.0,0,C,0
8026,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,249487,1039.5291666666667,5.0,4.0,4,E,120
8032,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,249540,1039.75,4.0,0.0,0,C,0
8033,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,249542,1039.7583333333332,4.0,4.0,4,E,120
8034,3.0,,,,,,,55.0,,,,2,note_on,,70.0,55.0,70.0,249544,1039.7666666666667,4.0,7.0,1,C#,210
8035,3.0,,,,,,,60.0,,,,1,note_on,,70.0,60.0,70.0,249545,1039.7708333333333,5.0,0.0,0,C,0
8036,3.0,,,,,,,64.0,,,,1,note_on,,70.0,64.0,70.0,249546,1039.775,5.0,4.0,4,E,120
8039,3.0,,,,,,,64.0,,,,0,note_on,,100.0,64.0,100.0,249600,1040.0,5.0,4.0,4,E,120
8040,3.0,,,,,,,60.0,,,,4,note_on,,100.0,60.0,100.0,249604,1040.0166666666667,5.0,0.0,0,C,0
8041,3.0,,,,,,,55.0,,,,3,note_on,,100.0,55.0,100.0,249607,1040.0291666666667,4.0,7.0,1,C#,210
8046,3.0,,,,,,,55.0,,,,0,note_on,,70.0,55.0,70.0,249660,1040.25,4.0,7.0,1,C#,210
8047,3.0,,,,,,,60.0,,,,4,note_on,,70.0,60.0,70.0,249664,1040.2666666666667,5.0,0.0,0,C,0
8048,3.0,,,,,,,64.0,,,,3,note_on,,70.0,64.0,70.0,249667,1040.2791666666667,5.0,4.0,4,E,120
8054,3.0,,,,,,,48.0,,,,0,note_on,,70.0,48.0,70.0,249720,1040.5,4.0,0.0,0,C,0
8055,3.0,,,,,,,52.0,,,,2,note_on,,70.0,52.0,70.0,249722,1040.5083333333332,4.0,4.0,4,E,120
8056,3.0,,,,,,,55.0,,,,1,note_on,,70.0,55.0,70.0,249723,1040.5125,4.0,7.0,1,C#,210
8057,3.0,,,,,,,60.0,,,,2,note_on,,70.0,60.0,70.0,249725,1040.5208333333333,5.0,0.0,0,C,0
8058,3.0,,,,,,,64.0,,,,2,note_on,,70.0,64.0,70.0,249727,1040.5291666666667,5.0,4.0,4,E,120
8067,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,250020,1041.75,4.0,0.0,0,C,0
8069,4.0,,,,,,,47.0,,,,5,note_on,,76.0,47.0,76.0,250325,1043.0208333333333,3.0,11.0,5,F,330
8071,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,250385,1043.2708333333333,3.0,9.0,3,D#,270
8073,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,250685,1044.5208333333333,3.0,11.0,5,F,330
8075,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,250745,1044.7708333333333,4.0,0.0,0,C,0
8077,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,251045,1046.0208333333333,3.0,11.0,5,F,330
8079,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,251105,1046.2708333333333,3.0,9.0,3,D#,270
8081,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,251405,1047.5208333333333,3.0,11.0,5,F,330
8083,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,251465,1047.7708333333333,4.0,0.0,0,C,0
8085,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,251765,1049.0208333333333,3.0,11.0,5,F,330
8087,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,251825,1049.2708333333333,3.0,9.0,3,D#,270
8089,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,252125,1050.5208333333333,3.0,11.0,5,F,330
8091,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,252185,1050.7708333333333,4.0,0.0,0,C,0
8093,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,252485,1052.0208333333333,3.0,11.0,5,F,330
8095,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,252545,1052.2708333333333,3.0,9.0,3,D#,270
8097,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,252845,1053.5208333333333,3.0,11.0,5,F,330
8099,4.0,,,,,,,41.0,,,,0,note_on,,76.0,41.0,76.0,252905,1053.7708333333333,3.0,5.0,11,B,150
8101,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,253205,1055.0208333333333,3.0,9.0,3,D#,270
8103,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,253265,1055.2708333333333,3.0,7.0,1,C#,210
8105,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,253565,1056.5208333333333,3.0,11.0,5,F,330
8107,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,253625,1056.7708333333333,4.0,0.0,0,C,0
8109,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,253925,1058.0208333333333,3.0,11.0,5,F,330
8111,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,253985,1058.2708333333333,3.0,7.0,1,C#,210
8113,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,254285,1059.5208333333333,3.0,11.0,5,F,330
8115,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,254345,1059.7708333333333,4.0,0.0,0,C,0
8117,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,254645,1061.0208333333333,3.0,11.0,5,F,330
8119,4.0,,,,,,,41.0,,,,0,note_on,,76.0,41.0,76.0,254705,1061.2708333333333,3.0,5.0,11,B,150
8121,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,254885,1062.0208333333333,3.0,7.0,1,C#,210
8123,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,255065,1062.7708333333333,3.0,9.0,3,D#,270
8125,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,255365,1064.0208333333333,3.0,11.0,5,F,330
8127,4.0,,,,,,,41.0,,,,0,note_on,,76.0,41.0,76.0,255425,1064.2708333333333,3.0,5.0,11,B,150
8129,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,255725,1065.5208333333333,3.0,9.0,3,D#,270
8131,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,255785,1065.7708333333333,3.0,7.0,1,C#,210
8133,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,256085,1067.0208333333333,3.0,11.0,5,F,330
8135,4.0,,,,,,,40.0,,,,0,note_on,,76.0,40.0,76.0,256145,1067.2708333333333,3.0,4.0,4,E,120
8137,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,256445,1068.5208333333333,3.0,11.0,5,F,330
8139,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,256505,1068.7708333333333,3.0,9.0,3,D#,270
8141,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,256805,1070.0208333333333,3.0,9.0,3,D#,270
8143,4.0,,,,,,,45.0,,,,0,note_on,,65.0,45.0,65.0,256865,1070.2708333333333,3.0,9.0,3,D#,270
8145,4.0,,,,,,,41.0,,,,180,note_on,,76.0,41.0,76.0,257225,1071.7708333333333,3.0,5.0,11,B,150
8147,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,257525,1073.0208333333333,3.0,9.0,3,D#,270
8149,4.0,,,,,,,41.0,,,,0,note_on,,76.0,41.0,76.0,257585,1073.2708333333333,3.0,5.0,11,B,150
8151,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,257885,1074.5208333333333,3.0,9.0,3,D#,270
8153,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,257945,1074.7708333333333,3.0,9.0,3,D#,270
8155,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,258245,1076.0208333333333,3.0,11.0,5,F,330
8157,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,258305,1076.2708333333333,3.0,9.0,3,D#,270
8159,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,258605,1077.5208333333333,3.0,11.0,5,F,330
8161,4.0,,,,,,,41.0,,,,0,note_on,,76.0,41.0,76.0,258665,1077.7708333333333,3.0,5.0,11,B,150
8163,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,258965,1079.0208333333333,3.0,9.0,3,D#,270
8165,4.0,,,,,,,41.0,,,,0,note_on,,76.0,41.0,76.0,259025,1079.2708333333333,3.0,5.0,11,B,150
8167,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,259325,1080.5208333333333,3.0,9.0,3,D#,270
8169,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,259385,1080.7708333333333,4.0,0.0,0,C,0
8171,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,259685,1082.0208333333333,3.0,11.0,5,F,330
8173,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,259745,1082.2708333333333,3.0,7.0,1,C#,210
8175,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,260045,1083.5208333333333,3.0,11.0,5,F,330
8177,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,260105,1083.7708333333333,4.0,0.0,0,C,0
8179,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,260405,1085.0208333333333,3.0,11.0,5,F,330
8181,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,260465,1085.2708333333333,3.0,7.0,1,C#,210
8183,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,260765,1086.5208333333333,3.0,11.0,5,F,330
8185,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,260825,1086.7708333333333,3.0,9.0,3,D#,270
8187,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,261125,1088.0208333333333,3.0,11.0,5,F,330
8189,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,261185,1088.2708333333333,4.0,0.0,0,C,0
8191,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,261485,1089.5208333333333,3.0,11.0,5,F,330
8193,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,261545,1089.7708333333333,3.0,9.0,3,D#,270
8195,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,261845,1091.0208333333333,3.0,11.0,5,F,330
8197,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,261905,1091.2708333333333,4.0,0.0,0,C,0
8199,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,262205,1092.5208333333333,3.0,11.0,5,F,330
8201,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,262265,1092.7708333333333,3.0,9.0,3,D#,270
8203,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,262565,1094.0208333333333,3.0,11.0,5,F,330
8205,4.0,,,,,,,41.0,,,,0,note_on,,76.0,41.0,76.0,262625,1094.2708333333333,3.0,5.0,11,B,150
8207,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,262925,1095.5208333333333,3.0,9.0,3,D#,270
8209,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,262985,1095.7708333333333,3.0,7.0,1,C#,210
8211,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,263285,1097.0208333333333,3.0,11.0,5,F,330
8213,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,263345,1097.2708333333333,4.0,0.0,0,C,0
8215,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,263645,1098.5208333333333,3.0,11.0,5,F,330
8217,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,263705,1098.7708333333333,3.0,7.0,1,C#,210
8219,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,264005,1100.0208333333333,3.0,11.0,5,F,330
8221,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,264065,1100.2708333333333,4.0,0.0,0,C,0
8223,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,264365,1101.5208333333333,3.0,11.0,5,F,330
8225,4.0,,,,,,,41.0,,,,0,note_on,,76.0,41.0,76.0,264425,1101.7708333333333,3.0,5.0,11,B,150
8227,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,264605,1102.5208333333333,3.0,7.0,1,C#,210
8229,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,264785,1103.2708333333333,3.0,9.0,3,D#,270
8231,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,265085,1104.5208333333333,3.0,11.0,5,F,330
8233,4.0,,,,,,,41.0,,,,0,note_on,,76.0,41.0,76.0,265145,1104.7708333333333,3.0,5.0,11,B,150
8235,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,265445,1106.0208333333333,3.0,9.0,3,D#,270
8237,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,265505,1106.2708333333333,3.0,7.0,1,C#,210
8239,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,265805,1107.5208333333333,3.0,11.0,5,F,330
8241,4.0,,,,,,,40.0,,,,0,note_on,,76.0,40.0,76.0,265865,1107.7708333333333,3.0,4.0,4,E,120
8243,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,266165,1109.0208333333333,3.0,11.0,5,F,330
8245,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,266225,1109.2708333333333,3.0,9.0,3,D#,270
8247,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,266525,1110.5208333333333,3.0,9.0,3,D#,270
8249,4.0,,,,,,,45.0,,,,0,note_on,,65.0,45.0,65.0,266585,1110.7708333333333,3.0,9.0,3,D#,270
8251,4.0,,,,,,,41.0,,,,180,note_on,,76.0,41.0,76.0,266945,1112.2708333333333,3.0,5.0,11,B,150
8253,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,267245,1113.5208333333333,3.0,9.0,3,D#,270
8255,4.0,,,,,,,41.0,,,,0,note_on,,76.0,41.0,76.0,267305,1113.7708333333333,3.0,5.0,11,B,150
8257,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,267605,1115.0208333333333,3.0,9.0,3,D#,270
8259,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,267665,1115.2708333333333,3.0,9.0,3,D#,270
8261,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,267965,1116.5208333333333,3.0,11.0,5,F,330
8263,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,268025,1116.7708333333333,3.0,9.0,3,D#,270
8265,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,268325,1118.0208333333333,3.0,11.0,5,F,330
8267,4.0,,,,,,,41.0,,,,0,note_on,,76.0,41.0,76.0,268385,1118.2708333333333,3.0,5.0,11,B,150
8269,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,268685,1119.5208333333333,3.0,9.0,3,D#,270
8271,4.0,,,,,,,41.0,,,,0,note_on,,76.0,41.0,76.0,268745,1119.7708333333333,3.0,5.0,11,B,150
8273,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,269045,1121.0208333333333,3.0,9.0,3,D#,270
8275,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,269105,1121.2708333333333,4.0,0.0,0,C,0
8277,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,269405,1122.5208333333333,3.0,11.0,5,F,330
8279,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,269465,1122.7708333333333,3.0,7.0,1,C#,210
8281,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,269765,1124.0208333333333,3.0,11.0,5,F,330
8283,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,269825,1124.2708333333333,4.0,0.0,0,C,0
8285,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,270125,1125.5208333333333,3.0,11.0,5,F,330
8287,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,270185,1125.7708333333333,3.0,7.0,1,C#,210
8289,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,270485,1127.0208333333333,3.0,11.0,5,F,330
8291,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,270545,1127.2708333333333,3.0,9.0,3,D#,270
8293,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,270845,1128.5208333333333,3.0,11.0,5,F,330
8295,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,270905,1128.7708333333333,4.0,0.0,0,C,0
8297,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,271205,1130.0208333333333,3.0,11.0,5,F,330
8299,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,271265,1130.2708333333333,3.0,9.0,3,D#,270
8301,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,271565,1131.5208333333333,3.0,11.0,5,F,330
8303,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,271625,1131.7708333333333,4.0,0.0,0,C,0
8305,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,271925,1133.0208333333333,3.0,11.0,5,F,330
8307,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,271985,1133.2708333333333,3.0,9.0,3,D#,270
8309,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,272285,1134.5208333333333,3.0,11.0,5,F,330
8311,4.0,,,,,,,41.0,,,,0,note_on,,76.0,41.0,76.0,272345,1134.7708333333333,3.0,5.0,11,B,150
8313,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,272645,1136.0208333333333,3.0,9.0,3,D#,270
8315,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,272705,1136.2708333333333,3.0,7.0,1,C#,210
8317,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,273005,1137.5208333333333,3.0,11.0,5,F,330
8319,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,273065,1137.7708333333333,4.0,0.0,0,C,0
8321,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,273365,1139.0208333333333,3.0,11.0,5,F,330
8323,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,273425,1139.2708333333333,3.0,7.0,1,C#,210
8325,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,273725,1140.5208333333333,3.0,11.0,5,F,330
8327,4.0,,,,,,,48.0,,,,0,note_on,,76.0,48.0,76.0,273785,1140.7708333333333,4.0,0.0,0,C,0
8329,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,274085,1142.0208333333333,3.0,11.0,5,F,330
8331,4.0,,,,,,,41.0,,,,0,note_on,,76.0,41.0,76.0,274145,1142.2708333333333,3.0,5.0,11,B,150
8333,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,274325,1143.0208333333333,3.0,7.0,1,C#,210
8335,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,274505,1143.7708333333333,3.0,9.0,3,D#,270
8337,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,274805,1145.0208333333333,3.0,11.0,5,F,330
8339,4.0,,,,,,,41.0,,,,0,note_on,,76.0,41.0,76.0,274865,1145.2708333333333,3.0,5.0,11,B,150
8341,4.0,,,,,,,45.0,,,,0,note_on,,76.0,45.0,76.0,275165,1146.5208333333333,3.0,9.0,3,D#,270
8343,4.0,,,,,,,43.0,,,,0,note_on,,76.0,43.0,76.0,275225,1146.7708333333333,3.0,7.0,1,C#,210
8345,4.0,,,,,,,47.0,,,,0,note_on,,76.0,47.0,76.0,275525,1148.0208333333333,3.0,11.0,5,F,330
8347,4.0,,,,,,,40.0,,,,0,note_on,,76.0,40.0,76.0,275585,1148.2708333333333,3.0,4.0,4,E,120
