,channel,clocks_per_click,control,denominator,key,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
2601,5.0,,,,,,,63.0,,,,,,0,note_on,,77.0,63.0,77.0,96015,50.0078125,5.0,3.0,9,A,90
2610,9.0,,,,,,,44.0,,,,,,3,note_on,,75.0,44.0,75.0,96240,50.125,3.0,8.0,8,G#,240
2622,9.0,,,,,,,70.0,,,,,,1,note_on,,40.0,70.0,40.0,96480,50.25,5.0,10.0,10,A#,300
2623,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,96480,50.25,5.0,7.0,1,C#,210
2624,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,96480,50.25,5.0,3.0,9,A,90
2625,10.0,,,,,,,70.0,,,,,,0,note_on,,126.0,70.0,126.0,96480,50.25,5.0,10.0,10,A#,300
2626,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,96480,50.25,7.0,3.0,9,A,90
2627,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,96480,50.25,3.0,6.0,6,F#,180
2635,8.0,,,,,,,87.0,,,,,,3,note_on,,45.0,87.0,45.0,96720,50.375,7.0,3.0,9,A,90
2636,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,96720,50.375,3.0,8.0,8,G#,240
2637,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,96720,50.375,3.0,0.0,0,C,0
2638,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,96720,50.375,2.0,11.0,5,F,330
2649,3.0,,,,,,,77.0,,,,,,1,note_on,,127.0,77.0,127.0,96960,50.5,6.0,5.0,11,B,150
2650,7.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,96960,50.5,6.0,3.0,9,A,90
2651,8.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,96960,50.5,5.0,3.0,9,A,90
2652,9.0,,,,,,,39.0,,,,,,0,note_on,,125.0,39.0,125.0,96960,50.5,3.0,3.0,9,A,90
2653,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,96960,50.5,2.0,4.0,4,E,120
2654,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,96960,50.5,3.0,6.0,6,F#,180
2655,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,96960,50.5,5.0,10.0,10,A#,300
2656,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,96960,50.5,5.0,7.0,1,C#,210
2657,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,96960,50.5,5.0,3.0,9,A,90
2658,12.0,,,,,,,70.0,,,,,,0,note_on,,126.0,70.0,126.0,96960,50.5,5.0,10.0,10,A#,300
2668,8.0,,,,,,,87.0,,,,,,16,note_on,,45.0,87.0,45.0,97200,50.625,7.0,3.0,9,A,90
2669,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,97200,50.625,3.0,8.0,8,G#,240
2675,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,97440,50.75,3.0,6.0,6,F#,180
2676,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,97440,50.75,5.0,10.0,10,A#,300
2677,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,97440,50.75,3.0,0.0,0,C,0
2678,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,97440,50.75,2.0,11.0,5,F,330
2686,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,97680,50.875,7.0,3.0,9,A,90
2687,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,97680,50.875,3.0,8.0,8,G#,240
2690,3.0,,,,,,,79.0,,,,,,0,note_on,,127.0,79.0,127.0,97920,51.0,6.0,7.0,1,C#,210
2691,7.0,,,,,,,77.0,,,,,,0,note_on,,127.0,77.0,127.0,97920,51.0,6.0,5.0,11,B,150
2692,8.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,97920,51.0,5.0,5.0,11,B,150
2693,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,97920,51.0,3.0,6.0,6,F#,180
2694,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,97920,51.0,5.0,10.0,10,A#,300
2698,8.0,,,,,,,87.0,,,,,,16,note_on,,45.0,87.0,45.0,98160,51.125,7.0,3.0,9,A,90
2699,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,98160,51.125,3.0,8.0,8,G#,240
2702,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,98400,51.25,3.0,6.0,6,F#,180
2703,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,98400,51.25,5.0,10.0,10,A#,300
2704,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,98400,51.25,3.0,0.0,0,C,0
2705,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,98400,51.25,2.0,11.0,5,F,330
2713,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,98640,51.375,3.0,8.0,8,G#,240
2715,3.0,,,,,,,77.0,,,,,,0,note_on,,127.0,77.0,127.0,98880,51.5,6.0,5.0,11,B,150
2716,7.0,,,,,,,70.0,,,,,,0,note_on,,127.0,70.0,127.0,98880,51.5,5.0,10.0,10,A#,300
2717,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,98880,51.5,7.0,3.0,9,A,90
2718,8.0,,,,,,,58.0,,,,,,0,note_on,,127.0,58.0,127.0,98880,51.5,4.0,10.0,10,A#,300
2719,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,98880,51.5,3.0,6.0,6,F#,180
2720,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,98880,51.5,5.0,10.0,10,A#,300
2721,9.0,,,,,,,39.0,,,,,,0,note_on,,127.0,39.0,127.0,98880,51.5,3.0,3.0,9,A,90
2722,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,98880,51.5,2.0,4.0,4,E,120
2723,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,98880,51.5,5.0,7.0,1,C#,210
2724,11.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,98880,51.5,6.0,0.0,0,C,0
2725,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,98880,51.5,5.0,3.0,9,A,90
2733,9.0,,,,,,,44.0,,,,,,9,note_on,,75.0,44.0,75.0,99120,51.625,3.0,8.0,8,G#,240
2738,3.0,,,,,,,79.0,,,,,,0,note_on,,127.0,79.0,127.0,99360,51.75,6.0,7.0,1,C#,210
2739,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,99360,51.75,7.0,3.0,9,A,90
2740,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,99360,51.75,3.0,6.0,6,F#,180
2741,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,99360,51.75,5.0,10.0,10,A#,300
2742,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,99360,51.75,5.0,7.0,1,C#,210
2743,10.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,99360,51.75,6.0,0.0,0,C,0
2744,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,99360,51.75,5.0,3.0,9,A,90
2745,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,99360,51.75,5.0,7.0,1,C#,210
2746,11.0,,,,,,,70.0,,,,,,0,note_on,,118.0,70.0,118.0,99360,51.75,5.0,10.0,10,A#,300
2747,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,99360,51.75,5.0,3.0,9,A,90
2754,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,99600,51.875,3.0,8.0,8,G#,240
2762,7.0,,,,,,,82.0,,,,,,0,note_on,,127.0,82.0,127.0,99840,52.0,6.0,10.0,10,A#,300
2763,8.0,,,,,,,70.0,,,,,,0,note_on,,127.0,70.0,127.0,99840,52.0,5.0,10.0,10,A#,300
2764,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,99840,52.0,3.0,6.0,6,F#,180
2765,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,99840,52.0,5.0,10.0,10,A#,300
2766,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,99840,52.0,3.0,0.0,0,C,0
2767,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,99840,52.0,2.0,11.0,5,F,330
2768,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,99840,52.0,5.0,7.0,1,C#,210
2769,10.0,,,,,,,70.0,,,,,,0,note_on,,118.0,70.0,118.0,99840,52.0,5.0,10.0,10,A#,300
2770,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,99840,52.0,5.0,3.0,9,A,90
2771,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,99840,52.0,5.0,7.0,1,C#,210
2772,12.0,,,,,,,72.0,,,,,,0,note_on,,127.0,72.0,127.0,99840,52.0,6.0,0.0,0,C,0
2773,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,99840,52.0,5.0,3.0,9,A,90
2779,9.0,,,,,,,44.0,,,,,,16,note_on,,75.0,44.0,75.0,100080,52.125,3.0,8.0,8,G#,240
2787,3.0,,,,,,,77.0,,,,,,0,note_on,,127.0,77.0,127.0,100320,52.25,6.0,5.0,11,B,150
2788,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,100320,52.25,7.0,3.0,9,A,90
2789,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,100320,52.25,3.0,6.0,6,F#,180
2790,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,100320,52.25,5.0,10.0,10,A#,300
2791,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,100320,52.25,5.0,7.0,1,C#,210
2792,12.0,,,,,,,70.0,,,,,,0,note_on,,118.0,70.0,118.0,100320,52.25,5.0,10.0,10,A#,300
2793,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,100320,52.25,5.0,3.0,9,A,90
2800,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,100560,52.375,7.0,3.0,9,A,90
2801,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,100560,52.375,3.0,8.0,8,G#,240
2802,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,100560,52.375,3.0,0.0,0,C,0
2803,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,100560,52.375,2.0,11.0,5,F,330
2811,7.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,100800,52.5,6.0,3.0,9,A,90
2812,8.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,100800,52.5,5.0,3.0,9,A,90
2813,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,100800,52.5,3.0,6.0,6,F#,180
2814,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,100800,52.5,5.0,10.0,10,A#,300
2815,9.0,,,,,,,39.0,,,,,,0,note_on,,125.0,39.0,125.0,100800,52.5,3.0,3.0,9,A,90
2816,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,100800,52.5,2.0,4.0,4,E,120
2821,3.0,,,,,,,82.0,,,,,,16,note_on,,127.0,82.0,127.0,101040,52.625,6.0,10.0,10,A#,300
2822,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,101040,52.625,7.0,3.0,9,A,90
2823,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,101040,52.625,3.0,8.0,8,G#,240
2829,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,101280,52.75,3.0,6.0,6,F#,180
2830,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,101280,52.75,5.0,10.0,10,A#,300
2831,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,101280,52.75,3.0,0.0,0,C,0
2832,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,101280,52.75,2.0,11.0,5,F,330
2839,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,101520,52.875,3.0,8.0,8,G#,240
2841,7.0,,,,,,,77.0,,,,,,0,note_on,,127.0,77.0,127.0,101760,53.0,6.0,5.0,11,B,150
2842,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,101760,53.0,7.0,3.0,9,A,90
2843,8.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,101760,53.0,5.0,5.0,11,B,150
2844,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,101760,53.0,3.0,6.0,6,F#,180
2845,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,101760,53.0,5.0,10.0,10,A#,300
2848,9.0,,,,,,,44.0,,,,,,16,note_on,,75.0,44.0,75.0,102000,53.125,3.0,8.0,8,G#,240
2850,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,102240,53.25,7.0,3.0,9,A,90
2851,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,102240,53.25,3.0,6.0,6,F#,180
2852,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,102240,53.25,5.0,10.0,10,A#,300
2853,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,102240,53.25,3.0,0.0,0,C,0
2854,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,102240,53.25,2.0,11.0,5,F,330
2863,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,102480,53.375,3.0,8.0,8,G#,240
2865,3.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,102720,53.5,6.0,3.0,9,A,90
2866,7.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,102720,53.5,6.0,3.0,9,A,90
2867,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,102720,53.5,7.0,3.0,9,A,90
2868,8.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,102720,53.5,5.0,3.0,9,A,90
2869,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,102720,53.5,3.0,6.0,6,F#,180
2870,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,102720,53.5,5.0,10.0,10,A#,300
2871,9.0,,,,,,,39.0,,,,,,0,note_on,,127.0,39.0,127.0,102720,53.5,3.0,3.0,9,A,90
2872,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,102720,53.5,2.0,4.0,4,E,120
2880,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,102960,53.625,3.0,8.0,8,G#,240
2884,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,103200,53.75,7.0,3.0,9,A,90
2885,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,103200,53.75,3.0,6.0,6,F#,180
2886,9.0,,,,,,,61.0,,,,,,0,note_on,,100.0,61.0,100.0,103200,53.75,5.0,1.0,7,G,30
2887,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,103200,53.75,5.0,10.0,10,A#,300
2893,9.0,,,,,,,61.0,,,,,,6,note_on,,100.0,61.0,100.0,103320,53.8125,5.0,1.0,7,G,30
2898,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,103440,53.875,3.0,8.0,8,G#,240
2899,9.0,,,,,,,61.0,,,,,,0,note_on,,100.0,61.0,100.0,103440,53.875,5.0,1.0,7,G,30
2900,5.0,,,,,,,63.0,,,,,,51,note_on,,60.0,63.0,60.0,103491,53.9015625,5.0,3.0,9,A,90
2901,5.0,,,,,,,60.0,,,,,,16,note_on,,102.0,60.0,102.0,103507,53.90989583333333,5.0,0.0,0,C,0
2902,5.0,,,,,,,55.0,,,,,,15,note_on,,77.0,55.0,77.0,103522,53.91770833333333,4.0,7.0,1,C#,210
2904,9.0,,,,,,,61.0,,,,,,6,note_on,,100.0,61.0,100.0,103560,53.9375,5.0,1.0,7,G,30
2909,1.0,,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,103680,54.0,3.0,0.0,0,C,0
2910,3.0,,,,,,,79.0,,,,,,0,note_on,,127.0,79.0,127.0,103680,54.0,6.0,7.0,1,C#,210
2911,7.0,,,,,,,82.0,,,,,,0,note_on,,127.0,82.0,127.0,103680,54.0,6.0,10.0,10,A#,300
2912,8.0,,,,,,,48.0,,,,,,0,note_on,,126.0,48.0,126.0,103680,54.0,4.0,0.0,0,C,0
2913,8.0,,,,,,,70.0,,,,,,0,note_on,,127.0,70.0,127.0,103680,54.0,5.0,10.0,10,A#,300
2914,9.0,,,,,,,61.0,,,,,,0,note_on,,100.0,61.0,100.0,103680,54.0,5.0,1.0,7,G,30
2915,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,103680,54.0,3.0,6.0,6,F#,180
2916,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,103680,54.0,5.0,10.0,10,A#,300
2917,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,103680,54.0,3.0,0.0,0,C,0
2918,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,103680,54.0,2.0,11.0,5,F,330
2919,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,103680,54.0,5.0,3.0,9,A,90
2920,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,103680,54.0,5.0,0.0,0,C,0
2921,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,103680,54.0,5.0,7.0,1,C#,210
2928,8.0,,,,,,,87.0,,,,,,16,note_on,,45.0,87.0,45.0,103920,54.125,7.0,3.0,9,A,90
2929,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,103920,54.125,3.0,8.0,8,G#,240
2935,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,104160,54.25,3.0,6.0,6,F#,180
2936,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,104160,54.25,5.0,10.0,10,A#,300
2937,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,104160,54.25,5.0,3.0,9,A,90
2938,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,104160,54.25,5.0,0.0,0,C,0
2939,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,104160,54.25,5.0,7.0,1,C#,210
2945,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,104400,54.375,3.0,8.0,8,G#,240
2946,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,104400,54.375,3.0,0.0,0,C,0
2947,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,104400,54.375,2.0,11.0,5,F,330
2954,3.0,,,,,,,77.0,,,,,,0,note_on,,127.0,77.0,127.0,104640,54.5,6.0,5.0,11,B,150
2955,7.0,,,,,,,75.0,,,,,,0,note_on,,127.0,75.0,127.0,104640,54.5,6.0,3.0,9,A,90
2956,7.0,,,,,,,78.0,,,,,,0,note_on,,72.0,78.0,72.0,104640,54.5,6.0,6.0,6,F#,180
2957,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,104640,54.5,7.0,3.0,9,A,90
2958,8.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,104640,54.5,5.0,3.0,9,A,90
2959,8.0,,,,,,,66.0,,,,,,0,note_on,,72.0,66.0,72.0,104640,54.5,5.0,6.0,6,F#,180
2960,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,104640,54.5,3.0,6.0,6,F#,180
2961,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,104640,54.5,5.0,10.0,10,A#,300
2962,9.0,,,,,,,39.0,,,,,,0,note_on,,125.0,39.0,125.0,104640,54.5,3.0,3.0,9,A,90
2963,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,104640,54.5,2.0,4.0,4,E,120
2964,12.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,104640,54.5,5.0,3.0,9,A,90
2965,12.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,104640,54.5,5.0,0.0,0,C,0
2966,12.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,104640,54.5,5.0,7.0,1,C#,210
2975,9.0,,,,,,,44.0,,,,,,16,note_on,,75.0,44.0,75.0,104880,54.625,3.0,8.0,8,G#,240
2980,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,105120,54.75,7.0,3.0,9,A,90
2981,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,105120,54.75,3.0,6.0,6,F#,180
2982,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,105120,54.75,5.0,10.0,10,A#,300
2983,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,105120,54.75,3.0,0.0,0,C,0
2984,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,105120,54.75,2.0,11.0,5,F,330
2993,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,105360,54.875,3.0,8.0,8,G#,240
2995,3.0,,,,,,,79.0,,,,,,0,note_on,,127.0,79.0,127.0,105600,55.0,6.0,7.0,1,C#,210
2996,7.0,,,,,,,77.0,,,,,,0,note_on,,127.0,77.0,127.0,105600,55.0,6.0,5.0,11,B,150
2997,8.0,,,,,,,65.0,,,,,,0,note_on,,127.0,65.0,127.0,105600,55.0,5.0,5.0,11,B,150
2998,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,105600,55.0,3.0,6.0,6,F#,180
2999,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,105600,55.0,5.0,10.0,10,A#,300
3003,8.0,,,,,,,87.0,,,,,,16,note_on,,45.0,87.0,45.0,105840,55.125,7.0,3.0,9,A,90
3004,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,105840,55.125,3.0,8.0,8,G#,240
3007,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,106080,55.25,3.0,6.0,6,F#,180
3008,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,106080,55.25,5.0,10.0,10,A#,300
3009,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,106080,55.25,3.0,0.0,0,C,0
3010,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,106080,55.25,2.0,11.0,5,F,330
3018,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,106320,55.375,3.0,8.0,8,G#,240
3020,3.0,,,,,,,77.0,,,,,,0,note_on,,127.0,77.0,127.0,106560,55.5,6.0,5.0,11,B,150
3021,7.0,,,,,,,70.0,,,,,,0,note_on,,127.0,70.0,127.0,106560,55.5,5.0,10.0,10,A#,300
3022,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,106560,55.5,7.0,3.0,9,A,90
3023,8.0,,,,,,,58.0,,,,,,0,note_on,,127.0,58.0,127.0,106560,55.5,4.0,10.0,10,A#,300
3024,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,106560,55.5,3.0,6.0,6,F#,180
3025,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,106560,55.5,5.0,10.0,10,A#,300
3026,9.0,,,,,,,39.0,,,,,,0,note_on,,127.0,39.0,127.0,106560,55.5,3.0,3.0,9,A,90
3027,9.0,,,,,,,28.0,,,,,,0,note_on,,127.0,28.0,127.0,106560,55.5,2.0,4.0,4,E,120
3028,11.0,,,,,,,68.0,,,,,,0,note_on,,127.0,68.0,127.0,106560,55.5,5.0,8.0,8,G#,240
3029,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,106560,55.5,5.0,0.0,0,C,0
3030,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,106560,55.5,5.0,3.0,9,A,90
3037,9.0,,,,,,,44.0,,,,,,16,note_on,,75.0,44.0,75.0,106800,55.625,3.0,8.0,8,G#,240
3042,8.0,,,,,,,87.0,,,,,,0,note_on,,45.0,87.0,45.0,107040,55.75,7.0,3.0,9,A,90
3043,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,107040,55.75,3.0,6.0,6,F#,180
3044,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,107040,55.75,5.0,10.0,10,A#,300
3045,10.0,,,,,,,68.0,,,,,,0,note_on,,127.0,68.0,127.0,107040,55.75,5.0,8.0,8,G#,240
3046,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,107040,55.75,5.0,0.0,0,C,0
3047,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,107040,55.75,5.0,3.0,9,A,90
3048,11.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,107040,55.75,5.0,3.0,9,A,90
3049,11.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,107040,55.75,5.0,0.0,0,C,0
3050,11.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,107040,55.75,5.0,7.0,1,C#,210
3057,9.0,,,,,,,44.0,,,,,,0,note_on,,75.0,44.0,75.0,107280,55.875,3.0,8.0,8,G#,240
3065,3.0,,,,,,,79.0,,,,,,0,note_on,,127.0,79.0,127.0,107520,56.0,6.0,7.0,1,C#,210
3066,7.0,,,,,,,82.0,,,,,,0,note_on,,127.0,82.0,127.0,107520,56.0,6.0,10.0,10,A#,300
3067,8.0,,,,,,,70.0,,,,,,0,note_on,,127.0,70.0,127.0,107520,56.0,5.0,10.0,10,A#,300
3068,9.0,,,,,,,42.0,,,,,,0,note_on,,85.0,42.0,85.0,107520,56.0,3.0,6.0,6,F#,180
3069,9.0,,,,,,,70.0,,,,,,0,note_on,,40.0,70.0,40.0,107520,56.0,5.0,10.0,10,A#,300
3070,9.0,,,,,,,36.0,,,,,,0,note_on,,126.0,36.0,126.0,107520,56.0,3.0,0.0,0,C,0
3071,9.0,,,,,,,35.0,,,,,,0,note_on,,60.0,35.0,60.0,107520,56.0,2.0,11.0,5,F,330
3072,10.0,,,,,,,63.0,,,,,,0,note_on,,127.0,63.0,127.0,107520,56.0,5.0,3.0,9,A,90
3073,10.0,,,,,,,60.0,,,,,,0,note_on,,127.0,60.0,127.0,107520,56.0,5.0,0.0,0,C,0
3074,10.0,,,,,,,67.0,,,,,,0,note_on,,127.0,67.0,127.0,107520,56.0,5.0,7.0,1,C#,210
