,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
4325,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,732480,763.0,4.0,9.0,3,D#,270
4326,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,732480,763.0,3.0,0.0,0,C,0
4329,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,732960,763.5,4.0,9.0,3,D#,270
4330,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,732960,763.5,3.0,2.0,2,D,60
4333,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,733440,764.0,4.0,9.0,3,D#,270
4334,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,733440,764.0,3.0,0.0,0,C,0
4337,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,733920,764.5,4.0,9.0,3,D#,270
4338,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,733920,764.5,3.0,2.0,2,D,60
4340,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,734160,764.75,3.0,0.0,0,C,0
4343,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,734400,765.0,4.0,9.0,3,D#,270
4344,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,734400,765.0,3.0,0.0,0,C,0
4347,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,734880,765.5,4.0,9.0,3,D#,270
4348,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,734880,765.5,3.0,0.0,0,C,0
4350,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,735120,765.75,3.0,2.0,2,D,60
4353,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,735360,766.0,4.0,9.0,3,D#,270
4354,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,735360,766.0,3.0,0.0,0,C,0
4357,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,735840,766.5,4.0,9.0,3,D#,270
4358,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,735840,766.5,3.0,2.0,2,D,60
4361,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,736320,767.0,4.0,9.0,3,D#,270
4362,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,736320,767.0,3.0,0.0,0,C,0
4365,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,736800,767.5,4.0,9.0,3,D#,270
4366,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,736800,767.5,3.0,2.0,2,D,60
4369,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,737280,768.0,4.0,9.0,3,D#,270
4370,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,737280,768.0,3.0,0.0,0,C,0
4373,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,737760,768.5,4.0,9.0,3,D#,270
4374,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,737760,768.5,3.0,2.0,2,D,60
4377,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,738240,769.0,4.0,9.0,3,D#,270
4378,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,738240,769.0,3.0,0.0,0,C,0
4381,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,738720,769.5,4.0,9.0,3,D#,270
4382,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,738720,769.5,3.0,2.0,2,D,60
4385,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,739200,770.0,4.0,9.0,3,D#,270
4386,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,739200,770.0,3.0,0.0,0,C,0
4389,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,739680,770.5,4.0,9.0,3,D#,270
4390,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,739680,770.5,3.0,2.0,2,D,60
4393,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,740160,771.0,4.0,9.0,3,D#,270
4394,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,740160,771.0,3.0,0.0,0,C,0
4397,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,740640,771.5,4.0,9.0,3,D#,270
4398,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,740640,771.5,3.0,2.0,2,D,60
4401,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,741120,772.0,4.0,9.0,3,D#,270
4402,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,741120,772.0,3.0,0.0,0,C,0
4405,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,741600,772.5,4.0,9.0,3,D#,270
4406,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,741600,772.5,3.0,2.0,2,D,60
4408,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,741840,772.75,3.0,0.0,0,C,0
4411,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,742080,773.0,4.0,9.0,3,D#,270
4412,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,742080,773.0,3.0,0.0,0,C,0
4415,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,742560,773.5,4.0,9.0,3,D#,270
4416,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,742560,773.5,3.0,0.0,0,C,0
4418,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,742800,773.75,3.0,2.0,2,D,60
4421,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,743040,774.0,4.0,9.0,3,D#,270
4422,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,743040,774.0,3.0,0.0,0,C,0
4425,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,743520,774.5,4.0,9.0,3,D#,270
4426,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,743520,774.5,3.0,2.0,2,D,60
4429,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,744000,775.0,4.0,9.0,3,D#,270
4430,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,744000,775.0,3.0,0.0,0,C,0
4433,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,744480,775.5,4.0,9.0,3,D#,270
4434,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,744480,775.5,3.0,2.0,2,D,60
4437,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,744960,776.0,4.0,9.0,3,D#,270
4438,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,744960,776.0,3.0,0.0,0,C,0
4441,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,745440,776.5,3.0,6.0,6,F#,180
4443,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,745920,777.0,3.0,6.0,6,F#,180
4445,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,746400,777.5,3.0,6.0,6,F#,180
4447,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,746880,778.0,4.0,9.0,3,D#,270
4448,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,746880,778.0,3.0,0.0,0,C,0
4451,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,747360,778.5,3.0,6.0,6,F#,180
4453,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,747840,779.0,3.0,6.0,6,F#,180
4455,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,748320,779.5,3.0,6.0,6,F#,180
4457,9.0,,,,,,44.0,,,,,3840,note_on,,95.0,44.0,95.0,752640,784.0,3.0,8.0,8,G#,240
4458,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,752640,784.0,3.0,5.0,11,B,150
4459,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,752640,784.0,3.0,0.0,0,C,0
4463,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,753120,784.5,3.0,8.0,8,G#,240
4464,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,753120,784.5,3.0,5.0,11,B,150
4465,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,753120,784.5,3.0,0.0,0,C,0
4469,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,753600,785.0,3.0,8.0,8,G#,240
4470,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,753600,785.0,3.0,5.0,11,B,150
4471,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,753600,785.0,3.0,0.0,0,C,0
4475,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,754080,785.5,3.0,8.0,8,G#,240
4476,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,754080,785.5,3.0,5.0,11,B,150
4477,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,754080,785.5,3.0,0.0,0,C,0
4481,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,754560,786.0,3.0,8.0,8,G#,240
4482,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,754560,786.0,3.0,5.0,11,B,150
4483,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,754560,786.0,3.0,0.0,0,C,0
4487,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,755040,786.5,3.0,8.0,8,G#,240
4488,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,755040,786.5,3.0,5.0,11,B,150
4489,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,755040,786.5,3.0,0.0,0,C,0
4493,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,755520,787.0,3.0,8.0,8,G#,240
4494,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,755520,787.0,3.0,5.0,11,B,150
4495,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,755520,787.0,3.0,0.0,0,C,0
4499,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,756000,787.5,3.0,8.0,8,G#,240
4500,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,756000,787.5,3.0,5.0,11,B,150
4501,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,756000,787.5,3.0,0.0,0,C,0
4505,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,756480,788.0,3.0,8.0,8,G#,240
4506,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,756480,788.0,3.0,5.0,11,B,150
4507,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,756480,788.0,3.0,0.0,0,C,0
4511,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,756960,788.5,3.0,8.0,8,G#,240
4512,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,756960,788.5,3.0,5.0,11,B,150
4513,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,756960,788.5,3.0,0.0,0,C,0
4517,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,757440,789.0,3.0,8.0,8,G#,240
4518,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,757440,789.0,3.0,5.0,11,B,150
4519,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,757440,789.0,3.0,0.0,0,C,0
4523,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,757920,789.5,3.0,8.0,8,G#,240
4524,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,757920,789.5,3.0,5.0,11,B,150
4525,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,757920,789.5,3.0,0.0,0,C,0
4529,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,758400,790.0,3.0,8.0,8,G#,240
4530,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,758400,790.0,3.0,5.0,11,B,150
4531,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,758400,790.0,3.0,0.0,0,C,0
4535,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,758880,790.5,3.0,8.0,8,G#,240
4536,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,758880,790.5,3.0,5.0,11,B,150
4537,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,758880,790.5,3.0,0.0,0,C,0
4541,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,759360,791.0,3.0,8.0,8,G#,240
4542,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,759360,791.0,3.0,5.0,11,B,150
4543,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,759360,791.0,3.0,0.0,0,C,0
4547,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,759840,791.5,3.0,8.0,8,G#,240
4548,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,759840,791.5,3.0,5.0,11,B,150
4549,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,759840,791.5,3.0,0.0,0,C,0
4553,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,760320,792.0,3.0,8.0,8,G#,240
4554,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,760320,792.0,3.0,5.0,11,B,150
4555,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,760320,792.0,3.0,0.0,0,C,0
4559,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,760800,792.5,3.0,8.0,8,G#,240
4560,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,760800,792.5,3.0,5.0,11,B,150
4561,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,760800,792.5,3.0,0.0,0,C,0
4565,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,761280,793.0,3.0,8.0,8,G#,240
4566,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,761280,793.0,3.0,5.0,11,B,150
4567,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,761280,793.0,3.0,0.0,0,C,0
4571,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,761760,793.5,3.0,8.0,8,G#,240
4572,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,761760,793.5,3.0,5.0,11,B,150
4573,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,761760,793.5,3.0,0.0,0,C,0
4577,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,762240,794.0,3.0,8.0,8,G#,240
4578,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,762240,794.0,3.0,5.0,11,B,150
4579,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,762240,794.0,3.0,0.0,0,C,0
4583,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,762720,794.5,3.0,8.0,8,G#,240
4584,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,762720,794.5,3.0,5.0,11,B,150
4585,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,762720,794.5,3.0,0.0,0,C,0
4589,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,763200,795.0,3.0,8.0,8,G#,240
4590,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,763200,795.0,3.0,5.0,11,B,150
4591,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,763200,795.0,3.0,0.0,0,C,0
4595,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,763680,795.5,3.0,8.0,8,G#,240
4596,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,763680,795.5,3.0,5.0,11,B,150
4597,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,763680,795.5,3.0,0.0,0,C,0
4601,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,764160,796.0,3.0,8.0,8,G#,240
4602,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,764160,796.0,3.0,5.0,11,B,150
4603,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,764160,796.0,3.0,0.0,0,C,0
4607,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,764640,796.5,3.0,8.0,8,G#,240
4608,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,764640,796.5,3.0,5.0,11,B,150
4609,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,764640,796.5,3.0,0.0,0,C,0
4613,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,765120,797.0,3.0,8.0,8,G#,240
4614,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,765120,797.0,3.0,5.0,11,B,150
4615,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,765120,797.0,3.0,0.0,0,C,0
4619,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,765600,797.5,3.0,8.0,8,G#,240
4620,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,765600,797.5,3.0,5.0,11,B,150
4621,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,765600,797.5,3.0,0.0,0,C,0
4625,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,766080,798.0,3.0,8.0,8,G#,240
4626,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,766080,798.0,3.0,5.0,11,B,150
4627,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,766080,798.0,3.0,0.0,0,C,0
4631,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,766560,798.5,3.0,8.0,8,G#,240
4632,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,766560,798.5,3.0,5.0,11,B,150
4633,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,766560,798.5,3.0,0.0,0,C,0
4637,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,767040,799.0,3.0,8.0,8,G#,240
4638,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,767040,799.0,3.0,5.0,11,B,150
4639,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,767040,799.0,3.0,0.0,0,C,0
4643,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,767520,799.5,3.0,8.0,8,G#,240
4644,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,767520,799.5,3.0,5.0,11,B,150
4645,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,767520,799.5,3.0,0.0,0,C,0
4649,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,768000,800.0,3.0,8.0,8,G#,240
4650,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,768000,800.0,3.0,5.0,11,B,150
4651,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,768000,800.0,3.0,0.0,0,C,0
4655,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,768480,800.5,3.0,8.0,8,G#,240
4656,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,768480,800.5,3.0,5.0,11,B,150
4657,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,768480,800.5,3.0,0.0,0,C,0
4661,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,768960,801.0,3.0,8.0,8,G#,240
4662,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,768960,801.0,3.0,5.0,11,B,150
4663,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,768960,801.0,3.0,0.0,0,C,0
4667,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,769440,801.5,3.0,8.0,8,G#,240
4668,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,769440,801.5,3.0,5.0,11,B,150
4669,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,769440,801.5,3.0,0.0,0,C,0
4673,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,769920,802.0,3.0,8.0,8,G#,240
4674,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,769920,802.0,3.0,5.0,11,B,150
4675,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,769920,802.0,3.0,0.0,0,C,0
4679,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,770400,802.5,3.0,8.0,8,G#,240
4680,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,770400,802.5,3.0,5.0,11,B,150
4681,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,770400,802.5,3.0,0.0,0,C,0
4685,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,770880,803.0,3.0,8.0,8,G#,240
4686,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,770880,803.0,3.0,5.0,11,B,150
4687,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,770880,803.0,3.0,0.0,0,C,0
4691,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,771360,803.5,3.0,8.0,8,G#,240
4692,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,771360,803.5,3.0,5.0,11,B,150
4693,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,771360,803.5,3.0,0.0,0,C,0
4697,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,771840,804.0,3.0,8.0,8,G#,240
4698,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,771840,804.0,3.0,5.0,11,B,150
4699,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,771840,804.0,3.0,0.0,0,C,0
4703,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,772320,804.5,3.0,8.0,8,G#,240
4704,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,772320,804.5,3.0,5.0,11,B,150
4705,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,772320,804.5,3.0,0.0,0,C,0
4709,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,772800,805.0,3.0,8.0,8,G#,240
4710,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,772800,805.0,3.0,5.0,11,B,150
4711,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,772800,805.0,3.0,0.0,0,C,0
4715,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,773280,805.5,3.0,8.0,8,G#,240
4716,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,773280,805.5,3.0,5.0,11,B,150
4717,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,773280,805.5,3.0,0.0,0,C,0
4721,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,773760,806.0,3.0,8.0,8,G#,240
4722,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,773760,806.0,3.0,5.0,11,B,150
4723,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,773760,806.0,3.0,0.0,0,C,0
4727,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,774240,806.5,3.0,8.0,8,G#,240
4728,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,774240,806.5,3.0,5.0,11,B,150
4729,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,774240,806.5,3.0,0.0,0,C,0
4733,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,774720,807.0,3.0,8.0,8,G#,240
4734,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,774720,807.0,3.0,5.0,11,B,150
4735,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,774720,807.0,3.0,0.0,0,C,0
4739,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,775200,807.5,3.0,8.0,8,G#,240
4740,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,775200,807.5,3.0,5.0,11,B,150
4741,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,775200,807.5,3.0,0.0,0,C,0
4745,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,775680,808.0,3.0,8.0,8,G#,240
4746,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,775680,808.0,3.0,0.0,0,C,0
4749,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,776160,808.5,3.0,8.0,8,G#,240
4750,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,776160,808.5,3.0,2.0,2,D,60
4753,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,776640,809.0,3.0,8.0,8,G#,240
4754,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,776640,809.0,3.0,0.0,0,C,0
4757,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,777120,809.5,3.0,8.0,8,G#,240
4758,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,777120,809.5,3.0,2.0,2,D,60
4761,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,777600,810.0,3.0,8.0,8,G#,240
4762,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,777600,810.0,3.0,0.0,0,C,0
4765,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,778080,810.5,3.0,8.0,8,G#,240
4766,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,778080,810.5,3.0,2.0,2,D,60
4769,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,778560,811.0,3.0,8.0,8,G#,240
4770,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,778560,811.0,3.0,0.0,0,C,0
4773,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,779040,811.5,3.0,8.0,8,G#,240
4774,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,779040,811.5,3.0,2.0,2,D,60
4777,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,779520,812.0,3.0,8.0,8,G#,240
4778,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,779520,812.0,3.0,0.0,0,C,0
4781,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,780000,812.5,3.0,8.0,8,G#,240
4782,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,780000,812.5,3.0,2.0,2,D,60
