,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
3409,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,624960,651.0,3.0,8.0,8,G#,240
3410,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,624960,651.0,3.0,5.0,11,B,150
3411,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,624960,651.0,3.0,0.0,0,C,0
3415,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,625440,651.5,3.0,8.0,8,G#,240
3416,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,625440,651.5,3.0,5.0,11,B,150
3417,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,625440,651.5,3.0,0.0,0,C,0
3421,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,625920,652.0,3.0,8.0,8,G#,240
3422,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,625920,652.0,3.0,0.0,0,C,0
3425,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,626400,652.5,3.0,8.0,8,G#,240
3426,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,626400,652.5,3.0,2.0,2,D,60
3429,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,626880,653.0,3.0,8.0,8,G#,240
3430,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,626880,653.0,3.0,0.0,0,C,0
3433,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,627360,653.5,3.0,8.0,8,G#,240
3434,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,627360,653.5,3.0,2.0,2,D,60
3437,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,627840,654.0,3.0,8.0,8,G#,240
3438,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,627840,654.0,3.0,0.0,0,C,0
3441,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,628320,654.5,3.0,8.0,8,G#,240
3442,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,628320,654.5,3.0,2.0,2,D,60
3445,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,628800,655.0,3.0,8.0,8,G#,240
3446,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,628800,655.0,3.0,0.0,0,C,0
3449,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,629280,655.5,3.0,8.0,8,G#,240
3450,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,629280,655.5,3.0,2.0,2,D,60
3453,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,629760,656.0,3.0,8.0,8,G#,240
3454,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,629760,656.0,3.0,0.0,0,C,0
3457,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,630240,656.5,3.0,8.0,8,G#,240
3458,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,630240,656.5,3.0,2.0,2,D,60
3461,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,630720,657.0,3.0,8.0,8,G#,240
3462,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,630720,657.0,3.0,0.0,0,C,0
3465,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,631200,657.5,3.0,8.0,8,G#,240
3466,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,631200,657.5,3.0,2.0,2,D,60
3469,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,631680,658.0,3.0,8.0,8,G#,240
3470,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,631680,658.0,3.0,0.0,0,C,0
3473,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,632160,658.5,3.0,8.0,8,G#,240
3474,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,632160,658.5,3.0,2.0,2,D,60
3477,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,632640,659.0,3.0,8.0,8,G#,240
3478,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,632640,659.0,3.0,0.0,0,C,0
3481,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,633120,659.5,3.0,8.0,8,G#,240
3482,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,633120,659.5,3.0,2.0,2,D,60
3485,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,633600,660.0,3.0,8.0,8,G#,240
3486,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,633600,660.0,3.0,0.0,0,C,0
3489,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,634080,660.5,3.0,8.0,8,G#,240
3490,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,634080,660.5,3.0,2.0,2,D,60
3493,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,634560,661.0,3.0,8.0,8,G#,240
3494,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,634560,661.0,3.0,0.0,0,C,0
3497,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,635040,661.5,3.0,8.0,8,G#,240
3498,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,635040,661.5,3.0,2.0,2,D,60
3501,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,635520,662.0,3.0,8.0,8,G#,240
3502,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,635520,662.0,3.0,0.0,0,C,0
3505,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,636000,662.5,3.0,8.0,8,G#,240
3506,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,636000,662.5,3.0,2.0,2,D,60
3509,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,636480,663.0,3.0,8.0,8,G#,240
3510,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,636480,663.0,3.0,0.0,0,C,0
3513,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,636960,663.5,3.0,8.0,8,G#,240
3514,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,636960,663.5,3.0,2.0,2,D,60
3517,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,637440,664.0,3.0,8.0,8,G#,240
3518,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,637440,664.0,3.0,0.0,0,C,0
3521,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,637920,664.5,3.0,8.0,8,G#,240
3522,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,637920,664.5,3.0,2.0,2,D,60
3525,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,638400,665.0,3.0,8.0,8,G#,240
3526,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,638400,665.0,3.0,0.0,0,C,0
3529,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,638880,665.5,3.0,8.0,8,G#,240
3530,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,638880,665.5,3.0,2.0,2,D,60
3533,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,639360,666.0,3.0,8.0,8,G#,240
3534,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,639360,666.0,3.0,0.0,0,C,0
3537,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,639840,666.5,3.0,8.0,8,G#,240
3538,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,639840,666.5,3.0,2.0,2,D,60
3541,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,640320,667.0,3.0,8.0,8,G#,240
3542,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,640320,667.0,3.0,0.0,0,C,0
3545,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,640800,667.5,3.0,8.0,8,G#,240
3546,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,640800,667.5,3.0,2.0,2,D,60
3549,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,641280,668.0,4.0,9.0,3,D#,270
3550,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,641280,668.0,3.0,0.0,0,C,0
3553,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,641760,668.5,3.0,6.0,6,F#,180
3555,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,642240,669.0,3.0,6.0,6,F#,180
3557,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,642720,669.5,3.0,6.0,6,F#,180
3559,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,643200,670.0,4.0,9.0,3,D#,270
3560,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,643200,670.0,3.0,0.0,0,C,0
3563,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,643680,670.5,3.0,6.0,6,F#,180
3565,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,644160,671.0,3.0,6.0,6,F#,180
3567,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,644640,671.5,3.0,6.0,6,F#,180
3569,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,645120,672.0,4.0,9.0,3,D#,270
3570,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,645120,672.0,3.0,0.0,0,C,0
3573,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,645600,672.5,4.0,9.0,3,D#,270
3574,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,645600,672.5,3.0,2.0,2,D,60
3577,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,646080,673.0,4.0,9.0,3,D#,270
3578,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,646080,673.0,3.0,0.0,0,C,0
3581,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,646560,673.5,4.0,9.0,3,D#,270
3582,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,646560,673.5,3.0,2.0,2,D,60
3585,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,647040,674.0,4.0,9.0,3,D#,270
3586,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,647040,674.0,3.0,0.0,0,C,0
3589,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,647520,674.5,4.0,9.0,3,D#,270
3590,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,647520,674.5,3.0,2.0,2,D,60
3593,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,648000,675.0,4.0,9.0,3,D#,270
3594,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,648000,675.0,3.0,0.0,0,C,0
3597,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,648480,675.5,4.0,9.0,3,D#,270
3598,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,648480,675.5,3.0,2.0,2,D,60
3601,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,648960,676.0,4.0,9.0,3,D#,270
3602,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,648960,676.0,3.0,0.0,0,C,0
3605,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,649440,676.5,4.0,9.0,3,D#,270
3606,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,649440,676.5,3.0,2.0,2,D,60
3608,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,649680,676.75,3.0,0.0,0,C,0
3611,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,649920,677.0,4.0,9.0,3,D#,270
3612,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,649920,677.0,3.0,0.0,0,C,0
3615,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,650400,677.5,4.0,9.0,3,D#,270
3616,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,650400,677.5,3.0,0.0,0,C,0
3618,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,650640,677.75,3.0,2.0,2,D,60
3621,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,650880,678.0,4.0,9.0,3,D#,270
3622,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,650880,678.0,3.0,0.0,0,C,0
3625,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,651360,678.5,4.0,9.0,3,D#,270
3626,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,651360,678.5,3.0,2.0,2,D,60
3629,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,651840,679.0,4.0,9.0,3,D#,270
3630,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,651840,679.0,3.0,0.0,0,C,0
3633,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,652320,679.5,4.0,9.0,3,D#,270
3634,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,652320,679.5,3.0,2.0,2,D,60
3637,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,652800,680.0,4.0,9.0,3,D#,270
3638,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,652800,680.0,3.0,0.0,0,C,0
3641,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,653280,680.5,4.0,9.0,3,D#,270
3642,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,653280,680.5,3.0,2.0,2,D,60
3645,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,653760,681.0,4.0,9.0,3,D#,270
3646,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,653760,681.0,3.0,0.0,0,C,0
3649,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,654240,681.5,4.0,9.0,3,D#,270
3650,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,654240,681.5,3.0,2.0,2,D,60
3653,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,654720,682.0,4.0,9.0,3,D#,270
3654,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,654720,682.0,3.0,0.0,0,C,0
3657,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,655200,682.5,4.0,9.0,3,D#,270
3658,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,655200,682.5,3.0,2.0,2,D,60
3661,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,655680,683.0,4.0,9.0,3,D#,270
3662,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,655680,683.0,3.0,0.0,0,C,0
3665,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,656160,683.5,4.0,9.0,3,D#,270
3666,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,656160,683.5,3.0,2.0,2,D,60
3669,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,656640,684.0,4.0,9.0,3,D#,270
3670,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,656640,684.0,3.0,0.0,0,C,0
3673,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,657120,684.5,4.0,9.0,3,D#,270
3674,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,657120,684.5,3.0,2.0,2,D,60
3676,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,657360,684.75,3.0,0.0,0,C,0
3679,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,657600,685.0,4.0,9.0,3,D#,270
3680,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,657600,685.0,3.0,0.0,0,C,0
3683,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,658080,685.5,4.0,9.0,3,D#,270
3684,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,658080,685.5,3.0,0.0,0,C,0
3686,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,658320,685.75,3.0,2.0,2,D,60
3689,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,658560,686.0,4.0,9.0,3,D#,270
3690,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,658560,686.0,3.0,0.0,0,C,0
3693,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,659040,686.5,4.0,9.0,3,D#,270
3694,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,659040,686.5,3.0,2.0,2,D,60
3697,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,659520,687.0,4.0,9.0,3,D#,270
3698,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,659520,687.0,3.0,0.0,0,C,0
3701,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,660000,687.5,4.0,9.0,3,D#,270
3702,9.0,,,,,,38.0,,,,,0,note_on,,95.0,38.0,95.0,660000,687.5,3.0,2.0,2,D,60
3705,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,660480,688.0,4.0,9.0,3,D#,270
3706,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,660480,688.0,3.0,0.0,0,C,0
3709,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,660960,688.5,3.0,6.0,6,F#,180
3711,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,661440,689.0,3.0,6.0,6,F#,180
3713,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,661920,689.5,3.0,6.0,6,F#,180
3715,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,662400,690.0,4.0,9.0,3,D#,270
3716,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,662400,690.0,3.0,0.0,0,C,0
3719,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,662880,690.5,3.0,6.0,6,F#,180
3721,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,663360,691.0,3.0,6.0,6,F#,180
3723,9.0,,,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,663840,691.5,3.0,6.0,6,F#,180
3725,9.0,,,,,,57.0,,,,,0,note_on,,95.0,57.0,95.0,664320,692.0,4.0,9.0,3,D#,270
3726,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,664320,692.0,3.0,0.0,0,C,0
3729,9.0,,,,,,44.0,,,,,5760,note_on,,95.0,44.0,95.0,672000,700.0,3.0,8.0,8,G#,240
3730,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,672000,700.0,3.0,5.0,11,B,150
3731,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,672000,700.0,3.0,0.0,0,C,0
3735,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,672480,700.5,3.0,8.0,8,G#,240
3736,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,672480,700.5,3.0,5.0,11,B,150
3737,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,672480,700.5,3.0,0.0,0,C,0
3741,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,672960,701.0,3.0,8.0,8,G#,240
3742,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,672960,701.0,3.0,5.0,11,B,150
3743,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,672960,701.0,3.0,0.0,0,C,0
3747,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,673440,701.5,3.0,8.0,8,G#,240
3748,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,673440,701.5,3.0,5.0,11,B,150
3749,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,673440,701.5,3.0,0.0,0,C,0
3753,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,673920,702.0,3.0,8.0,8,G#,240
3754,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,673920,702.0,3.0,5.0,11,B,150
3755,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,673920,702.0,3.0,0.0,0,C,0
3759,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,674400,702.5,3.0,8.0,8,G#,240
3760,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,674400,702.5,3.0,5.0,11,B,150
3761,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,674400,702.5,3.0,0.0,0,C,0
3765,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,674880,703.0,3.0,8.0,8,G#,240
3766,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,674880,703.0,3.0,5.0,11,B,150
3767,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,674880,703.0,3.0,0.0,0,C,0
3771,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,675360,703.5,3.0,8.0,8,G#,240
3772,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,675360,703.5,3.0,5.0,11,B,150
3773,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,675360,703.5,3.0,0.0,0,C,0
3777,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,675840,704.0,3.0,8.0,8,G#,240
3778,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,675840,704.0,3.0,5.0,11,B,150
3779,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,675840,704.0,3.0,0.0,0,C,0
3783,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,676320,704.5,3.0,8.0,8,G#,240
3784,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,676320,704.5,3.0,5.0,11,B,150
3785,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,676320,704.5,3.0,0.0,0,C,0
3789,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,676800,705.0,3.0,8.0,8,G#,240
3790,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,676800,705.0,3.0,5.0,11,B,150
3791,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,676800,705.0,3.0,0.0,0,C,0
3795,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,677280,705.5,3.0,8.0,8,G#,240
3796,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,677280,705.5,3.0,5.0,11,B,150
3797,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,677280,705.5,3.0,0.0,0,C,0
3801,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,677760,706.0,3.0,8.0,8,G#,240
3802,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,677760,706.0,3.0,5.0,11,B,150
3803,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,677760,706.0,3.0,0.0,0,C,0
3807,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,678240,706.5,3.0,8.0,8,G#,240
3808,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,678240,706.5,3.0,5.0,11,B,150
3809,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,678240,706.5,3.0,0.0,0,C,0
3813,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,678720,707.0,3.0,8.0,8,G#,240
3814,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,678720,707.0,3.0,5.0,11,B,150
3815,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,678720,707.0,3.0,0.0,0,C,0
3819,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,679200,707.5,3.0,8.0,8,G#,240
3820,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,679200,707.5,3.0,5.0,11,B,150
3821,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,679200,707.5,3.0,0.0,0,C,0
3825,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,679680,708.0,3.0,8.0,8,G#,240
3826,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,679680,708.0,3.0,5.0,11,B,150
3827,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,679680,708.0,3.0,0.0,0,C,0
3831,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,680160,708.5,3.0,8.0,8,G#,240
3832,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,680160,708.5,3.0,5.0,11,B,150
3833,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,680160,708.5,3.0,0.0,0,C,0
3837,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,680640,709.0,3.0,8.0,8,G#,240
3838,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,680640,709.0,3.0,5.0,11,B,150
3839,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,680640,709.0,3.0,0.0,0,C,0
3843,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,681120,709.5,3.0,8.0,8,G#,240
3844,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,681120,709.5,3.0,5.0,11,B,150
3845,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,681120,709.5,3.0,0.0,0,C,0
3849,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,681600,710.0,3.0,8.0,8,G#,240
3850,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,681600,710.0,3.0,5.0,11,B,150
3851,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,681600,710.0,3.0,0.0,0,C,0
3855,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,682080,710.5,3.0,8.0,8,G#,240
3856,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,682080,710.5,3.0,5.0,11,B,150
3857,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,682080,710.5,3.0,0.0,0,C,0
3861,9.0,,,,,,44.0,,,,,0,note_on,,95.0,44.0,95.0,682560,711.0,3.0,8.0,8,G#,240
3862,9.0,,,,,,41.0,,,,,0,note_on,,95.0,41.0,95.0,682560,711.0,3.0,5.0,11,B,150
3863,9.0,,,,,,36.0,,,,,0,note_on,,95.0,36.0,95.0,682560,711.0,3.0,0.0,0,C,0
